,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.999857427953806,4.278807196540237e-05
C4-e003Coalescence-Inoculumn-mGAM,0.011700709778874762,1.0
B10-e003Coalescence-mGAM-p3,0.9977575011784645,0.0012451619615975805
B4-e003Coalescence-Inoculumn-mGAM,0.789,0.18799999999999994
C3-e003Coalescence-Inoculumn-mGAM,0.9155357302141812,0.07457516078233029
C9-e003Coalescence-mGAM-p3,0.9990503092578167,0.0009394485688339794
C9-e003Coalescence-mGAM-p5,0.9981239902914891,0.0017944711693565522
C9-e003Coalescence-mGAM-p7,0.9981986489071883,0.0008428553852281059
F100-e003Coalescence-mGAM-p3_S167,0.9956696698702546,0.004183822453880747
G9-e003Coalescence-mGAM-p3_S178,0.9997999993999968,0.00011712457237677064
G9-e003Coalescence-mGAM-p5_S78,0.9679252165276604,0.028525476676158745
G9-e003Coalescence-mGAM-p7_S174,0.9990945426605077,0.00042096468595126467
