,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1.0
D5-e003Coalescence-Inoculumn-mBHI,0.003056645494157688,0.0
A5-e003Coalescence-Inoculumn-mBHI,0.02499512237421145,0.2
A5-e003Coalescence-mBHI-inoculumn-redo,0.0022979037048277656,0.18333333333333332
A5-e003Coalescence-mBHI-p7,6.503501051399337e-05,0.0
A5-e003Coalescence-mGAM-p3,0.0,0.008333333333333333
D2-e003Coalescence-Inoculumn-mBHI,0.007760844588003208,0.15833333333333333
D2-e003Coalescence-mBHI-p3,0.00010839168418998894,0.0
D2-e003Coalescence-mBHI-p5,0.0008454551366819138,0.0
D2-e003Coalescence-mGAM-p5,0.0,0.11666666666666667
E5-e003Coalescence-mBHI-p3_S12,0.00021678336837997788,0.0
E5-e003Coalescence-mBHI-p5_S4,0.00032517505256996686,0.0
E5-e003Coalescence-mBHI-p7_S100,0.0,0.0
E5-e003Coalescence-mGAM-p3_S60,0.0,0.0
E5-e003Coalescence-mGAM-p5_S52,0.0,0.0
E5-e003Coalescence-mGAM-p7_S148,0.0,0.0
H2-e003Coalescence-mBHI-p3_S45,0.0,0.0
H2-e003Coalescence-mBHI-p7_S133,0.00010839168418998894,0.0
H2-e003Coalescence-mGAM-p3_S93,0.0,0.0
H2-e003Coalescence-mGAM-p5_S85,0.0,0.1
H2-e003Coalescence-mGAM-p7_S181,0.0,0.06666666666666667
