,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B3-e003Coalescence-Inoculumn-mBHI,0.88,0.727
D5-e003Coalescence-Inoculumn-mBHI,0.476,0.9935611343397306
B5-e003Coalescence-Inoculumn-mBHI,0.65,0.9692572698980199
B5-e003Coalescence-mBHI-p3,0.5,0.668867275504675
B5-e003Coalescence-mGAM-p3,0.9880854189644328,0.9915947398413448
B5-e003Coalescence-mGAM-p5,0.706,0.6799999999999999
B5-e003Coalescence-mGAM-p7,0.762,0.762
D3-e003Coalescence-Inoculumn-mBHI,0.645,0.865
D3-e003Coalescence-mGAM-p3,0.9878870695546219,0.9963745647367821
D3-e003Coalescence-mGAM-p5,0.606,0.606
F5-e003Coalescence-mGAM-p3_S72,0.9973603910454332,0.9995294465961649
F5-e003Coalescence-mGAM-p5_S64,0.9944025452937526,0.9984373969909512
F5-e003Coalescence-mGAM-p7_S160,0.997048541115944,0.999178900569734
H3-e003Coalescence-mBHI-p3_S46,0.7055667330499098,0.7370678472078036
H3-e003Coalescence-mGAM-p3_S94,0.9911747378670804,0.9943205300240839
H3-e003Coalescence-mGAM-p5_S86,0.8240000000000001,0.8240000000000001
H3-e003Coalescence-mGAM-p7_S182,0.9938130098816658,0.996379410999009
