,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1.0
B3-e003Coalescence-Inoculumn-mBHI,0.15255625484955598,0.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.041770842313992584,0.09885931558935361
A3-e003Coalescence-mBHI-p3,0.0038365376325545306,0.838230210853785
A3-e003Coalescence-mGAM-p7,0.0,0.39405461458693397
B2-e003Coalescence-Inoculumn-mBHI,0.03194240882834727,0.016246111303145523
B2-e003Coalescence-mBHI-p3,0.00030175015087507544,0.8900795022468027
B2-e003Coalescence-mBHI-p5,0.2432106216053108,0.8313169720013827
B2-e003Coalescence-mGAM-p3,0.07578239503405466,0.004839267196681645
E3-e003Coalescence-mBHI-p3_S10,0.0010345719458574015,0.8371932250259246
E3-e003Coalescence-mBHI-p5_S2,0.02120872489007673,0.9270653301071552
E3-e003Coalescence-mGAM-p3_S58,0.0,0.4006221914967162
E3-e003Coalescence-mGAM-p5_S50,0.0,0.009332872450743173
E3-e003Coalescence-mGAM-p7_S146,0.0,0.00414794331144141
F2-e003Coalescence-mBHI-p3_S21,0.0016811794120182774,0.917732457656412
F2-e003Coalescence-mBHI-p5_S13,0.00012932149323217519,0.9592118907708261
F2-e003Coalescence-mGAM-p3_S69,0.0,0.18250950570342206
F2-e003Coalescence-mGAM-p5_S61,0.0,0.0905634289664708
F2-e003Coalescence-mGAM-p7_S157,0.0,0.8022813688212928
