,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C4-e003Coalescence-Inoculumn-mGAM,1.0,0.005464970470498473
D5-e003Coalescence-Inoculumn-mGAM,1.773337976776465e-05,0.9999340608044602
C11-e003Coalescence-mBHI-p5,0.03985648744362986,0.9554156320076584
C11-e003Coalescence-mGAM-p3,0.9707674854784389,0.011980119981262066
C11-e003Coalescence-mGAM-p5,0.8915770858386404,0.07031189613667298
C11-e003Coalescence-mGAM-p7,0.9308081075087484,0.028205800881486234
C5-e003Coalescence-Inoculumn-mGAM,0.08299999999999996,0.894
D10-e003Coalescence-mBHI-p7,0.04079445441180617,0.9548518145418705
D10-e003Coalescence-mGAM-p3,0.9954117465332449,0.004817502740046394
D10-e003Coalescence-mGAM-p5,0.8609886880639462,0.12779316631719853
D10-e003Coalescence-mGAM-p7,0.9799970401903867,0.004384100585422486
D4-e003Coalescence-Inoculumn-mGAM,0.06088018597973905,0.924311125077622
G111-e003Coalescence-mBHI-p5_S32,0.0016545655519916431,0.997477705936693
G111-e003Coalescence-mBHI-p7_S128,0.051474465155964655,0.9419611592745565
G111-e003Coalescence-mGAM-p5_S80,0.5,0.3
H100-e003Coalescence-mBHI-p7_S139,0.12131794596465532,0.8733602408235637
