,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0
A3-e003Coalescence-mBHI-p3,0.958,0.0
B2-e003Coalescence-Inoculumn-mBHI,1.0,0.0
B2-e003Coalescence-mBHI-p3,0.96,0.0695
B2-e003Coalescence-mBHI-p5,0.9299999999999999,0.0625
B2-e003Coalescence-mBHI-p7,1.0,0.0
E3-e003Coalescence-mBHI-p3_S10,1.0,0.0
E3-e003Coalescence-mBHI-p5_S2,1.0,0.0
E3-e003Coalescence-mGAM-p5_S50,0.0,1.0
E3-e003Coalescence-mGAM-p7_S146,0.0,1.0
F2-e003Coalescence-mBHI-p3_S21,1.0,0.0
F2-e003Coalescence-mBHI-p5_S13,0.953,0.0395
F2-e003Coalescence-mBHI-p7_S109,1.0,0.0
F2-e003Coalescence-mGAM-p5_S61,0.0,1.0
