,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,0.634,0.352
A4-e003Coalescence-mBHI-p3,1.0,0.0
A4-e003Coalescence-mBHI-p5,1.0,0.0
A4-e003Coalescence-mBHI-p7,0.923,0.073
C2-e003Coalescence-mBHI-inoculumn-redo,0.6194999999999999,0.367
C2-e003Coalescence-mBHI-p3,1.0,0.0
C2-e003Coalescence-mBHI-p5,1.0,0.0
C2-e003Coalescence-mBHI-p7,1.0,0.0
C2-e003Coalescence-mGAM-p5,0.0,1.0
C2-e003Coalescence-mGAM-p7,0.0,1.0
E4-e003Coalescence-mBHI-p3_S11,1.0,0.0
E4-e003Coalescence-mBHI-p5_S3,1.0,0.0
E4-e003Coalescence-mBHI-p7_S99,1.0,0.0
E4-e003Coalescence-mGAM-p7_S147,0.0,1.0
G2-e003Coalescence-mBHI-p3_S33,0.913,0.082
G2-e003Coalescence-mBHI-p5_S25,0.922,0.072
G2-e003Coalescence-mBHI-p7_S121,1.0,0.0
