,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,494690.0,521701.0
A4-e003Coalescence-mBHI-p3,162045.0,174029.0
A4-e003Coalescence-mBHI-p5,327994.0,352356.0
A4-e003Coalescence-mBHI-p7,223618.0,241179.0
C2-e003Coalescence-mBHI-inoculumn-redo,313462.0,328395.0
C2-e003Coalescence-mBHI-p3,379939.0,408868.0
C2-e003Coalescence-mBHI-p5,136181.0,146912.0
C2-e003Coalescence-mBHI-p7,9419.0,9630.0
C2-e003Coalescence-mGAM-p5,2061.0,1781.0
C2-e003Coalescence-mGAM-p7,73424.0,75375.0
E4-e003Coalescence-mBHI-p3_S11,185576.0,198691.0
E4-e003Coalescence-mBHI-p5_S3,406459.0,436651.0
E4-e003Coalescence-mBHI-p7_S99,182833.0,195734.0
E4-e003Coalescence-mGAM-p7_S147,641.0,677.0
G2-e003Coalescence-mBHI-p3_S33,279144.0,298979.0
G2-e003Coalescence-mBHI-p5_S25,347207.0,373059.0
G2-e003Coalescence-mBHI-p7_S121,50929.0,54799.0
