,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
D4-e003Coalescence-mGAM-p7,4,4
E4-e004Assembly-mGAM-p3,2,4
A8-e003Coalescence-mBHI-p7,4,4
e003-inoculumn-fecal-AC,2,1
E3-e004Assembly-mGAM-p7,3,4
B9-e003GlycerolRevival-mGAM-p2,4,4
C4-e003Coalescence-mGAM-p3,4,4
B2-e003Coalescence-Inoculumn-mGAM,4,4
D5-e003Coalescence-mGAM-p7,4,4
C5-e003Coalescence-mBHI-p5,4,3
C5-e003Coalescence-mGAM-p3,4,4
A3-e003Coalescence-mBHI-inoculumn-redo,1,3
D9-e003Assembly-mGAM-p5,4,4
B12-e003Coalescence-mGAM-p3,4,4
A11-e003Coalescence-mBHI-p7,4,4
A3-e003Coalescence-Inoculumn-mGAM,4,4
D10-e003Assembly-mGAM-p3,4,4
C3-e003Coalescence-mGAM-p5,4,4
B4-e004Assembly-mBHI-p5,2,1
C10-e003GlycerolRevival-mGAM-p2,4,4
D3-e003Assembly-mBHI-p5,4,4
A10-e003Coalescence-mGAM-p3,4,4
A9-e003Coalescence-mBHI-p3,4,4
A2-e003Coalescence-Inoculumn-mBHI,4,4
D3-e003Coalescence-mBHI-p7,4,4
C3-e003Coalescence-mBHI-p5,4,4
D11-e003Assembly-mGAM-p3,3,4
D2-e003Assembly-mBHI-p3,4,4
B3-e003Assembly-mBHI-p5,2,4
A9-e003Coalescence-mBHI-p5,4,4
D5-e003Coalescence-Inoculumn-mBHI,4,4
B2-e003Coalescence-mGAM-p3,4,4
C11-e003Coalescence-mGAM-p5,4,4
G4-e004Assembly-epsilon-p3,4,3
B3-e003Coalescence-Inoculumn-mBHI,3,4
A8-e003Coalescence-mBHI-p5,4,4
D5-e004Assembly-mGAM-p7,4,4
C2-e003Assembly-mBHI-p5,3,1
D5-e003Assembly-mBHI-p5,3,3
A5-e003Coalescence-mBHI-p7,4,4
BG-Fecal,2,1
D2-e003Coalescence-mGAM-p5,4,4
B9-e003Assembly-mGAM-p5,4,4
D3-e003Coalescence-mGAM-p3,4,4
D9-e003Coalescence-mGAM-p3,4,4
E2-e004Assembly-mGAM-p7,3,4
D3-e003Coalescence-mGAM-p5,4,4
C10-e003Coalescence-mGAM-p3,4,4
A5-e003Coalescence-mBHI-inoculumn-redo,4,4
B11-e003Assembly-mGAM-p3,4,3
D2-e003Assembly-mBHI-p5,3,3
B9-e003Coalescence-mGAM-p7,4,4
B11-e003Coalescence-mGAM-p7,2,4
C3-e003Coalescence-Inoculumn-mGAM,4,4
B5-e003Coalescence-mBHI-p7,4,4
A3-e003Coalescence-mGAM-p7,4,4
D4-e003Coalescence-Inoculumn-mBHI,4,4
D10-e003Coalescence-mGAM-p7,4,4
C12-e003Coalescence-mGAM-p3,4,4
C11-e003Coalescence-mGAM-p3,4,4
D5-e004Assembly-mGAM-p3,4,4
A10-e003Coalescence-mBHI-p7,3,4
C10-e003Coalescence-mBHI-p7,4,4
B9-e003Coalescence-mBHI-p5,4,4
F4-e004Assembly-epsilon-p3,3,3
B10-e003Coalescence-mBHI-p3,4,4
C11-e003Coalescence-mBHI-p5,4,4
A2-e003Coalescence-mGAM-p7,4,4
F5-e004Assembly-epsilon-p3,0,1
E3-e004Assembly-mGAM-p5,4,4
E2-e004Assembly-mGAM-p5,3,4
C3-e003GlycerolRevival-mBHI-p2,4,3
D10-e003Coalescence-mGAM-p3,4,4
B10-e003Coalescence-mGAM-p7,4,4
C4-e004Assembly-mBHI-p3,4,4
A9-e003Coalescence-mBHI-p7,4,4
C2-e003Coalescence-Inoculumn-mGAM,4,4
B3-e003Coalescence-Inoculumn-mGAM,4,4
D11-e003Coalescence-mGAM-p7,4,4
D5-e003Coalescence-mGAM-p3,4,4
D4-e004Assembly-mGAM-p3,4,4
E4-e004Assembly-mGAM-p5,4,4
E5-e004Assembly-mGAM-p3,4,4
D2-e003Coalescence-Inoculumn-mBHI,4,4
B4-e003Coalescence-Inoculumn-mGAM,4,4
A10-e003Coalescence-mGAM-p7,4,4
B2-e003Assembly-mBHI-p3,4,3
F4-e004Assembly-epsilon-p7,4,3
D9-e003Coalescence-mBHI-p5,4,4
C4-e003Coalescence-Inoculumn-mGAM,4,4
D4-e003Coalescence-mGAM-p3,4,4
B9-e003Coalescence-mBHI-p7,4,4
A2-e003Coalescence-mGAM-p5,4,4
D11-e003Assembly-mGAM-p5,4,4
C3-e003Coalescence-mGAM-p7,4,4
B11-e003GlycerolRevival-mGAM-p2,4,2
C5-e004Assembly-mBHI-p7,0,2
B3-e003Coalescence-mGAM-p5,4,4
D9-e003Coalescence-mBHI-p7,4,3
G5-e004Assembly-epsilon-p5,4,4
B10-e003Assembly-mGAM-p3,3,2
C5-e003Coalescence-mBHI-p7,4,4
D12-e003Coalescence-mBHI-p3,2,2
E2-e004Assembly-mGAM-p3,0,2
D4-e004Assembly-mGAM-p7,4,4
C11-e003Coalescence-mGAM-p7,4,4
C11-e003Assembly-mGAM-p3,4,4
D10-e003Coalescence-mBHI-p7,4,4
C9-e003Coalescence-mBHI-p7,4,2
A2-e003Coalescence-mBHI-p3,4,2
B8-e003Coalescence-mGAM-p5,4,4
C11-e003Assembly-mGAM-p5,4,4
B10-e003GlycerolRevival-mGAM-p2,4,4
B3-e003Coalescence-mBHI-p5,2,4
C2-e003Coalescence-mBHI-inoculumn-redo,4,4
A8-e003Coalescence-mGAM-p7,4,4
C11-e003GlycerolRevival-mGAM-p2,4,4
B2-e003Coalescence-Inoculumn-mBHI,4,4
A11-e003Coalescence-mBHI-p5,4,4
C10-e003Coalescence-mGAM-p5,4,4
C9-e003Assembly-mGAM-p5,4,4
A5-e003Coalescence-Inoculumn-mGAM,4,4
A3-e003Coalescence-mBHI-p3,4,4
AG-Fecal,3,4
D4-e003Coalescence-Inoculumn-mGAM,4,4
A2-e003Coalescence-mBHI-p5,3,4
B5-e004Assembly-mBHI-p5,0,1
C10-e003Coalescence-mBHI-p5,4,4
B9-e003Coalescence-mBHI-p3,4,4
C3-e003Coalescence-mBHI-inoculumn-redo,4,4
B5-e003Coalescence-mGAM-p3,4,4
BK-Fecal,2,3
C3-e003Assembly-mBHI-p5,4,4
C4-e004Assembly-mBHI-p7,2,2
C9-e003GlycerolRevival-mGAM-p2,4,4
C9-e003Coalescence-mGAM-p5,4,4
A2-e003Coalescence-mBHI-inoculumn-redo,4,4
C2-e003Coalescence-mGAM-p5,4,4
B8-e003GlycerolRevival-mGAM-p2,4,4
C8-e003Coalescence-mBHI-p5,4,4
B8-e003Coalescence-mGAM-p7,4,4
B4-e003Coalescence-Inoculumn-mBHI,4,4
D2-e003Coalescence-Inoculumn-mGAM,4,4
B8-e003Coalescence-mBHI-p7,1,1
D3-e003Coalescence-Inoculumn-mGAM,4,4
B11-e003Coalescence-mBHI-p3,4,4
C5-e003Coalescence-Inoculumn-mGAM,4,4
C4-e003Coalescence-mBHI-p5,4,4
BC-Fecal,3,2
e004-inoculumn-fecal-BE,1,2
A11-e003Coalescence-mBHI-p3,4,4
B4-e004Assembly-mBHI-p7,1,3
A4-e003Coalescence-Inoculumn-mGAM,4,4
B4-e003Coalescence-mBHI-p3,4,4
A5-e003Coalescence-Inoculumn-mBHI,3,4
A9-e003Coalescence-mGAM-p5,4,4
C10-e003Coalescence-mGAM-p7,4,4
A11-e003Coalescence-mGAM-p3,4,4
C10-e003Coalescence-mBHI-p3,4,4
D2-e003Coalescence-mBHI-p3,4,4
C5-e003GlycerolRevival-mBHI-p2,4,2
H5-e003Coalescence-mBHI-p5_S40,3,4
E2-e003Coalescence-mGAM-p7_S145,4,4
G5-e003Coalescence-mBHI-p7_S124,4,4
H111-e003Coalescence-mGAM-p7_S188,3,4
H4-e003Coalescence-mGAM-p7_S183,4,4
F5-e003Coalescence-mGAM-p5_S64,4,4
F5-e003Coalescence-mGAM-p7_S160,4,4
F8-e003Coalescence-mBHI-p3_S117,4,4
H3-e003Coalescence-mBHI-p3_S46,4,4
H2-e003Coalescence-mBHI-p7_S133,2,4
E5-e003Coalescence-mBHI-p3_S12,3,3
F100-e003Coalescence-mGAM-p7_S163,4,4
F9-e003Coalescence-mBHI-p5_S18,4,4
H3-e003Coalescence-mBHI-p7_S134,3,2
E3-e003Coalescence-mGAM-p3_S58,4,4
G4-e003Coalescence-mBHI-p5_S27,4,4
E8-e003Coalescence-mBHI-p5_S5,3,4
G2-e003Coalescence-mBHI-p3_S33,3,2
E9-e003Coalescence-mBHI-p5_S6,4,3
H111-e003Coalescence-mBHI-p3_S144,3,4
G111-e003Coalescence-mGAM-p5_S80,4,4
G100-e003Coalescence-mGAM-p3_S179,4,4
F111-e003Coalescence-mGAM-p5_S68,4,4
G111-e003Coalescence-mBHI-p5_S32,4,4
G5-e003Coalescence-mBHI-p3_S36,0,1
H2-e003Coalescence-mGAM-p7_S181,3,4
H9-e003Coalescence-mGAM-p3_S190,4,4
E3-e003Coalescence-mBHI-p3_S10,4,4
H2-e003Coalescence-mGAM-p5_S85,1,1
G8-e003Coalescence-mGAM-p3_S177,4,4
F2-e003Coalescence-mGAM-p7_S157,4,4
H3-e003Coalescence-mGAM-p3_S94,4,4
H4-e003Coalescence-mGAM-p3_S95,4,4
E5-e003Coalescence-mBHI-p7_S100,2,3
F3-e003Coalescence-mGAM-p3_S70,4,4
E100-e003Coalescence-mBHI-p7_S103,4,4
F9-e003Coalescence-mGAM-p5_S66,4,4
G111-e003Coalescence-mGAM-p7_S176,4,3
H100-e003Coalescence-mGAM-p7_S187,4,4
E100-e003Coalescence-mGAM-p3_S155,4,4
E3-e003Coalescence-mGAM-p5_S50,4,4
F5-e003Coalescence-mGAM-p3_S72,4,4
E9-e003Coalescence-mBHI-p7_S102,4,4
E5-e003Coalescence-mBHI-p5_S4,4,3
F111-e003Coalescence-mGAM-p7_S164,4,4
E111-e003Coalescence-mBHI-p5_S8,3,3
H100-e003Coalescence-mBHI-p5_S43,4,4
F2-e003Coalescence-mGAM-p5_S61,4,4
F5-e003Coalescence-mBHI-p5_S16,3,2
F8-e003Coalescence-mGAM-p5_S65,4,4
H8-e003Coalescence-mBHI-p7_S137,4,4
G9-e003Coalescence-mGAM-p5_S78,4,4
E2-e003Coalescence-mBHI-p5_S1,4,4
E2-e003Coalescence-mBHI-p3_S9,0,1
G8-e003Coalescence-mGAM-p5_S77,4,4
G3-e003Coalescence-mBHI-p3_S34,4,4
G100-e003Coalescence-mBHI-p5_S31,4,4
E111-e003Coalescence-mBHI-p3_S108,1,4
F8-e003Coalescence-mGAM-p3_S165,2,2
G3-e003Coalescence-mBHI-p5_S26,4,4
G5-e003Coalescence-mBHI-p5_S28,4,4
H111-e003Coalescence-mGAM-p5_S92,3,4
G4-e003Coalescence-mBHI-p3_S35,4,4
H9-e003Coalescence-mGAM-p5_S90,4,4
H2-e003Coalescence-mBHI-p3_S45,4,4
E8-e003Coalescence-mBHI-p7_S101,4,4
H2-e003Coalescence-mGAM-p3_S93,4,4
E4-e003Coalescence-mGAM-p5_S51,4,4
G9-e003Coalescence-mGAM-p7_S174,4,4
F2-e003Coalescence-mBHI-p3_S21,3,4
E8-e003Coalescence-mGAM-p3_S153,4,4
G111-e003Coalescence-mGAM-p3_S180,4,4
G5-e003Coalescence-mGAM-p3_S84,4,4
H8-e003Coalescence-mBHI-p5_S41,3,4
E100-e003Coalescence-mBHI-p5_S7,4,4
G100-e003Coalescence-mGAM-p7_S175,4,4
F9-e003Coalescence-mGAM-p7_S162,4,4
F8-e003Coalescence-mGAM-p7_S161,4,4
F3-e003Coalescence-mBHI-p3_S22,4,4
G3-e003Coalescence-mBHI-p7_S122,4,4
G5-e003Coalescence-mGAM-p5_S76,4,4
G5-e003Coalescence-mGAM-p7_S172,4,4
G4-e003Coalescence-mGAM-p5_S75,4,4
G8-e003Coalescence-mBHI-p3_S129,4,4
E5-e003Coalescence-mGAM-p3_S60,4,4
G2-e003Coalescence-mGAM-p5_S73,4,4
E5-e003Coalescence-mGAM-p7_S148,3,4
H9-e003Coalescence-mGAM-p7_S186,3,4
E100-e003Coalescence-mGAM-p5_S55,4,4
E8-e003Coalescence-mGAM-p5_S53,4,4
H5-e003Coalescence-mGAM-p3_S96,3,4
G4-e003Coalescence-mGAM-p3_S83,4,4
F4-e003Coalescence-mBHI-p7_S111,4,4
H3-e003Coalescence-mGAM-p7_S182,4,4
H5-e003Coalescence-mGAM-p5_S88,3,4
F4-e003Coalescence-mGAM-p5_S63,4,4
G4-e003Coalescence-mGAM-p7_S171,4,4
H8-e003Coalescence-mGAM-p5_S89,3,4
F3-e003Coalescence-mBHI-p5_S14,4,4
F100-e003Coalescence-mBHI-p7_S115,4,3
E3-e003Coalescence-mGAM-p7_S146,4,4
F100-e003Coalescence-mGAM-p3_S167,4,4
G100-e003Coalescence-mBHI-p3_S131,4,4
G4-e003Coalescence-mBHI-p7_S123,4,4
E9-e003Coalescence-mGAM-p3_S154,4,4
F3-e003Coalescence-mGAM-p5_S62,4,4
H4-e003Coalescence-mBHI-p7_S135,4,3
E3-e003Coalescence-mBHI-p5_S2,2,4
G111-e003Coalescence-mBHI-p7_S128,4,4
H3-e003Coalescence-mBHI-p5_S38,4,3
G3-e003Coalescence-mGAM-p3_S82,4,4
F111-e003Coalescence-mGAM-p3_S168,4,4
F3-e003Coalescence-mGAM-p7_S158,4,4
F8-e003Coalescence-mBHI-p7_S113,2,4
H4-e003Coalescence-mBHI-p3_S47,4,4
F100-e003Coalescence-mGAM-p5_S67,4,4
G8-e003Coalescence-mBHI-p7_S125,4,4
F4-e003Coalescence-mBHI-p5_S15,4,4
H111-e003Coalescence-mBHI-p5_S44,3,4
E111-e003Coalescence-mBHI-p7_S104,3,4
E2-e003Coalescence-mGAM-p3_S57,4,4
F2-e003Coalescence-mBHI-p5_S13,4,4
F4-e003Coalescence-mBHI-p3_S23,4,4
F2-e003Coalescence-mGAM-p3_S69,4,4
E9-e003Coalescence-mGAM-p5_S54,4,4
G3-e003Coalescence-mGAM-p5_S74,4,4
E111-e003Coalescence-mGAM-p5_S56,4,4
G100-e003Coalescence-mGAM-p5_S79,4,4
H100-e003Coalescence-mGAM-p5_S91,3,3
G9-e003Coalescence-mBHI-p3_S130,4,4
E4-e003Coalescence-mGAM-p7_S147,4,4
E4-e003Coalescence-mGAM-p3_S59,4,4
H4-e003Coalescence-mBHI-p5_S39,3,4
F4-e003Coalescence-mGAM-p3_S71,4,4
H100-e003Coalescence-mBHI-p7_S139,4,4
G8-e003Coalescence-mBHI-p5_S29,4,4
G8-e003Coalescence-mGAM-p7_S173,4,4
E4-e003Coalescence-mBHI-p3_S11,3,2
E2-e003Coalescence-mGAM-p5_S49,4,4
H9-e003Coalescence-mBHI-p5_S42,4,4
H111-e003Coalescence-mGAM-p3_S192,4,4
F5-e003Coalescence-mBHI-p3_S24,4,4
E8-e003Coalescence-mBHI-p3_S105,4,4
E8-e003Coalescence-mGAM-p7_S149,4,4
E9-e003Coalescence-mGAM-p7_S150,1,1
H5-e003Coalescence-mBHI-p7_S136,1,3
G9-e003Coalescence-mBHI-p5_S30,4,4
F111-e003Coalescence-mBHI-p7_S116,4,4
F5-e003Coalescence-mBHI-p7_S112,4,4
F4-e003Coalescence-mGAM-p7_S159,4,4
F111-e003Coalescence-mBHI-p3_S120,1,3
H3-e003Coalescence-mGAM-p5_S86,4,4
E4-e003Coalescence-mBHI-p7_S99,0,3
H4-e003Coalescence-mGAM-p5_S87,3,4
E100-e003Coalescence-mGAM-p7_S151,4,4
G9-e003Coalescence-mGAM-p3_S178,4,4
H9-e003Coalescence-mBHI-p7_S138,3,0
H8-e003Coalescence-mGAM-p7_S185,4,4
G2-e003Coalescence-mGAM-p3_S81,2,3
F111-e003Coalescence-mBHI-p5_S20,1,3
F8-e003Coalescence-mBHI-p5_S17,2,3
G100-e003Coalescence-mBHI-p7_S127,4,4
E5-e003Coalescence-mGAM-p5_S52,3,4
