,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.0,0.5
C9-e003Coalescence-mGAM-p3,0.0,0.1412
D2-e004Assembly-mGAM-p7,0.0,0.2
B5-e004Assembly-mBHI-p3,0.0,0.0
C11-e003Coalescence-mBHI-p3,0.25466666666666665,0.2444
D11-e003Coalescence-mBHI-p5,0.8486666666666666,0.8273999999999999
C9-e003Coalescence-mGAM-p7,0.0,0.1936
C8-e003Coalescence-mGAM-p7,0.0,0.3586
D10-e003Coalescence-mBHI-p3,0.2046666666666667,0.6874
B2-e003Coalescence-mBHI-p3,0.0,0.13999999999999999
A8-e003Coalescence-mBHI-p3,0.0,0.0
A4-e003Coalescence-mBHI-p7,0.0,0.0
B9-e003Coalescence-mGAM-p5,0.0,0.11479999999999999
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.089
B3-e003Coalescence-mBHI-p3,0.0,0.1454
D4-e003Coalescence-mBHI-p5,0.3333333333333333,0.08
B5-e004Assembly-mBHI-p7,0.0,0.2
D4-e003Coalescence-mBHI-p3,0.13333333333333333,0.4
C4-e003GlycerolRevival-mBHI-p2,0.0,0.2
G5-e004Assembly-epsilon-p3,0.0,0.2
C5-e004Assembly-mBHI-p3,0.0,0.0
D10-e003Assembly-mGAM-p5,0.0,0.13340000000000002
B2-e003Assembly-mBHI-p5,0.0,0.0
B2-e003Coalescence-mBHI-p5,0.0,0.0
B8-e003Assembly-mGAM-p5,0.0,0.0
F4-e004Assembly-epsilon-p5,0.0,0.0
C4-e003Coalescence-mGAM-p7,0.0,0.3492
B12-e003Coalescence-mBHI-p3,0.0,0.0
e004-inoculumn-fecal-AK,0.0,0.2
C8-e003Assembly-mGAM-p3,0.0,0.0
C3-e003Coalescence-mGAM-p3,0.0,0.09
B4-e003Assembly-mBHI-p5,0.0,0.2
D4-e004Assembly-mGAM-p5,0.0,0.2
D3-e003Coalescence-Inoculumn-mBHI,0.5973333333333334,0.5105999999999999
C8-e003Assembly-mGAM-p5,0.0,0.0
C3-e003Coalescence-mBHI-p7,0.0,0.0
D11-e003Coalescence-mGAM-p5,0.7656666666666666,0.7086
A11-e003Coalescence-mGAM-p7,0.7006666666666668,0.6222
B8-e003Coalescence-mBHI-p5,0.0,0.0666
B10-e003Assembly-mGAM-p5,0.0,0.3
C2-e003Coalescence-mGAM-p7,0.0,0.1954
D3-e003Coalescence-mBHI-p5,0.3333333333333333,0.0
B11-e003Coalescence-mGAM-p3,0.033,0.188
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.2
B5-e003Assembly-mBHI-p5,0.7223333333333333,0.2858
D2-e003Coalescence-mBHI-p5,0.7120000000000001,0.5686
D8-e003Assembly-mGAM-p5,0.0,0.0
D5-e003Coalescence-mGAM-p5,0.48433333333333334,0.7455999999999999
B5-e003Coalescence-mBHI-p5,0.4666666666666666,0.1066
D5-e003Coalescence-mBHI-p7,0.4223333333333333,0.532
C9-e003Coalescence-mBHI-p5,0.0,0.1
A5-e003Coalescence-mGAM-p3,0.8683333333333333,0.7282
A2-e003Coalescence-Inoculumn-mGAM,0.0,0.0
E5-e004Assembly-mGAM-p5,0.0,0.2
D8-e003Coalescence-mGAM-p5,0.8089999999999998,0.7516
A12-e003Coalescence-mGAM-p3,0.8306666666666667,0.7598
C2-e003Coalescence-mBHI-p3,0.0,0.2
C4-e004Assembly-mBHI-p5,0.0,0.2
D9-e003Coalescence-mGAM-p7,0.0,0.11220000000000001
D4-e003Coalescence-mBHI-p7,0.3503333333333334,0.43339999999999995
D8-e003Assembly-mGAM-p3,0.0,0.0
E4-e004Assembly-mGAM-p7,0.0,0.2
E3-e004Assembly-mGAM-p3,0.246,0.07780000000000001
D2-e004Assembly-mGAM-p3,0.0,0.2
B10-e003Coalescence-mGAM-p3,0.0,0.18919999999999998
A9-e003Coalescence-mGAM-p7,0.0,0.0
D5-e004Assembly-mGAM-p5,0.0,0.2
B5-e003Coalescence-Inoculumn-mGAM,0.25333333333333335,0.3936
D10-e003Coalescence-mBHI-p5,0.417,0.5700000000000001
D5-e003Coalescence-mBHI-p3,0.658,0.4808
D9-e003Coalescence-mGAM-p5,0.09733333333333333,0.27040000000000003
C9-e003Coalescence-mBHI-p3,0.0,0.1066
D10-e003Coalescence-mGAM-p5,0.022000000000000002,0.3858
C8-e003Coalescence-mBHI-p7,0.0,0.2
B11-e003Assembly-mGAM-p5,0.8486666666666668,0.7636000000000001
B4-e003Coalescence-mGAM-p5,0.0,0.34080000000000005
D4-e003Coalescence-mGAM-p5,0.45166666666666666,0.6033999999999999
B5-e003Coalescence-mGAM-p5,0.445,0.7308
BB-Fecal,0.0,0.0
B5-e003Coalescence-Inoculumn-mBHI,0.6563333333333333,0.6354
C2-e003Coalescence-mGAM-p3,0.0,0.2
B5-e003Coalescence-mGAM-p7,0.478,0.6294000000000001
D8-e003Coalescence-mBHI-p5,0.49499999999999994,0.7558
E5-e004Assembly-mGAM-p7,0.0,0.2
C10-e003Assembly-mGAM-p3,0.0,0.4
B10-e003Coalescence-mBHI-p5,0.0,0.0666
D5-e003Coalescence-Inoculumn-mGAM,0.7709999999999999,0.8573999999999999
B5-e003Coalescence-mBHI-p3,0.357,0.5442
G4-e004Assembly-epsilon-p5,0.0,0.0
C4-e003Coalescence-mGAM-p5,0.0,0.1852
C5-e003Coalescence-mGAM-p7,0.4243333333333333,0.5402
C5-e003Coalescence-mBHI-inoculumn-redo,0.4326666666666667,0.5964
A2-e003Coalescence-mBHI-p7,0.0,0.0
A10-e003Coalescence-mBHI-p5,0.0,0.0
BF-Fecal,0.0,0.0
A4-e003Coalescence-mGAM-p5,0.20666666666666667,0.3726
D5-e003Coalescence-mBHI-p5,0.0,0.3492
D3-e003Assembly-mBHI-p3,0.0,0.0
D4-e003Coalescence-mGAM-p7,0.38400000000000006,0.5404
E4-e004Assembly-mGAM-p3,0.0,0.2
A8-e003Coalescence-mBHI-p7,0.0,0.0
e003-inoculumn-fecal-AC,0.0,0.0
E3-e004Assembly-mGAM-p7,0.2916666666666667,0.0824
B9-e003GlycerolRevival-mGAM-p2,0.0,0.13540000000000002
C4-e003Coalescence-mGAM-p3,0.0,0.35019999999999996
B2-e003Coalescence-Inoculumn-mGAM,0.0,0.0658
D5-e003Coalescence-mGAM-p7,0.5333333333333333,0.6066
C5-e003Coalescence-mBHI-p5,0.34,0.6744
C5-e003Coalescence-mGAM-p3,0.09900000000000002,0.4076000000000001
A3-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
D9-e003Assembly-mGAM-p5,0.0,0.1412
B12-e003Coalescence-mGAM-p3,0.030333333333333334,0.03
A11-e003Coalescence-mBHI-p7,0.5383333333333333,0.8800000000000001
A3-e003Coalescence-Inoculumn-mGAM,0.0,0.0616
D10-e003Assembly-mGAM-p3,0.0,0.15
C3-e003Coalescence-mGAM-p5,0.0,0.329
B4-e004Assembly-mBHI-p5,0.0,0.2
C10-e003GlycerolRevival-mGAM-p2,0.0,0.3682
D3-e003Assembly-mBHI-p5,0.0,0.1578
A10-e003Coalescence-mGAM-p3,0.0,0.3534
A9-e003Coalescence-mBHI-p3,0.0,0.147
A2-e003Coalescence-Inoculumn-mBHI,0.0,0.0
D3-e003Coalescence-mBHI-p7,0.6343333333333333,0.6912
C3-e003Coalescence-mBHI-p5,0.0,0.2
D11-e003Assembly-mGAM-p3,0.8223333333333334,0.9272
D2-e003Assembly-mBHI-p3,0.0,0.0
B3-e003Assembly-mBHI-p5,0.0,0.0
A9-e003Coalescence-mBHI-p5,0.0,0.0
D5-e003Coalescence-Inoculumn-mBHI,0.871,0.741
B2-e003Coalescence-mGAM-p3,0.0,0.1412
C11-e003Coalescence-mGAM-p5,0.036333333333333336,0.356
G4-e004Assembly-epsilon-p3,0.0,0.0
B3-e003Coalescence-Inoculumn-mBHI,0.0,0.0
A8-e003Coalescence-mBHI-p5,0.0,0.0
D5-e004Assembly-mGAM-p7,0.0,0.2
C2-e003Assembly-mBHI-p5,0.0,0.0
D5-e003Assembly-mBHI-p5,0.9286666666666666,0.8
A5-e003Coalescence-mBHI-p7,0.7976666666666666,0.8058
BG-Fecal,0.0,0.0
D2-e003Coalescence-mGAM-p5,0.731,0.7046
B9-e003Assembly-mGAM-p5,0.0,0.15560000000000002
D3-e003Coalescence-mGAM-p3,0.37966666666666665,0.6195999999999999
D9-e003Coalescence-mGAM-p3,0.07033333333333332,0.1826
E2-e004Assembly-mGAM-p7,0.0,0.2
D3-e003Coalescence-mGAM-p5,0.6033333333333334,0.6208
C10-e003Coalescence-mGAM-p3,0.0,0.3708
A5-e003Coalescence-mBHI-inoculumn-redo,0.6956666666666665,0.211
B11-e003Assembly-mGAM-p3,0.8366666666666666,0.7196
D2-e003Assembly-mBHI-p5,0.0,0.0
B9-e003Coalescence-mGAM-p7,0.0,0.1656
B11-e003Coalescence-mGAM-p7,0.0,0.0
C3-e003Coalescence-Inoculumn-mGAM,0.0,0.20099999999999998
B5-e003Coalescence-mBHI-p7,0.6723333333333333,0.5778000000000001
A3-e003Coalescence-mGAM-p7,0.0,0.1512
D4-e003Coalescence-Inoculumn-mBHI,0.42733333333333334,0.6284
D10-e003Coalescence-mGAM-p7,0.006666666666666665,0.3654
C12-e003Coalescence-mGAM-p3,0.034666666666666665,0.233
C11-e003Coalescence-mGAM-p3,0.03166666666666667,0.392
D5-e004Assembly-mGAM-p3,0.0,0.2
A10-e003Coalescence-mBHI-p7,0.0,0.0
C10-e003Coalescence-mBHI-p7,0.0,0.2
B9-e003Coalescence-mBHI-p5,0.0,0.125
F4-e004Assembly-epsilon-p3,0.0,0.0
B10-e003Coalescence-mBHI-p3,0.0,0.2
C11-e003Coalescence-mBHI-p5,0.3456666666666666,0.6206
A2-e003Coalescence-mGAM-p7,0.0,0.0
F5-e004Assembly-epsilon-p3,0.0,0.2
E3-e004Assembly-mGAM-p5,0.24733333333333332,0.0862
E2-e004Assembly-mGAM-p5,0.0,0.2
C3-e003GlycerolRevival-mBHI-p2,0.0,0.2
D10-e003Coalescence-mGAM-p3,0.06,0.3982
B10-e003Coalescence-mGAM-p7,0.0,0.2
C4-e004Assembly-mBHI-p3,0.0,0.2
A9-e003Coalescence-mBHI-p7,0.0,0.0
C2-e003Coalescence-Inoculumn-mGAM,0.0,0.1612
B3-e003Coalescence-Inoculumn-mGAM,0.0,0.1426
D11-e003Coalescence-mGAM-p7,0.8443333333333335,0.8276
D5-e003Coalescence-mGAM-p3,0.777,0.7414
D4-e004Assembly-mGAM-p3,0.0,0.2
E4-e004Assembly-mGAM-p5,0.0,0.2
E5-e004Assembly-mGAM-p3,0.0,0.2
D2-e003Coalescence-Inoculumn-mBHI,0.526,0.31379999999999997
B4-e003Coalescence-Inoculumn-mGAM,0.0,0.199
A10-e003Coalescence-mGAM-p7,0.0,0.36479999999999996
B2-e003Assembly-mBHI-p3,0.0,0.0
F4-e004Assembly-epsilon-p7,0.0,0.0
D9-e003Coalescence-mBHI-p5,0.25,0.2662
C4-e003Coalescence-Inoculumn-mGAM,0.0,0.341
D4-e003Coalescence-mGAM-p3,0.19633333333333333,0.4412
B9-e003Coalescence-mBHI-p7,0.0,0.0876
A2-e003Coalescence-mGAM-p5,0.0,0.0
D11-e003Assembly-mGAM-p5,0.8823333333333334,0.7638
C3-e003Coalescence-mGAM-p7,0.0,0.3012
B11-e003GlycerolRevival-mGAM-p2,0.7273333333333333,0.952
C5-e004Assembly-mBHI-p7,0.0,0.0
B3-e003Coalescence-mGAM-p5,0.0,0.0994
D9-e003Coalescence-mBHI-p7,0.212,0.3768
G5-e004Assembly-epsilon-p5,0.0,0.2
B10-e003Assembly-mGAM-p3,0.0,0.0
C5-e003Coalescence-mBHI-p7,0.22033333333333335,0.5262
D12-e003Coalescence-mBHI-p3,0.125,0.2
E2-e004Assembly-mGAM-p3,0.0,0.0
D4-e004Assembly-mGAM-p7,0.0,0.2
C11-e003Coalescence-mGAM-p7,0.036,0.3702
C11-e003Assembly-mGAM-p3,0.7876666666666668,0.7621999999999999
