,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,110,1050
C9-e003Coalescence-mGAM-p3,152,1418
D2-e004Assembly-mGAM-p7,146,1374
B5-e004Assembly-mBHI-p3,50,563
C11-e003Coalescence-mBHI-p3,141,1331
D11-e003Coalescence-mBHI-p5,152,1413
C9-e003Coalescence-mGAM-p7,152,1418
C8-e003Coalescence-mGAM-p7,152,1418
D10-e003Coalescence-mBHI-p3,152,1408
B2-e003Coalescence-mBHI-p3,144,1350
A8-e003Coalescence-mBHI-p3,147,1392
A4-e003Coalescence-mBHI-p7,128,1242
B9-e003Coalescence-mGAM-p5,152,1418
A4-e003Coalescence-mBHI-inoculumn-redo,151,1415
B3-e003Coalescence-mBHI-p3,145,1414
D4-e003Coalescence-mBHI-p5,60,574
B5-e004Assembly-mBHI-p7,150,1360
D4-e003Coalescence-mBHI-p3,80,704
C4-e003GlycerolRevival-mBHI-p2,135,1276
G5-e004Assembly-epsilon-p3,144,1319
C5-e004Assembly-mBHI-p3,83,859
D10-e003Assembly-mGAM-p5,146,1393
B2-e003Assembly-mBHI-p5,71,619
B2-e003Coalescence-mBHI-p5,70,794
B8-e003Assembly-mGAM-p5,110,1048
F4-e004Assembly-epsilon-p5,120,1189
C4-e003Coalescence-mGAM-p7,152,1415
B12-e003Coalescence-mBHI-p3,54,631
e004-inoculumn-fecal-AK,148,1385
C8-e003Assembly-mGAM-p3,87,888
C3-e003Coalescence-mGAM-p3,152,1418
B4-e003Assembly-mBHI-p5,119,1069
D4-e004Assembly-mGAM-p5,149,1397
D3-e003Coalescence-Inoculumn-mBHI,150,1411
C8-e003Assembly-mGAM-p5,89,882
C3-e003Coalescence-mBHI-p7,146,1409
D11-e003Coalescence-mGAM-p5,151,1415
A11-e003Coalescence-mGAM-p7,148,1397
B8-e003Coalescence-mBHI-p5,147,1397
B10-e003Assembly-mGAM-p5,145,1354
C2-e003Coalescence-mGAM-p7,151,1416
D3-e003Coalescence-mBHI-p5,86,800
B11-e003Coalescence-mGAM-p3,152,1418
C4-e003Coalescence-mBHI-inoculumn-redo,141,1280
B5-e003Assembly-mBHI-p5,110,1044
D2-e003Coalescence-mBHI-p5,146,1324
D8-e003Assembly-mGAM-p5,113,976
D5-e003Coalescence-mGAM-p5,150,1414
B5-e003Coalescence-mBHI-p5,88,921
D5-e003Coalescence-mBHI-p7,126,1287
C9-e003Coalescence-mBHI-p5,135,1312
A5-e003Coalescence-mGAM-p3,151,1409
A2-e003Coalescence-Inoculumn-mGAM,150,1403
E5-e004Assembly-mGAM-p5,150,1391
D8-e003Coalescence-mGAM-p5,151,1414
A12-e003Coalescence-mGAM-p3,148,1402
C2-e003Coalescence-mBHI-p3,66,734
C4-e004Assembly-mBHI-p5,106,933
D9-e003Coalescence-mGAM-p7,151,1416
D4-e003Coalescence-mBHI-p7,139,1286
D8-e003Assembly-mGAM-p3,58,507
E4-e004Assembly-mGAM-p7,149,1393
E3-e004Assembly-mGAM-p3,136,1371
