,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
D9-e003Coalescence-mGAM-p5,0.75,1.0
C9-e003Coalescence-mBHI-p3,0.75,1.0
D10-e003Coalescence-mGAM-p5,0.75,1.0
C8-e003Coalescence-mBHI-p7,0.25,1.0
B11-e003Assembly-mGAM-p5,0.75,1.0
B4-e003Coalescence-mGAM-p5,0.75,1.0
D4-e003Coalescence-mGAM-p5,0.75,1.0
B5-e003Coalescence-mGAM-p5,0.75,1.0
BB-Fecal,0.0,1.0
B5-e003Coalescence-Inoculumn-mBHI,0.75,1.0
C2-e003Coalescence-mGAM-p3,0.75,0.75
B5-e003Coalescence-mGAM-p7,0.75,1.0
D8-e003Coalescence-mBHI-p5,0.0,0.75
E5-e004Assembly-mGAM-p7,0.0,1.0
C10-e003Assembly-mGAM-p3,0.25,1.0
B10-e003Coalescence-mBHI-p5,0.75,1.0
D5-e003Coalescence-Inoculumn-mGAM,0.75,1.0
B5-e003Coalescence-mBHI-p3,0.75,0.75
G4-e004Assembly-epsilon-p5,0.0,0.75
C4-e003Coalescence-mGAM-p5,0.75,1.0
C5-e003Coalescence-mGAM-p7,0.75,1.0
C5-e003Coalescence-mBHI-inoculumn-redo,0.75,1.0
A2-e003Coalescence-mBHI-p7,0.0,0.5
A10-e003Coalescence-mBHI-p5,0.75,0.75
BF-Fecal,0.0,0.75
A4-e003Coalescence-mGAM-p5,0.75,0.75
D5-e003Coalescence-mBHI-p5,0.75,1.0
D3-e003Assembly-mBHI-p3,0.75,1.0
D4-e003Coalescence-mGAM-p7,0.75,1.0
E4-e004Assembly-mGAM-p3,0.25,1.0
A8-e003Coalescence-mBHI-p7,0.0,0.0
e003-inoculumn-fecal-AC,0.25,0.25
E3-e004Assembly-mGAM-p7,0.25,1.0
B9-e003GlycerolRevival-mGAM-p2,0.75,1.0
C4-e003Coalescence-mGAM-p3,0.75,1.0
B2-e003Coalescence-Inoculumn-mGAM,0.0,0.0
D5-e003Coalescence-mGAM-p7,0.75,1.0
C5-e003Coalescence-mBHI-p5,0.75,0.75
C5-e003Coalescence-mGAM-p3,0.75,1.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.0,0.5
D9-e003Assembly-mGAM-p5,0.75,1.0
B12-e003Coalescence-mGAM-p3,0.75,1.0
A11-e003Coalescence-mBHI-p7,0.75,1.0
A3-e003Coalescence-Inoculumn-mGAM,0.0,0.0
D10-e003Assembly-mGAM-p3,0.75,1.0
C3-e003Coalescence-mGAM-p5,0.75,1.0
B4-e004Assembly-mBHI-p5,0.0,0.25
C10-e003GlycerolRevival-mGAM-p2,0.75,1.0
D3-e003Assembly-mBHI-p5,0.5,1.0
A10-e003Coalescence-mGAM-p3,0.75,1.0
A9-e003Coalescence-mBHI-p3,0.75,1.0
A2-e003Coalescence-Inoculumn-mBHI,0.0,0.0
D3-e003Coalescence-mBHI-p7,0.75,1.0
C3-e003Coalescence-mBHI-p5,0.75,1.0
D11-e003Assembly-mGAM-p3,0.75,1.0
D2-e003Assembly-mBHI-p3,0.0,0.75
B3-e003Assembly-mBHI-p5,0.25,1.0
A9-e003Coalescence-mBHI-p5,0.75,1.0
D5-e003Coalescence-Inoculumn-mBHI,0.75,1.0
B2-e003Coalescence-mGAM-p3,0.25,1.0
C11-e003Coalescence-mGAM-p5,0.75,1.0
G4-e004Assembly-epsilon-p3,0.0,0.75
B3-e003Coalescence-Inoculumn-mBHI,0.5,1.0
A8-e003Coalescence-mBHI-p5,0.0,0.0
D5-e004Assembly-mGAM-p7,0.0,1.0
C2-e003Assembly-mBHI-p5,0.0,0.25
D5-e003Assembly-mBHI-p5,0.75,0.75
A5-e003Coalescence-mBHI-p7,0.75,1.0
BG-Fecal,0.0,0.25
D2-e003Coalescence-mGAM-p5,0.75,1.0
B9-e003Assembly-mGAM-p5,0.75,1.0
D3-e003Coalescence-mGAM-p3,0.75,1.0
D9-e003Coalescence-mGAM-p3,0.75,1.0
E2-e004Assembly-mGAM-p7,0.0,1.0
D3-e003Coalescence-mGAM-p5,0.75,1.0
C10-e003Coalescence-mGAM-p3,0.75,1.0
A5-e003Coalescence-mBHI-inoculumn-redo,0.0,1.0
B11-e003Assembly-mGAM-p3,0.75,0.75
D2-e003Assembly-mBHI-p5,0.0,0.75
B9-e003Coalescence-mGAM-p7,0.75,1.0
B11-e003Coalescence-mGAM-p7,0.25,1.0
C3-e003Coalescence-Inoculumn-mGAM,0.75,1.0
B5-e003Coalescence-mBHI-p7,0.75,1.0
A3-e003Coalescence-mGAM-p7,0.75,1.0
D4-e003Coalescence-Inoculumn-mBHI,0.75,1.0
D10-e003Coalescence-mGAM-p7,0.75,1.0
C12-e003Coalescence-mGAM-p3,0.75,1.0
C11-e003Coalescence-mGAM-p3,0.75,1.0
D5-e004Assembly-mGAM-p3,0.0,1.0
A10-e003Coalescence-mBHI-p7,0.5,0.75
C10-e003Coalescence-mBHI-p7,0.75,1.0
B9-e003Coalescence-mBHI-p5,0.75,1.0
F4-e004Assembly-epsilon-p3,0.0,0.75
B10-e003Coalescence-mBHI-p3,0.75,1.0
C11-e003Coalescence-mBHI-p5,0.75,1.0
A2-e003Coalescence-mGAM-p7,0.0,0.5
F5-e004Assembly-epsilon-p3,0.0,0.25
E3-e004Assembly-mGAM-p5,0.25,1.0
E2-e004Assembly-mGAM-p5,0.0,1.0
C3-e003GlycerolRevival-mBHI-p2,0.75,0.75
D10-e003Coalescence-mGAM-p3,0.75,1.0
B10-e003Coalescence-mGAM-p7,0.75,1.0
C4-e004Assembly-mBHI-p3,0.25,1.0
A9-e003Coalescence-mBHI-p7,0.75,1.0
C2-e003Coalescence-Inoculumn-mGAM,0.0,0.0
B3-e003Coalescence-Inoculumn-mGAM,0.75,1.0
D11-e003Coalescence-mGAM-p7,0.75,1.0
D5-e003Coalescence-mGAM-p3,0.75,1.0
D4-e004Assembly-mGAM-p3,0.25,1.0
E4-e004Assembly-mGAM-p5,0.25,1.0
E5-e004Assembly-mGAM-p3,0.0,1.0
D2-e003Coalescence-Inoculumn-mBHI,0.5,1.0
B4-e003Coalescence-Inoculumn-mGAM,0.75,1.0
A10-e003Coalescence-mGAM-p7,0.75,1.0
B2-e003Assembly-mBHI-p3,0.0,0.75
F4-e004Assembly-epsilon-p7,0.0,0.75
D9-e003Coalescence-mBHI-p5,0.75,1.0
C4-e003Coalescence-Inoculumn-mGAM,0.75,1.0
D4-e003Coalescence-mGAM-p3,0.75,1.0
B9-e003Coalescence-mBHI-p7,0.75,1.0
A2-e003Coalescence-mGAM-p5,0.0,0.75
D11-e003Assembly-mGAM-p5,0.75,1.0
C3-e003Coalescence-mGAM-p7,0.5,0.75
B11-e003GlycerolRevival-mGAM-p2,0.75,0.5
C5-e004Assembly-mBHI-p7,0.0,0.5
B3-e003Coalescence-mGAM-p5,0.75,1.0
D9-e003Coalescence-mBHI-p7,0.75,0.75
G5-e004Assembly-epsilon-p5,0.0,1.0
B10-e003Assembly-mGAM-p3,0.5,0.5
C5-e003Coalescence-mBHI-p7,0.75,1.0
D12-e003Coalescence-mBHI-p3,0.5,0.5
E2-e004Assembly-mGAM-p3,0.0,0.5
D4-e004Assembly-mGAM-p7,0.25,1.0
C11-e003Coalescence-mGAM-p7,0.75,1.0
C11-e003Assembly-mGAM-p3,0.75,1.0
D10-e003Coalescence-mBHI-p7,0.75,1.0
C9-e003Coalescence-mBHI-p7,0.75,0.5
A2-e003Coalescence-mBHI-p3,0.0,0.25
B8-e003Coalescence-mGAM-p5,0.75,1.0
C11-e003Assembly-mGAM-p5,0.75,1.0
B10-e003GlycerolRevival-mGAM-p2,0.75,1.0
B3-e003Coalescence-mBHI-p5,0.25,1.0
C2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.25
A8-e003Coalescence-mGAM-p7,0.0,0.0
C11-e003GlycerolRevival-mGAM-p2,0.75,1.0
B2-e003Coalescence-Inoculumn-mBHI,0.0,0.5
A11-e003Coalescence-mBHI-p5,0.25,1.0
C10-e003Coalescence-mGAM-p5,0.75,1.0
C9-e003Assembly-mGAM-p5,0.75,1.0
A5-e003Coalescence-Inoculumn-mGAM,0.0,0.0
A3-e003Coalescence-mBHI-p3,0.75,1.0
AG-Fecal,0.0,1.0
D4-e003Coalescence-Inoculumn-mGAM,0.75,1.0
A2-e003Coalescence-mBHI-p5,0.0,0.0
B5-e004Assembly-mBHI-p5,0.0,0.25
C10-e003Coalescence-mBHI-p5,0.75,1.0
B9-e003Coalescence-mBHI-p3,0.75,1.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.75,1.0
B5-e003Coalescence-mGAM-p3,0.75,1.0
BK-Fecal,0.25,0.75
C3-e003Assembly-mBHI-p5,0.75,1.0
C4-e004Assembly-mBHI-p7,0.0,0.5
C9-e003GlycerolRevival-mGAM-p2,0.75,1.0
C9-e003Coalescence-mGAM-p5,0.75,1.0
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
C2-e003Coalescence-mGAM-p5,0.75,1.0
B8-e003GlycerolRevival-mGAM-p2,0.0,0.0
C8-e003Coalescence-mBHI-p5,0.75,1.0
B8-e003Coalescence-mGAM-p7,0.75,1.0
B4-e003Coalescence-Inoculumn-mBHI,0.75,1.0
D2-e003Coalescence-Inoculumn-mGAM,0.0,0.0
B8-e003Coalescence-mBHI-p7,0.0,0.25
D3-e003Coalescence-Inoculumn-mGAM,0.75,1.0
B11-e003Coalescence-mBHI-p3,0.75,1.0
C5-e003Coalescence-Inoculumn-mGAM,0.75,1.0
C4-e003Coalescence-mBHI-p5,0.75,1.0
BC-Fecal,0.75,0.5
e004-inoculumn-fecal-BE,0.0,0.5
A11-e003Coalescence-mBHI-p3,0.25,0.25
B4-e004Assembly-mBHI-p7,0.25,0.75
A4-e003Coalescence-Inoculumn-mGAM,0.0,0.0
B4-e003Coalescence-mBHI-p3,0.75,1.0
A5-e003Coalescence-Inoculumn-mBHI,0.5,1.0
A9-e003Coalescence-mGAM-p5,0.75,1.0
C10-e003Coalescence-mGAM-p7,0.75,1.0
A11-e003Coalescence-mGAM-p3,0.0,0.25
C10-e003Coalescence-mBHI-p3,0.75,1.0
D2-e003Coalescence-mBHI-p3,0.75,1.0
C5-e003GlycerolRevival-mBHI-p2,0.75,0.5
H5-e003Coalescence-mBHI-p5_S40,0.75,1.0
E2-e003Coalescence-mGAM-p7_S145,0.0,0.25
G5-e003Coalescence-mBHI-p7_S124,0.75,1.0
H111-e003Coalescence-mGAM-p7_S188,0.75,1.0
H4-e003Coalescence-mGAM-p7_S183,0.75,1.0
F5-e003Coalescence-mGAM-p5_S64,0.75,1.0
F5-e003Coalescence-mGAM-p7_S160,0.75,1.0
F8-e003Coalescence-mBHI-p3_S117,0.75,1.0
H3-e003Coalescence-mBHI-p3_S46,0.75,1.0
H2-e003Coalescence-mBHI-p7_S133,0.25,1.0
E5-e003Coalescence-mBHI-p3_S12,0.75,0.75
F100-e003Coalescence-mGAM-p7_S163,0.75,1.0
F9-e003Coalescence-mBHI-p5_S18,0.75,1.0
H3-e003Coalescence-mBHI-p7_S134,0.75,0.5
E3-e003Coalescence-mGAM-p3_S58,0.75,1.0
G4-e003Coalescence-mBHI-p5_S27,0.75,1.0
E8-e003Coalescence-mBHI-p5_S5,0.0,0.0
G2-e003Coalescence-mBHI-p3_S33,0.75,0.5
E9-e003Coalescence-mBHI-p5_S6,0.75,0.75
H111-e003Coalescence-mBHI-p3_S144,0.75,1.0
G111-e003Coalescence-mGAM-p5_S80,0.75,1.0
G100-e003Coalescence-mGAM-p3_S179,0.75,1.0
F111-e003Coalescence-mGAM-p5_S68,0.75,1.0
G111-e003Coalescence-mBHI-p5_S32,0.75,1.0
G5-e003Coalescence-mBHI-p3_S36,0.0,0.25
H2-e003Coalescence-mGAM-p7_S181,0.75,1.0
H9-e003Coalescence-mGAM-p3_S190,0.75,1.0
E3-e003Coalescence-mBHI-p3_S10,0.75,1.0
H2-e003Coalescence-mGAM-p5_S85,0.25,0.25
G8-e003Coalescence-mGAM-p3_S177,0.75,1.0
F2-e003Coalescence-mGAM-p7_S157,0.75,1.0
H3-e003Coalescence-mGAM-p3_S94,0.75,1.0
H4-e003Coalescence-mGAM-p3_S95,0.75,1.0
E5-e003Coalescence-mBHI-p7_S100,0.25,0.75
F3-e003Coalescence-mGAM-p3_S70,0.75,1.0
E100-e003Coalescence-mBHI-p7_S103,0.75,1.0
F9-e003Coalescence-mGAM-p5_S66,0.75,1.0
G111-e003Coalescence-mGAM-p7_S176,0.75,0.75
H100-e003Coalescence-mGAM-p7_S187,0.75,1.0
E100-e003Coalescence-mGAM-p3_S155,0.75,0.75
E3-e003Coalescence-mGAM-p5_S50,0.75,0.75
F5-e003Coalescence-mGAM-p3_S72,0.75,1.0
E9-e003Coalescence-mBHI-p7_S102,0.75,1.0
E5-e003Coalescence-mBHI-p5_S4,0.75,0.75
F111-e003Coalescence-mGAM-p7_S164,0.75,1.0
E111-e003Coalescence-mBHI-p5_S8,0.75,0.75
H100-e003Coalescence-mBHI-p5_S43,0.75,1.0
F2-e003Coalescence-mGAM-p5_S61,0.75,1.0
F5-e003Coalescence-mBHI-p5_S16,0.75,0.5
F8-e003Coalescence-mGAM-p5_S65,0.75,1.0
H8-e003Coalescence-mBHI-p7_S137,0.75,0.75
G9-e003Coalescence-mGAM-p5_S78,0.75,1.0
E2-e003Coalescence-mBHI-p5_S1,0.0,1.0
E2-e003Coalescence-mBHI-p3_S9,0.0,0.25
G8-e003Coalescence-mGAM-p5_S77,0.75,1.0
G3-e003Coalescence-mBHI-p3_S34,0.75,1.0
G100-e003Coalescence-mBHI-p5_S31,0.75,1.0
E111-e003Coalescence-mBHI-p3_S108,0.25,1.0
F8-e003Coalescence-mGAM-p3_S165,0.25,0.5
G3-e003Coalescence-mBHI-p5_S26,0.75,1.0
G5-e003Coalescence-mBHI-p5_S28,0.75,1.0
H111-e003Coalescence-mGAM-p5_S92,0.75,1.0
G4-e003Coalescence-mBHI-p3_S35,0.75,1.0
H9-e003Coalescence-mGAM-p5_S90,0.75,1.0
H2-e003Coalescence-mBHI-p3_S45,0.75,1.0
E8-e003Coalescence-mBHI-p7_S101,0.0,0.0
H2-e003Coalescence-mGAM-p3_S93,0.75,1.0
E4-e003Coalescence-mGAM-p5_S51,0.75,1.0
G9-e003Coalescence-mGAM-p7_S174,0.75,1.0
F2-e003Coalescence-mBHI-p3_S21,0.75,1.0
E8-e003Coalescence-mGAM-p3_S153,0.75,1.0
G111-e003Coalescence-mGAM-p3_S180,0.75,1.0
G5-e003Coalescence-mGAM-p3_S84,0.75,1.0
H8-e003Coalescence-mBHI-p5_S41,0.75,1.0
E100-e003Coalescence-mBHI-p5_S7,0.75,1.0
G100-e003Coalescence-mGAM-p7_S175,0.75,1.0
F9-e003Coalescence-mGAM-p7_S162,0.75,1.0
F8-e003Coalescence-mGAM-p7_S161,0.75,1.0
F3-e003Coalescence-mBHI-p3_S22,0.75,1.0
G3-e003Coalescence-mBHI-p7_S122,0.75,1.0
G5-e003Coalescence-mGAM-p5_S76,0.75,1.0
G5-e003Coalescence-mGAM-p7_S172,0.75,1.0
G4-e003Coalescence-mGAM-p5_S75,0.75,1.0
G8-e003Coalescence-mBHI-p3_S129,0.75,1.0
E5-e003Coalescence-mGAM-p3_S60,0.75,1.0
G2-e003Coalescence-mGAM-p5_S73,0.75,1.0
E5-e003Coalescence-mGAM-p7_S148,0.75,1.0
H9-e003Coalescence-mGAM-p7_S186,0.5,1.0
E100-e003Coalescence-mGAM-p5_S55,0.75,1.0
E8-e003Coalescence-mGAM-p5_S53,0.0,0.0
H5-e003Coalescence-mGAM-p3_S96,0.75,1.0
G4-e003Coalescence-mGAM-p3_S83,0.75,1.0
F4-e003Coalescence-mBHI-p7_S111,0.75,1.0
H3-e003Coalescence-mGAM-p7_S182,0.75,1.0
H5-e003Coalescence-mGAM-p5_S88,0.75,1.0
F4-e003Coalescence-mGAM-p5_S63,0.75,1.0
G4-e003Coalescence-mGAM-p7_S171,0.75,1.0
H8-e003Coalescence-mGAM-p5_S89,0.75,0.75
F3-e003Coalescence-mBHI-p5_S14,0.75,1.0
F100-e003Coalescence-mBHI-p7_S115,0.75,0.75
E3-e003Coalescence-mGAM-p7_S146,0.75,1.0
F100-e003Coalescence-mGAM-p3_S167,0.75,1.0
G100-e003Coalescence-mBHI-p3_S131,0.0,0.0
G4-e003Coalescence-mBHI-p7_S123,0.75,1.0
E9-e003Coalescence-mGAM-p3_S154,0.75,0.75
F3-e003Coalescence-mGAM-p5_S62,0.75,1.0
H4-e003Coalescence-mBHI-p7_S135,0.75,0.75
E3-e003Coalescence-mBHI-p5_S2,0.25,1.0
G111-e003Coalescence-mBHI-p7_S128,0.75,1.0
H3-e003Coalescence-mBHI-p5_S38,0.75,0.75
G3-e003Coalescence-mGAM-p3_S82,0.75,1.0
F111-e003Coalescence-mGAM-p3_S168,0.75,1.0
F3-e003Coalescence-mGAM-p7_S158,0.75,1.0
F8-e003Coalescence-mBHI-p7_S113,0.25,1.0
H4-e003Coalescence-mBHI-p3_S47,0.75,1.0
F100-e003Coalescence-mGAM-p5_S67,0.75,1.0
G8-e003Coalescence-mBHI-p7_S125,0.75,1.0
F4-e003Coalescence-mBHI-p5_S15,0.75,1.0
H111-e003Coalescence-mBHI-p5_S44,0.75,1.0
E111-e003Coalescence-mBHI-p7_S104,0.0,0.75
E2-e003Coalescence-mGAM-p3_S57,0.0,0.0
F2-e003Coalescence-mBHI-p5_S13,0.75,1.0
F4-e003Coalescence-mBHI-p3_S23,0.75,1.0
F2-e003Coalescence-mGAM-p3_S69,0.75,1.0
E9-e003Coalescence-mGAM-p5_S54,0.75,1.0
G3-e003Coalescence-mGAM-p5_S74,0.75,1.0
E111-e003Coalescence-mGAM-p5_S56,0.75,1.0
G100-e003Coalescence-mGAM-p5_S79,0.75,1.0
H100-e003Coalescence-mGAM-p5_S91,0.75,0.75
G9-e003Coalescence-mBHI-p3_S130,0.75,1.0
E4-e003Coalescence-mGAM-p7_S147,0.75,1.0
E4-e003Coalescence-mGAM-p3_S59,0.75,1.0
H4-e003Coalescence-mBHI-p5_S39,0.75,1.0
F4-e003Coalescence-mGAM-p3_S71,0.75,1.0
H100-e003Coalescence-mBHI-p7_S139,0.75,1.0
G8-e003Coalescence-mBHI-p5_S29,0.75,1.0
G8-e003Coalescence-mGAM-p7_S173,0.75,1.0
E4-e003Coalescence-mBHI-p3_S11,0.5,0.5
E2-e003Coalescence-mGAM-p5_S49,0.0,0.0
H9-e003Coalescence-mBHI-p5_S42,0.75,1.0
H111-e003Coalescence-mGAM-p3_S192,0.75,1.0
F5-e003Coalescence-mBHI-p3_S24,0.75,1.0
E8-e003Coalescence-mBHI-p3_S105,0.0,0.0
E8-e003Coalescence-mGAM-p7_S149,0.0,0.0
E9-e003Coalescence-mGAM-p7_S150,0.25,0.25
H5-e003Coalescence-mBHI-p7_S136,0.25,0.75
G9-e003Coalescence-mBHI-p5_S30,0.75,1.0
F111-e003Coalescence-mBHI-p7_S116,0.75,0.75
F5-e003Coalescence-mBHI-p7_S112,0.75,1.0
F4-e003Coalescence-mGAM-p7_S159,0.75,1.0
F111-e003Coalescence-mBHI-p3_S120,0.0,0.75
H3-e003Coalescence-mGAM-p5_S86,0.75,1.0
E4-e003Coalescence-mBHI-p7_S99,0.0,0.75
H4-e003Coalescence-mGAM-p5_S87,0.75,1.0
E100-e003Coalescence-mGAM-p7_S151,0.75,1.0
G9-e003Coalescence-mGAM-p3_S178,0.75,1.0
H9-e003Coalescence-mBHI-p7_S138,0.75,0.0
H8-e003Coalescence-mGAM-p7_S185,0.0,0.0
G2-e003Coalescence-mGAM-p3_S81,0.25,0.75
F111-e003Coalescence-mBHI-p5_S20,0.25,0.75
F8-e003Coalescence-mBHI-p5_S17,0.25,0.75
G100-e003Coalescence-mBHI-p7_S127,0.75,1.0
E5-e003Coalescence-mGAM-p5_S52,0.75,1.0
