,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.5,-0.0
C9-e003Coalescence-mGAM-p3,0.0011694393189096784,-0.0
D2-e004Assembly-mGAM-p7,0.9808211951698813,-0.0
B5-e004Assembly-mBHI-p3,0.8844754699066758,0.11552453009332421
C11-e003Coalescence-mBHI-p3,0.023973506037648407,-0.0
D11-e003Coalescence-mBHI-p5,0.008717638559144876,-0.0
C9-e003Coalescence-mGAM-p7,0.0008243039325265928,-0.0
C8-e003Coalescence-mGAM-p7,0.0010423263494629743,-0.0
D10-e003Coalescence-mBHI-p3,0.011986753018824204,-0.0
B2-e003Coalescence-mBHI-p3,0.020548719460841493,0.020548719460841493
A8-e003Coalescence-mBHI-p3,0.935,1.0
A4-e003Coalescence-mBHI-p7,0.07701635339554948,0.031964674716864545
B9-e003Coalescence-mGAM-p5,0.001344308749774677,-0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.5545,0.11750000000000001
B3-e003Coalescence-mBHI-p3,0.0073764633961995105,-0.0
D4-e003Coalescence-mBHI-p5,0.23104906018664842,0.23104906018664842
B5-e004Assembly-mBHI-p7,0.9820198704717636,-0.0
D4-e003Coalescence-mBHI-p3,,0.04109743892168299
C4-e003GlycerolRevival-mBHI-p2,0.02876820724517809,-0.0
G5-e004Assembly-epsilon-p3,1.0,0.026152915677434628
C5-e004Assembly-mBHI-p3,0.9009789742057221,0.04109743892168299
D10-e003Assembly-mGAM-p5,0.015141161707988468,-0.0
B2-e003Assembly-mBHI-p5,,0.7
B2-e003Coalescence-mBHI-p5,0.5,0.04109743892168299
B8-e003Assembly-mGAM-p5,0.9640397409435274,0.688
F4-e004Assembly-epsilon-p5,0.8459672932089011,0.07701635339554948
C4-e003Coalescence-mGAM-p7,0.0007357597760915113,-0.0
B12-e003Coalescence-mBHI-p3,0.04109743892168299,0.19804205158855578
e004-inoculumn-fecal-AK,0.9915387625749477,-0.0
C8-e003Assembly-mGAM-p3,0.8019579484114442,0.5
C3-e003Coalescence-mGAM-p3,0.0011887688944288467,-0.0
B4-e003Assembly-mBHI-p5,0.08664339756999316,-0.0
