,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.050683138513520555,0.5
C9-e003Coalescence-mGAM-p3,-0.0,0.002076526925878011
D2-e004Assembly-mGAM-p7,0.027031007207210963,0.06108604879161033
B5-e004Assembly-mBHI-p3,0.18310204811135164,0.26823965207235007
C11-e003Coalescence-mBHI-p3,0.375,0.111
D11-e003Coalescence-mBHI-p5,0.85,0.887
C9-e003Coalescence-mGAM-p7,-0.0,0.001463683735719171
C8-e003Coalescence-mGAM-p7,-0.0,0.0018508174774130098
D10-e003Coalescence-mBHI-p3,0.30700000000000005,0.6
B2-e003Coalescence-mBHI-p3,-0.0,0.015938825093872122
A8-e003Coalescence-mBHI-p3,0.01689437950450685,-0.0
A4-e003Coalescence-mBHI-p7,-0.0,0.10181008131935056
B9-e003Coalescence-mGAM-p5,-0.0,0.0010427268753000454
A4-e003Coalescence-mBHI-inoculumn-redo,-0.0,0.013098092917076686
B3-e003Coalescence-mBHI-p3,-0.0,0.005721629520877172
D4-e003Coalescence-mBHI-p5,0.8168979518886483,0.4
B5-e004Assembly-mBHI-p7,0.06866326804175686,0.03192660148537442
D4-e003Coalescence-mBHI-p3,0.2,0.8691013240179779
C4-e003GlycerolRevival-mBHI-p2,-0.0,0.05108256237659907
G5-e004Assembly-epsilon-p3,0.036860464373469494,0.083299157443105
C5-e004Assembly-mBHI-p3,,0.07297508910942725
D10-e003Assembly-mGAM-p5,-0.0,0.02688555914557846
B2-e003Assembly-mBHI-p5,,0.26823965207235007
B2-e003Coalescence-mBHI-p5,0.05792358687259492,
B8-e003Assembly-mGAM-p5,0.13732653608351372,0.027892943914276214
F4-e004Assembly-epsilon-p5,0.04505167867868494,0.02479372792380108
C4-e003Coalescence-mGAM-p7,-0.0,0.0013064593958209481
B12-e003Coalescence-mBHI-p3,0.15694461266687282,0.13089867598202215
e004-inoculumn-fecal-AK,0.011925444356122484,0.015024283051940904
C8-e003Assembly-mGAM-p3,0.15694461266687282,-0.0
C3-e003Coalescence-mGAM-p3,-0.0,0.0021108496849834325
B4-e003Assembly-mBHI-p5,-0.0,0.06385320297074884
D4-e004Assembly-mGAM-p5,0.017165817010439215,0.007981650371343605
D3-e003Coalescence-Inoculumn-mBHI,0.607,0.462
C8-e003Assembly-mGAM-p5,,0.031877650187744244
C3-e003Coalescence-mBHI-p7,-0.0,0.008582444281315759
D11-e003Coalescence-mGAM-p5,0.767,0.736
A11-e003Coalescence-mGAM-p7,0.682,0.576
B8-e003Coalescence-mBHI-p5,-0.0,0.010625883395914748
B10-e003Assembly-mGAM-p5,-0.0,0.036487544554713626
C2-e003Coalescence-mGAM-p7,-0.0,0.0018919467546888546
D3-e003Coalescence-mBHI-p5,0.5,0.22991970177630003
B11-e003Coalescence-mGAM-p3,0.04,0.035
C4-e003Coalescence-mBHI-inoculumn-redo,-0.0,0.05108256237659907
B5-e003Assembly-mBHI-p5,0.667,0.7145
D2-e003Coalescence-mBHI-p5,0.636,0.6214999999999999
D8-e003Assembly-mGAM-p5,0.13732653608351372,0.027892943914276214
D5-e003Coalescence-mGAM-p5,0.7265,0.739
B5-e003Coalescence-mBHI-p5,0.7,0.533
D5-e003Coalescence-mBHI-p7,0.6,0.5
C9-e003Coalescence-mBHI-p5,-0.0,0.04256880198049923
A5-e003Coalescence-mGAM-p3,0.87,0.741
A2-e003Coalescence-Inoculumn-mGAM,0.008109302162163289,-0.0
E5-e004Assembly-mGAM-p5,0.0030258590157325703,0.003812131520641722
D8-e003Coalescence-mGAM-p5,0.816,0.723
A12-e003Coalescence-mGAM-p3,0.8,0.767
C2-e003Coalescence-mBHI-p3,-0.0,0.5
C4-e004Assembly-mBHI-p5,,0.13089867598202215
D9-e003Coalescence-mGAM-p7,-0.0,0.00413228798730018
D4-e003Coalescence-mBHI-p7,0.333,0.5835
D8-e003Assembly-mGAM-p3,0.18310204811135164,0.15271512197902584
E4-e004Assembly-mGAM-p7,0.031388922533374566,0.014595017821885449
E3-e004Assembly-mGAM-p3,0.008814458871916618,0.019919363736394673
D2-e004Assembly-mGAM-p3,-0.0,0.04256880198049923
B10-e003Coalescence-mGAM-p3,-0.0,0.0026062531824795447
A9-e003Coalescence-mGAM-p7,-0.0,0.009297647971425405
D5-e004Assembly-mGAM-p5,0.05792358687259492,0.5
B5-e003Coalescence-Inoculumn-mGAM,0.232,0.33
D10-e003Coalescence-mBHI-p5,0.478,0.5
D5-e003Coalescence-mBHI-p3,0.667,0.571
D9-e003Coalescence-mGAM-p5,0.118,0.118
C9-e003Coalescence-mBHI-p3,-0.0,0.008582444281315759
D10-e003Coalescence-mGAM-p5,0.018,0.025
C8-e003Coalescence-mBHI-p7,-0.0,0.06385320297074884
B11-e003Assembly-mGAM-p5,0.789,0.75
B4-e003Coalescence-mGAM-p5,-0.0,0.0049117848439037565
D4-e003Coalescence-mGAM-p5,0.465,0.56
B5-e003Coalescence-mGAM-p5,0.464,0.733
BB-Fecal,-0.0,0.06385320297074884
B5-e003Coalescence-Inoculumn-mBHI,0.724,0.643
C2-e003Coalescence-mGAM-p3,-0.0,0.04256880198049923
B5-e003Coalescence-mGAM-p7,0.717,0.667
D8-e003Coalescence-mBHI-p5,0.7424999999999999,0.677
E5-e004Assembly-mGAM-p7,-0.0,0.007297508910942724
C10-e003Assembly-mGAM-p3,-0.0,0.05108256237659907
B10-e003Coalescence-mBHI-p5,-0.0,0.020285777392200884
D5-e003Coalescence-Inoculumn-mGAM,0.789,0.87
B5-e003Coalescence-mBHI-p3,0.5355,0.694
G4-e004Assembly-epsilon-p5,0.0337887590090137,-0.0
C4-e003Coalescence-mGAM-p5,-0.0,0.002290697864421483
C5-e003Coalescence-mGAM-p7,0.407,0.537
C5-e003Coalescence-mBHI-inoculumn-redo,0.433,0.548
A2-e003Coalescence-mBHI-p7,,0.03719059188570162
A10-e003Coalescence-mBHI-p5,-0.0,0.11453634148426937
BF-Fecal,,0.03719059188570162
A4-e003Coalescence-mGAM-p5,0.19,0.304
D5-e003Coalescence-mBHI-p5,-0.0,0.002791396851180277
D3-e003Assembly-mBHI-p3,0.13732653608351372,0.11453634148426937
D4-e003Coalescence-mGAM-p7,0.45,0.44
E4-e004Assembly-mGAM-p3,0.09155102405567582,0.04256880198049923
A8-e003Coalescence-mBHI-p7,0.016218604324326577,-0.0
e003-inoculumn-fecal-AC,,0.22991970177630003
E3-e004Assembly-mGAM-p7,0.015594811850314017,0.03524195122592904
B9-e003GlycerolRevival-mGAM-p2,-0.0,0.005312941697957374
C4-e003Coalescence-mGAM-p3,-0.0,0.0028698068750898356
