,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
B3-e003Coalescence-mGAM-p5,12,8
D9-e003Coalescence-mBHI-p7,11,7
G5-e004Assembly-epsilon-p5,11,4
B10-e003Assembly-mGAM-p3,9,7
C5-e003Coalescence-mBHI-p7,12,8
D12-e003Coalescence-mBHI-p3,4,0
E2-e004Assembly-mGAM-p3,5,4
D4-e004Assembly-mGAM-p7,12,4
C11-e003Coalescence-mGAM-p7,12,8
C11-e003Assembly-mGAM-p3,12,8
D10-e003Coalescence-mBHI-p7,12,8
C9-e003Coalescence-mBHI-p7,8,5
A2-e003Coalescence-mBHI-p3,10,2
B8-e003Coalescence-mGAM-p5,12,8
C11-e003Assembly-mGAM-p5,12,8
B10-e003GlycerolRevival-mGAM-p2,12,8
B3-e003Coalescence-mBHI-p5,9,8
C2-e003Coalescence-mBHI-inoculumn-redo,12,8
A8-e003Coalescence-mGAM-p7,12,8
C11-e003GlycerolRevival-mGAM-p2,12,8
B2-e003Coalescence-Inoculumn-mBHI,12,8
A11-e003Coalescence-mBHI-p5,10,8
C10-e003Coalescence-mGAM-p5,12,8
C9-e003Assembly-mGAM-p5,12,8
A5-e003Coalescence-Inoculumn-mGAM,12,8
A3-e003Coalescence-mBHI-p3,11,4
AG-Fecal,12,8
D4-e003Coalescence-Inoculumn-mGAM,12,7
A2-e003Coalescence-mBHI-p5,11,8
B5-e004Assembly-mBHI-p5,2,0
C10-e003Coalescence-mBHI-p5,11,7
B9-e003Coalescence-mBHI-p3,12,8
C3-e003Coalescence-mBHI-inoculumn-redo,12,8
B5-e003Coalescence-mGAM-p3,12,8
BK-Fecal,11,5
C3-e003Assembly-mBHI-p5,12,8
C4-e004Assembly-mBHI-p7,9,1
C9-e003GlycerolRevival-mGAM-p2,12,8
C9-e003Coalescence-mGAM-p5,12,8
A2-e003Coalescence-mBHI-inoculumn-redo,12,8
C2-e003Coalescence-mGAM-p5,12,8
B8-e003GlycerolRevival-mGAM-p2,12,8
C8-e003Coalescence-mBHI-p5,8,8
B8-e003Coalescence-mGAM-p7,12,8
B4-e003Coalescence-Inoculumn-mBHI,12,8
D2-e003Coalescence-Inoculumn-mGAM,12,8
B8-e003Coalescence-mBHI-p7,8,0
D3-e003Coalescence-Inoculumn-mGAM,12,8
B11-e003Coalescence-mBHI-p3,12,8
C5-e003Coalescence-Inoculumn-mGAM,12,8
C4-e003Coalescence-mBHI-p5,12,8
BC-Fecal,3,3
e004-inoculumn-fecal-BE,6,0
A11-e003Coalescence-mBHI-p3,12,8
B4-e004Assembly-mBHI-p7,11,4
A4-e003Coalescence-Inoculumn-mGAM,12,8
B4-e003Coalescence-mBHI-p3,11,8
A5-e003Coalescence-Inoculumn-mBHI,9,4
A9-e003Coalescence-mGAM-p5,12,8
C10-e003Coalescence-mGAM-p7,12,8
A11-e003Coalescence-mGAM-p3,12,8
C10-e003Coalescence-mBHI-p3,12,6
D2-e003Coalescence-mBHI-p3,11,8
C5-e003GlycerolRevival-mBHI-p2,10,8
H5-e003Coalescence-mBHI-p5_S40,12,8
E2-e003Coalescence-mGAM-p7_S145,12,8
G5-e003Coalescence-mBHI-p7_S124,12,8
H111-e003Coalescence-mGAM-p7_S188,12,8
H4-e003Coalescence-mGAM-p7_S183,12,8
F5-e003Coalescence-mGAM-p5_S64,11,8
F5-e003Coalescence-mGAM-p7_S160,12,8
F8-e003Coalescence-mBHI-p3_S117,12,8
H3-e003Coalescence-mBHI-p3_S46,12,8
H2-e003Coalescence-mBHI-p7_S133,12,8
E5-e003Coalescence-mBHI-p3_S12,10,8
F100-e003Coalescence-mGAM-p7_S163,12,8
F9-e003Coalescence-mBHI-p5_S18,12,8
H3-e003Coalescence-mBHI-p7_S134,9,1
E3-e003Coalescence-mGAM-p3_S58,12,8
G4-e003Coalescence-mBHI-p5_S27,12,8
E8-e003Coalescence-mBHI-p5_S5,12,8
G2-e003Coalescence-mBHI-p3_S33,10,0
E9-e003Coalescence-mBHI-p5_S6,12,8
H111-e003Coalescence-mBHI-p3_S144,12,8
G111-e003Coalescence-mGAM-p5_S80,12,8
G100-e003Coalescence-mGAM-p3_S179,12,8
F111-e003Coalescence-mGAM-p5_S68,12,8
G111-e003Coalescence-mBHI-p5_S32,12,8
G5-e003Coalescence-mBHI-p3_S36,4,1
H2-e003Coalescence-mGAM-p7_S181,12,8
H9-e003Coalescence-mGAM-p3_S190,12,8
E3-e003Coalescence-mBHI-p3_S10,11,7
H2-e003Coalescence-mGAM-p5_S85,8,3
G8-e003Coalescence-mGAM-p3_S177,12,8
F2-e003Coalescence-mGAM-p7_S157,12,8
H3-e003Coalescence-mGAM-p3_S94,12,7
H4-e003Coalescence-mGAM-p3_S95,12,8
E5-e003Coalescence-mBHI-p7_S100,10,8
F3-e003Coalescence-mGAM-p3_S70,12,8
E100-e003Coalescence-mBHI-p7_S103,12,8
F9-e003Coalescence-mGAM-p5_S66,12,8
G111-e003Coalescence-mGAM-p7_S176,10,5
H100-e003Coalescence-mGAM-p7_S187,12,8
E100-e003Coalescence-mGAM-p3_S155,12,8
E3-e003Coalescence-mGAM-p5_S50,12,8
F5-e003Coalescence-mGAM-p3_S72,11,8
E9-e003Coalescence-mBHI-p7_S102,12,6
E5-e003Coalescence-mBHI-p5_S4,12,8
F111-e003Coalescence-mGAM-p7_S164,12,8
E111-e003Coalescence-mBHI-p5_S8,11,8
H100-e003Coalescence-mBHI-p5_S43,12,8
F2-e003Coalescence-mGAM-p5_S61,12,8
F5-e003Coalescence-mBHI-p5_S16,9,5
F8-e003Coalescence-mGAM-p5_S65,12,8
H8-e003Coalescence-mBHI-p7_S137,12,8
G9-e003Coalescence-mGAM-p5_S78,12,8
E2-e003Coalescence-mBHI-p5_S1,10,4
E2-e003Coalescence-mBHI-p3_S9,4,1
G8-e003Coalescence-mGAM-p5_S77,12,8
G3-e003Coalescence-mBHI-p3_S34,12,8
G100-e003Coalescence-mBHI-p5_S31,12,8
E111-e003Coalescence-mBHI-p3_S108,10,8
F8-e003Coalescence-mGAM-p3_S165,5,0
G3-e003Coalescence-mBHI-p5_S26,12,8
G5-e003Coalescence-mBHI-p5_S28,11,8
H111-e003Coalescence-mGAM-p5_S92,12,8
G4-e003Coalescence-mBHI-p3_S35,11,8
H9-e003Coalescence-mGAM-p5_S90,12,8
H2-e003Coalescence-mBHI-p3_S45,12,8
E8-e003Coalescence-mBHI-p7_S101,12,8
H2-e003Coalescence-mGAM-p3_S93,12,8
E4-e003Coalescence-mGAM-p5_S51,12,8
G9-e003Coalescence-mGAM-p7_S174,12,8
F2-e003Coalescence-mBHI-p3_S21,10,4
E8-e003Coalescence-mGAM-p3_S153,12,8
G111-e003Coalescence-mGAM-p3_S180,12,8
G5-e003Coalescence-mGAM-p3_S84,12,8
H8-e003Coalescence-mBHI-p5_S41,12,8
E100-e003Coalescence-mBHI-p5_S7,12,8
G100-e003Coalescence-mGAM-p7_S175,12,8
F9-e003Coalescence-mGAM-p7_S162,12,8
F8-e003Coalescence-mGAM-p7_S161,12,8
F3-e003Coalescence-mBHI-p3_S22,11,2
G3-e003Coalescence-mBHI-p7_S122,12,8
G5-e003Coalescence-mGAM-p5_S76,12,8
G5-e003Coalescence-mGAM-p7_S172,12,8
G4-e003Coalescence-mGAM-p5_S75,12,8
G8-e003Coalescence-mBHI-p3_S129,12,8
E5-e003Coalescence-mGAM-p3_S60,12,8
G2-e003Coalescence-mGAM-p5_S73,12,8
E5-e003Coalescence-mGAM-p7_S148,12,8
H9-e003Coalescence-mGAM-p7_S186,12,8
E100-e003Coalescence-mGAM-p5_S55,12,8
E8-e003Coalescence-mGAM-p5_S53,12,8
H5-e003Coalescence-mGAM-p3_S96,12,8
G4-e003Coalescence-mGAM-p3_S83,12,8
F4-e003Coalescence-mBHI-p7_S111,11,8
H3-e003Coalescence-mGAM-p7_S182,8,8
H5-e003Coalescence-mGAM-p5_S88,12,8
F4-e003Coalescence-mGAM-p5_S63,12,8
G4-e003Coalescence-mGAM-p7_S171,12,8
H8-e003Coalescence-mGAM-p5_S89,12,8
F3-e003Coalescence-mBHI-p5_S14,9,4
F100-e003Coalescence-mBHI-p7_S115,12,7
E3-e003Coalescence-mGAM-p7_S146,12,8
F100-e003Coalescence-mGAM-p3_S167,12,8
G100-e003Coalescence-mBHI-p3_S131,12,8
G4-e003Coalescence-mBHI-p7_S123,12,8
E9-e003Coalescence-mGAM-p3_S154,12,8
F3-e003Coalescence-mGAM-p5_S62,12,8
H4-e003Coalescence-mBHI-p7_S135,8,8
E3-e003Coalescence-mBHI-p5_S2,12,7
G111-e003Coalescence-mBHI-p7_S128,12,4
H3-e003Coalescence-mBHI-p5_S38,9,8
G3-e003Coalescence-mGAM-p3_S82,12,8
F111-e003Coalescence-mGAM-p3_S168,12,8
F3-e003Coalescence-mGAM-p7_S158,12,8
F8-e003Coalescence-mBHI-p7_S113,10,8
H4-e003Coalescence-mBHI-p3_S47,5,8
F100-e003Coalescence-mGAM-p5_S67,12,8
G8-e003Coalescence-mBHI-p7_S125,11,4
F4-e003Coalescence-mBHI-p5_S15,12,8
H111-e003Coalescence-mBHI-p5_S44,12,8
E111-e003Coalescence-mBHI-p7_S104,12,8
E2-e003Coalescence-mGAM-p3_S57,12,8
F2-e003Coalescence-mBHI-p5_S13,10,8
F4-e003Coalescence-mBHI-p3_S23,12,7
F2-e003Coalescence-mGAM-p3_S69,12,8
E9-e003Coalescence-mGAM-p5_S54,12,8
G3-e003Coalescence-mGAM-p5_S74,12,8
E111-e003Coalescence-mGAM-p5_S56,12,8
G100-e003Coalescence-mGAM-p5_S79,12,8
H100-e003Coalescence-mGAM-p5_S91,7,4
G9-e003Coalescence-mBHI-p3_S130,11,7
E4-e003Coalescence-mGAM-p7_S147,12,8
E4-e003Coalescence-mGAM-p3_S59,12,8
H4-e003Coalescence-mBHI-p5_S39,11,8
F4-e003Coalescence-mGAM-p3_S71,12,8
H100-e003Coalescence-mBHI-p7_S139,12,8
G8-e003Coalescence-mBHI-p5_S29,10,8
G8-e003Coalescence-mGAM-p7_S173,12,8
E4-e003Coalescence-mBHI-p3_S11,3,0
E2-e003Coalescence-mGAM-p5_S49,12,8
H9-e003Coalescence-mBHI-p5_S42,9,8
H111-e003Coalescence-mGAM-p3_S192,12,8
F5-e003Coalescence-mBHI-p3_S24,9,7
E8-e003Coalescence-mBHI-p3_S105,12,8
E8-e003Coalescence-mGAM-p7_S149,12,8
E9-e003Coalescence-mGAM-p7_S150,2,2
H5-e003Coalescence-mBHI-p7_S136,9,1
G9-e003Coalescence-mBHI-p5_S30,11,7
F111-e003Coalescence-mBHI-p7_S116,11,8
F5-e003Coalescence-mBHI-p7_S112,11,7
F4-e003Coalescence-mGAM-p7_S159,12,8
F111-e003Coalescence-mBHI-p3_S120,11,1
H3-e003Coalescence-mGAM-p5_S86,12,8
E4-e003Coalescence-mBHI-p7_S99,5,8
H4-e003Coalescence-mGAM-p5_S87,11,8
E100-e003Coalescence-mGAM-p7_S151,12,8
G9-e003Coalescence-mGAM-p3_S178,12,8
H9-e003Coalescence-mBHI-p7_S138,2,4
H8-e003Coalescence-mGAM-p7_S185,12,8
G2-e003Coalescence-mGAM-p3_S81,12,8
F111-e003Coalescence-mBHI-p5_S20,5,6
F8-e003Coalescence-mBHI-p5_S17,12,8
G100-e003Coalescence-mBHI-p7_S127,12,8
E5-e003Coalescence-mGAM-p5_S52,12,7
