,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,2218103.0,310601.0
A5-e003Coalescence-mBHI-inoculumn-redo,4150984.0,571144.0
A5-e003Coalescence-mBHI-p3,1081677.0,143424.0
A5-e003Coalescence-mBHI-p7,7677274.0,1013839.0
A5-e003Coalescence-mGAM-p3,1221212.0,161777.0
D2-e003Coalescence-Inoculumn-mBHI,2319505.0,316063.0
D2-e003Coalescence-mBHI-p3,4872612.0,643000.0
D2-e003Coalescence-mBHI-p5,3369833.0,442648.0
D2-e003Coalescence-mBHI-p7,147701.0,17647.0
D2-e003Coalescence-mGAM-p5,2240877.0,299957.0
E5-e003Coalescence-mBHI-p3_S12,4325347.0,565283.0
E5-e003Coalescence-mBHI-p5_S4,4558181.0,592329.0
E5-e003Coalescence-mBHI-p7_S100,3374808.0,449093.0
E5-e003Coalescence-mGAM-p3_S60,589906.0,78591.0
E5-e003Coalescence-mGAM-p5_S52,922475.0,124408.0
E5-e003Coalescence-mGAM-p7_S148,4079808.0,562006.0
H2-e003Coalescence-mBHI-p3_S45,5695198.0,739264.0
H2-e003Coalescence-mBHI-p7_S133,4790996.0,624192.0
H2-e003Coalescence-mGAM-p3_S93,1249269.0,164302.0
H2-e003Coalescence-mGAM-p5_S85,299594.0,39050.0
H2-e003Coalescence-mGAM-p7_S181,5618892.0,751606.0
