,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,7561510.0,7182042.0
A11-e003Coalescence-mBHI-p5,1380234.0,1304880.0
A11-e003Coalescence-mBHI-p7,574706.0,548502.0
A11-e003Coalescence-mGAM-p3,916647.0,864154.0
A11-e003Coalescence-mGAM-p7,373500.0,350944.0
A5-e003Coalescence-Inoculumn-mGAM,934341.0,948132.0
D2-e003Coalescence-Inoculumn-mGAM,859410.0,876609.0
D8-e003Coalescence-mBHI-p5,2332190.0,2204721.0
D8-e003Coalescence-mGAM-p5,758542.0,717713.0
E111-e003Coalescence-mBHI-p3_S108,1472935.0,1354835.0
E111-e003Coalescence-mBHI-p5_S8,1855413.0,1723668.0
E111-e003Coalescence-mBHI-p7_S104,2469437.0,2294414.0
E111-e003Coalescence-mGAM-p5_S56,524918.0,485011.0
H8-e003Coalescence-mBHI-p5_S41,3447756.0,3197426.0
H8-e003Coalescence-mBHI-p7_S137,4605943.0,4255966.0
H8-e003Coalescence-mGAM-p5_S89,707029.0,652904.0
H8-e003Coalescence-mGAM-p7_S185,2117770.0,1977414.0
