,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,1118667.0,1262368.0
B5-e003Coalescence-mBHI-p3,1243033.0,1288757.0
B5-e003Coalescence-mBHI-p5,756165.0,793194.0
B5-e003Coalescence-mBHI-p7,1262907.0,1360883.0
B5-e003Coalescence-mGAM-p3,334222.0,372778.0
B5-e003Coalescence-mGAM-p5,183896.0,207406.0
B5-e003Coalescence-mGAM-p7,106151.0,118990.0
D3-e003Coalescence-Inoculumn-mBHI,2535280.0,2867914.0
D3-e003Coalescence-mBHI-p5,697967.0,747436.0
D3-e003Coalescence-mBHI-p7,1140419.0,1224253.0
D3-e003Coalescence-mGAM-p3,435519.0,469599.0
D3-e003Coalescence-mGAM-p5,983451.0,1086674.0
F5-e003Coalescence-mBHI-p3_S24,1596295.0,1681867.0
F5-e003Coalescence-mBHI-p5_S16,856222.0,891791.0
F5-e003Coalescence-mBHI-p7_S112,564498.0,624298.0
F5-e003Coalescence-mGAM-p3_S72,85996.0,97050.0
F5-e003Coalescence-mGAM-p5_S64,710848.0,792381.0
F5-e003Coalescence-mGAM-p7_S160,442182.0,475590.0
H3-e003Coalescence-mBHI-p3_S46,1440689.0,1488205.0
H3-e003Coalescence-mBHI-p5_S38,1114740.0,1182880.0
H3-e003Coalescence-mBHI-p7_S134,754677.0,833910.0
H3-e003Coalescence-mGAM-p3_S94,311217.0,340385.0
H3-e003Coalescence-mGAM-p5_S86,331486.0,372195.0
H3-e003Coalescence-mGAM-p7_S182,410828.0,454284.0
