,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.5,0.5569999999999999
A3-e003Coalescence-mBHI-p3,0.5489999999999999,0.591
A3-e003Coalescence-mGAM-p7,0.271,1.0
B2-e003Coalescence-Inoculumn-mBHI,0.518,0.5389999999999999
B2-e003Coalescence-mBHI-p3,0.518,0.614
B2-e003Coalescence-mBHI-p5,0.18600000000000005,1.0
B2-e003Coalescence-mBHI-p7,0.21599999999999997,1.0
B2-e003Coalescence-mGAM-p3,0.246,0.944
E3-e003Coalescence-mBHI-p3_S10,0.494,0.609
E3-e003Coalescence-mBHI-p5_S2,0.5369999999999999,0.554
E3-e003Coalescence-mGAM-p3_S58,0.222,0.943
E3-e003Coalescence-mGAM-p5_S50,0.183,0.964
E3-e003Coalescence-mGAM-p7_S146,0.227,0.977
F2-e003Coalescence-mBHI-p3_S21,0.509,0.649
F2-e003Coalescence-mBHI-p5_S13,0.5449999999999999,0.5489999999999999
F2-e003Coalescence-mBHI-p7_S109,0.0,1.0
F2-e003Coalescence-mGAM-p3_S69,0.257,1.0
F2-e003Coalescence-mGAM-p5_S61,0.17100000000000004,0.966
F2-e003Coalescence-mGAM-p7_S157,0.20299999999999996,1.0
