,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.928,0.489
B5-e003Coalescence-mBHI-p3,0.788,0.861
B5-e003Coalescence-mBHI-p5,0.759,0.785
B5-e003Coalescence-mBHI-p7,0.794,0.638
B5-e003Coalescence-mGAM-p3,1.0,1.0
B5-e003Coalescence-mGAM-p5,1.0,1.0
B5-e003Coalescence-mGAM-p7,0.812,1.0
D3-e003Coalescence-Inoculumn-mBHI,0.924,0.493
D3-e003Coalescence-mBHI-p5,0.821,0.719
D3-e003Coalescence-mBHI-p7,0.768,0.618
D3-e003Coalescence-mGAM-p3,1.0,0.915
D3-e003Coalescence-mGAM-p5,0.983,0.97
F5-e003Coalescence-mBHI-p3_S24,0.804,0.837
F5-e003Coalescence-mBHI-p5_S16,0.734,0.78
F5-e003Coalescence-mBHI-p7_S112,0.853,0.581
F5-e003Coalescence-mGAM-p3_S72,1.0,1.0
F5-e003Coalescence-mGAM-p5_S64,0.957,1.0
F5-e003Coalescence-mGAM-p7_S160,0.904,0.964
H3-e003Coalescence-mBHI-p3_S46,0.719,0.85
H3-e003Coalescence-mBHI-p5_S38,0.808,0.802
H3-e003Coalescence-mBHI-p7_S134,0.872,0.603
H3-e003Coalescence-mGAM-p3_S94,1.0,1.0
H3-e003Coalescence-mGAM-p5_S86,1.0,1.0
H3-e003Coalescence-mGAM-p7_S182,0.923,1.0
