,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,0.21899999999999997,0.819
C11-e003Coalescence-mBHI-p5,0.291,0.787
C11-e003Coalescence-mGAM-p3,0.195,0.857
C11-e003Coalescence-mGAM-p5,0.104,0.945
C11-e003Coalescence-mGAM-p7,0.118,1.0
C5-e003Coalescence-Inoculumn-mGAM,0.63,0.736
D10-e003Coalescence-mBHI-p3,0.391,0.74
D10-e003Coalescence-mBHI-p5,0.5,0.7110000000000001
D10-e003Coalescence-mBHI-p7,0.532,0.7070000000000001
D10-e003Coalescence-mGAM-p3,0.16050000000000003,0.857
D10-e003Coalescence-mGAM-p5,0.11599999999999999,1.0
D10-e003Coalescence-mGAM-p7,0.10799999999999998,1.0
D4-e003Coalescence-Inoculumn-mGAM,0.65,0.667
G111-e003Coalescence-mBHI-p3_S132,0.375,1.0
G111-e003Coalescence-mBHI-p5_S32,0.491,0.712
G111-e003Coalescence-mBHI-p7_S128,0.5329999999999999,0.679
G111-e003Coalescence-mGAM-p3_S180,0.146,0.887
G111-e003Coalescence-mGAM-p5_S80,0.08299999999999996,1.0
G111-e003Coalescence-mGAM-p7_S176,0.0,1.0
H100-e003Coalescence-mBHI-p5_S43,0.508,0.72
H100-e003Coalescence-mBHI-p7_S139,0.401,0.73
H100-e003Coalescence-mGAM-p5_S91,0.308,0.925
H100-e003Coalescence-mGAM-p7_S187,0.16700000000000004,1.0
