,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,1397355.0,144703.0
A3-e003Coalescence-mBHI-p3,5433658.0,552851.0
A3-e003Coalescence-mGAM-p7,844580.0,75922.0
B2-e003Coalescence-Inoculumn-mBHI,1722137.0,174165.0
B2-e003Coalescence-mBHI-p3,7266456.0,738185.0
B2-e003Coalescence-mBHI-p5,3806319.0,348850.0
B2-e003Coalescence-mBHI-p7,729286.0,65899.0
B2-e003Coalescence-mGAM-p3,1913903.0,177352.0
E3-e003Coalescence-mBHI-p3_S10,5655190.0,572036.0
E3-e003Coalescence-mBHI-p5_S2,6233681.0,642350.0
E3-e003Coalescence-mGAM-p3_S58,2023862.0,185472.0
E3-e003Coalescence-mGAM-p5_S50,4590932.0,418213.0
E3-e003Coalescence-mGAM-p7_S146,4494565.0,411863.0
F2-e003Coalescence-mBHI-p3_S21,3080162.0,305807.0
F2-e003Coalescence-mBHI-p5_S13,13256314.0,1378480.0
F2-e003Coalescence-mBHI-p7_S109,136287.0,11845.0
F2-e003Coalescence-mGAM-p3_S69,1243990.0,111074.0
F2-e003Coalescence-mGAM-p5_S61,2702783.0,240764.0
F2-e003Coalescence-mGAM-p7_S157,1945328.0,177508.0
