,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,3141524.0,560195.0
B10-e003Coalescence-mBHI-p5,4538555.0,818898.0
B10-e003Coalescence-mGAM-p3,1167533.0,241567.0
B10-e003Coalescence-mGAM-p7,333756.0,69039.0
B4-e003Coalescence-Inoculumn-mGAM,3055631.0,556836.0
C3-e003Coalescence-Inoculumn-mGAM,1448737.0,256960.0
C9-e003Coalescence-mBHI-p3,5262953.0,965004.0
C9-e003Coalescence-mBHI-p5,4523771.0,825857.0
C9-e003Coalescence-mBHI-p7,1326277.0,232881.0
C9-e003Coalescence-mGAM-p3,1562911.0,330513.0
C9-e003Coalescence-mGAM-p5,1724948.0,361504.0
C9-e003Coalescence-mGAM-p7,1215544.0,252801.0
F100-e003Coalescence-mBHI-p7_S115,5811246.0,1030745.0
F100-e003Coalescence-mGAM-p3_S167,850632.0,184924.0
F100-e003Coalescence-mGAM-p5_S67,455080.0,97737.0
F100-e003Coalescence-mGAM-p7_S163,1731267.0,369952.0
G9-e003Coalescence-mBHI-p3_S130,2751924.0,503114.0
G9-e003Coalescence-mBHI-p5_S30,5166488.0,918538.0
G9-e003Coalescence-mGAM-p3_S178,2286214.0,486023.0
G9-e003Coalescence-mGAM-p5_S78,778462.0,166890.0
G9-e003Coalescence-mGAM-p7_S174,1650748.0,357731.0
