,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,1216874.0,109013.0
A10-e003Coalescence-mBHI-p5,4384874.0,381866.0
A10-e003Coalescence-mBHI-p7,6056978.0,513895.0
A10-e003Coalescence-mGAM-p3,3042825.0,288347.0
A10-e003Coalescence-mGAM-p7,1277294.0,112597.0
A4-e003Coalescence-Inoculumn-mGAM,5192957.0,549448.0
C2-e003Coalescence-Inoculumn-mGAM,1867954.0,192050.0
C8-e003Coalescence-mBHI-p5,19168207.0,1625360.0
C8-e003Coalescence-mBHI-p7,5583970.0,466789.0
C8-e003Coalescence-mGAM-p7,2480724.0,219306.0
E100-e003Coalescence-mBHI-p5_S7,10272731.0,911955.0
E100-e003Coalescence-mBHI-p7_S103,4841576.0,447741.0
E100-e003Coalescence-mGAM-p3_S155,2117106.0,199972.0
E100-e003Coalescence-mGAM-p5_S55,1315523.0,126013.0
E100-e003Coalescence-mGAM-p7_S151,1550523.0,148592.0
G8-e003Coalescence-mBHI-p3_S129,13796242.0,1249500.0
G8-e003Coalescence-mBHI-p5_S29,12956055.0,1135078.0
G8-e003Coalescence-mBHI-p7_S125,5874858.0,500646.0
G8-e003Coalescence-mGAM-p3_S177,2211374.0,212351.0
G8-e003Coalescence-mGAM-p5_S77,3262532.0,304445.0
G8-e003Coalescence-mGAM-p7_S173,4911552.0,448641.0
