,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,522530.0,990784.0
B4-e003Coalescence-mBHI-p3,312561.0,570824.0
B4-e003Coalescence-mBHI-p5,21523.0,36234.0
B4-e003Coalescence-mGAM-p5,71448.0,130961.0
C3-e003Coalescence-mBHI-inoculumn-redo,747535.0,1429252.0
C3-e003Coalescence-mBHI-p5,495778.0,961148.0
C3-e003Coalescence-mBHI-p7,442625.0,856350.0
C3-e003Coalescence-mGAM-p3,233056.0,434969.0
C3-e003Coalescence-mGAM-p5,74299.0,135653.0
C3-e003Coalescence-mGAM-p7,259765.0,384960.0
F4-e003Coalescence-mBHI-p3_S23,301022.0,562179.0
F4-e003Coalescence-mBHI-p5_S15,202205.0,361860.0
F4-e003Coalescence-mBHI-p7_S111,350470.0,604745.0
F4-e003Coalescence-mGAM-p3_S71,131543.0,245650.0
F4-e003Coalescence-mGAM-p5_S63,81486.0,154892.0
F4-e003Coalescence-mGAM-p7_S159,168764.0,320262.0
G3-e003Coalescence-mBHI-p3_S34,378964.0,682948.0
G3-e003Coalescence-mBHI-p5_S26,689375.0,1207055.0
G3-e003Coalescence-mBHI-p7_S122,519114.0,860758.0
G3-e003Coalescence-mGAM-p3_S82,128271.0,247633.0
G3-e003Coalescence-mGAM-p5_S74,87038.0,181883.0
