,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,0.189,0.789
B11-e003Coalescence-mGAM-p3,0.294,0.681
B11-e003Coalescence-mGAM-p7,0.75,0.22199999999999998
B5-e003Coalescence-Inoculumn-mGAM,0.453,0.508
D3-e003Coalescence-Inoculumn-mGAM,0.38,0.581
D9-e003Coalescence-mBHI-p3,0.259,0.706
D9-e003Coalescence-mBHI-p5,0.48,0.488
D9-e003Coalescence-mBHI-p7,0.714,0.261
D9-e003Coalescence-mGAM-p3,0.348,0.615
D9-e003Coalescence-mGAM-p5,0.68,0.29300000000000004
D9-e003Coalescence-mGAM-p7,0.801,0.17900000000000005
F111-e003Coalescence-mBHI-p3_S120,0.216,0.748
F111-e003Coalescence-mBHI-p5_S20,0.457,0.493
F111-e003Coalescence-mBHI-p7_S116,0.664,0.282
F111-e003Coalescence-mGAM-p3_S168,0.3055,0.646
F111-e003Coalescence-mGAM-p5_S68,0.404,0.549
F111-e003Coalescence-mGAM-p7_S164,0.44699999999999995,0.5
H9-e003Coalescence-mBHI-p5_S42,0.374,0.5880000000000001
H9-e003Coalescence-mBHI-p7_S138,0.6950000000000001,0.273
H9-e003Coalescence-mGAM-p3_S190,0.31599999999999995,0.652
H9-e003Coalescence-mGAM-p5_S90,0.5640000000000001,0.389
H9-e003Coalescence-mGAM-p7_S186,0.733,0.232
