,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,0.46,1.0
A10-e003Coalescence-mBHI-p5,0.374,0.976
A10-e003Coalescence-mBHI-p7,0.31200000000000006,0.972
A10-e003Coalescence-mGAM-p3,0.6,0.913
A10-e003Coalescence-mGAM-p7,0.41800000000000004,1.0
A4-e003Coalescence-Inoculumn-mGAM,0.8180000000000001,0.5329999999999999
C2-e003Coalescence-Inoculumn-mGAM,0.8049999999999999,0.56
C8-e003Coalescence-mBHI-p5,0.313,0.971
C8-e003Coalescence-mBHI-p7,0.267,0.948
C8-e003Coalescence-mGAM-p7,0.42000000000000004,0.951
E100-e003Coalescence-mBHI-p5_S7,0.44999999999999996,0.974
E100-e003Coalescence-mBHI-p7_S103,0.516,0.9319999999999999
E100-e003Coalescence-mGAM-p3_S155,0.577,0.9075
E100-e003Coalescence-mGAM-p5_S55,0.7030000000000001,1.0
E100-e003Coalescence-mGAM-p7_S151,0.65,0.963
G8-e003Coalescence-mBHI-p3_S129,0.482,0.965
G8-e003Coalescence-mBHI-p5_S29,0.4,0.975
G8-e003Coalescence-mBHI-p7_S125,0.33199999999999996,0.974
G8-e003Coalescence-mGAM-p3_S177,0.764,0.97
G8-e003Coalescence-mGAM-p5_S77,0.562,0.965
G8-e003Coalescence-mGAM-p7_S173,0.487,0.923
