,index,fixed_diffs,comparisons,sample1,species_id
0,C_B1_e003Assembly_6_S205,0,1913091,C_B1_e003Assembly_6_S205,100233
1,C_F4_e003Assembly_6_S256,16153,1588397,C_B1_e003Assembly_6_S205,100233
2,C_F8_e003Assembly_6_S260,16088,1579762,C_B1_e003Assembly_6_S205,100233
3,C_F12_e003Assembly_4_S264,16176,1592332,C_B1_e003Assembly_6_S205,100233
4,D_F8_e003Assembly_S356,15787,1578777,C_B1_e003Assembly_6_S205,100233
5,D_F12_e003Assembly_S360,14055,1641121,C_B1_e003Assembly_6_S205,100233
0,C_B1_e003Assembly_6_S205,16153,1913091,C_F4_e003Assembly_6_S256,100233
1,C_F4_e003Assembly_6_S256,0,1588397,C_F4_e003Assembly_6_S256,100233
2,C_F8_e003Assembly_6_S260,7,1579762,C_F4_e003Assembly_6_S256,100233
3,C_F12_e003Assembly_4_S264,0,1592332,C_F4_e003Assembly_6_S256,100233
4,D_F8_e003Assembly_S356,11,1578777,C_F4_e003Assembly_6_S256,100233
5,D_F12_e003Assembly_S360,905,1641121,C_F4_e003Assembly_6_S256,100233
0,C_B1_e003Assembly_6_S205,16088,1913091,C_F8_e003Assembly_6_S260,100233
1,C_F4_e003Assembly_6_S256,7,1588397,C_F8_e003Assembly_6_S260,100233
2,C_F8_e003Assembly_6_S260,0,1579762,C_F8_e003Assembly_6_S260,100233
3,C_F12_e003Assembly_4_S264,10,1592332,C_F8_e003Assembly_6_S260,100233
4,D_F8_e003Assembly_S356,10,1578777,C_F8_e003Assembly_6_S260,100233
5,D_F12_e003Assembly_S360,906,1641121,C_F8_e003Assembly_6_S260,100233
0,C_B1_e003Assembly_6_S205,16176,1913091,C_F12_e003Assembly_4_S264,100233
1,C_F4_e003Assembly_6_S256,0,1588397,C_F12_e003Assembly_4_S264,100233
2,C_F8_e003Assembly_6_S260,10,1579762,C_F12_e003Assembly_4_S264,100233
3,C_F12_e003Assembly_4_S264,0,1592332,C_F12_e003Assembly_4_S264,100233
4,D_F8_e003Assembly_S356,22,1578777,C_F12_e003Assembly_4_S264,100233
5,D_F12_e003Assembly_S360,855,1641121,C_F12_e003Assembly_4_S264,100233
0,C_B1_e003Assembly_6_S205,15787,1913091,D_F8_e003Assembly_S356,100233
1,C_F4_e003Assembly_6_S256,11,1588397,D_F8_e003Assembly_S356,100233
2,C_F8_e003Assembly_6_S260,10,1579762,D_F8_e003Assembly_S356,100233
3,C_F12_e003Assembly_4_S264,22,1592332,D_F8_e003Assembly_S356,100233
4,D_F8_e003Assembly_S356,0,1578777,D_F8_e003Assembly_S356,100233
5,D_F12_e003Assembly_S360,931,1641121,D_F8_e003Assembly_S356,100233
0,C_B1_e003Assembly_6_S205,14055,1913091,D_F12_e003Assembly_S360,100233
1,C_F4_e003Assembly_6_S256,905,1588397,D_F12_e003Assembly_S360,100233
2,C_F8_e003Assembly_6_S260,906,1579762,D_F12_e003Assembly_S360,100233
3,C_F12_e003Assembly_4_S264,855,1592332,D_F12_e003Assembly_S360,100233
4,D_F8_e003Assembly_S356,931,1578777,D_F12_e003Assembly_S360,100233
5,D_F12_e003Assembly_S360,0,1641121,D_F12_e003Assembly_S360,100233
