,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9999306237857811,0.00010121874057200187
B3-e003Coalescence-Inoculumn-mBHI,1.8233849352713486e-05,0.9999166155454211
A3-e003Coalescence-mBHI-inoculumn-redo,0.19999999999999996,0.786
A3-e003Coalescence-mBHI-p3,0.538,0.438
A3-e003Coalescence-mBHI-p7,8.38760414197259e-06,0.9999687946535287
A3-e003Coalescence-mGAM-p7,0.0010045936731288903,0.9988383844769984
B2-e003Coalescence-Inoculumn-mBHI,0.21899999999999997,0.765
B2-e003Coalescence-mBHI-p3,0.54,0.429
B2-e003Coalescence-mBHI-p5,0.289,0.696
B2-e003Coalescence-mBHI-p7,0.06654704522097199,0.9314926065030993
B2-e003Coalescence-mGAM-p3,0.0011996264126882495,0.9984081007098697
E3-e003Coalescence-mBHI-p3_S10,0.448,0.52
E3-e003Coalescence-mBHI-p5_S2,0.397,0.575
E3-e003Coalescence-mGAM-p3_S58,0.0023482526078981852,0.9967708800203339
E3-e003Coalescence-mGAM-p5_S50,0.0007890931469531247,0.9988500414136803
E3-e003Coalescence-mGAM-p7_S146,0.00020929845688962996,0.9993842684883593
F2-e003Coalescence-mBHI-p3_S21,0.594,0.379
F2-e003Coalescence-mBHI-p5_S13,0.29100000000000004,0.685
F2-e003Coalescence-mGAM-p3_S69,0.0007195311805910662,0.9989100069063653
F2-e003Coalescence-mGAM-p5_S61,0.00014031735224164893,0.9995873885854658
F2-e003Coalescence-mGAM-p7_S157,0.0010057465387635087,0.9985685581298892
