,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.9993575508142827,8.111040138573718e-05
C4-e003Coalescence-Inoculumn-mGAM,0.00013354714272111894,0.9997437635019127
B10-e003Coalescence-mBHI-p3,0.9990217188157507,0.000745528742742912
B10-e003Coalescence-mBHI-p5,0.9997275675372362,0.00013495453639360226
B10-e003Coalescence-mGAM-p3,0.231,0.75
B10-e003Coalescence-mGAM-p7,0.75,0.2
B4-e003Coalescence-Inoculumn-mGAM,0.561,0.413
C3-e003Coalescence-Inoculumn-mGAM,0.565,0.405
C9-e003Coalescence-mBHI-p3,0.9947546278069903,0.004485071874133763
C9-e003Coalescence-mBHI-p5,0.9997074823155032,0.00019726565169994855
C9-e003Coalescence-mBHI-p7,0.999572262482113,0.0003004873766123354
C9-e003Coalescence-mGAM-p3,0.146,0.843
C9-e003Coalescence-mGAM-p5,0.319,0.661
C9-e003Coalescence-mGAM-p7,0.234,0.75
F100-e003Coalescence-mBHI-p7_S115,0.9954460124530351,0.0019220178654386277
F100-e003Coalescence-mGAM-p3_S167,0.126,0.857
F100-e003Coalescence-mGAM-p5_S67,0.33299999999999996,0.643
F100-e003Coalescence-mGAM-p7_S163,0.345,0.6305000000000001
G9-e003Coalescence-mBHI-p3_S130,0.9976805405144117,0.0017563966033770902
G9-e003Coalescence-mBHI-p5_S30,0.999669301753085,0.00014976143676790428
G9-e003Coalescence-mGAM-p3_S178,0.06899999999999995,0.926
G9-e003Coalescence-mGAM-p5_S78,0.093,0.886
G9-e003Coalescence-mGAM-p7_S174,0.075,0.917
