,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B3-e003Coalescence-Inoculumn-mBHI,0.0,0.9982822410147991
D5-e003Coalescence-Inoculumn-mBHI,0.9946646906261578,0.0
B5-e003Coalescence-Inoculumn-mBHI,0.0,0.000330338266384778
B5-e003Coalescence-mBHI-p3,0.8404594294183031,0.0
B5-e003Coalescence-mBHI-p5,0.9573175250092627,0.0
B5-e003Coalescence-mBHI-p7,0.9948869951834013,0.0
B5-e003Coalescence-mGAM-p3,0.04231196739533161,0.0
B5-e003Coalescence-mGAM-p5,0.3389403482771397,0.0
B5-e003Coalescence-mGAM-p7,0.4608373471656169,0.0
D3-e003Coalescence-Inoculumn-mBHI,0.0,0.0
D3-e003Coalescence-mBHI-p5,0.952278621711745,0.0
D3-e003Coalescence-mBHI-p7,0.9931085587254539,0.0
D3-e003Coalescence-mGAM-p3,0.03127084105224157,0.0022463002114164903
D3-e003Coalescence-mGAM-p5,0.00014820303816228233,0.0
F5-e003Coalescence-mBHI-p3_S24,0.9284920340866988,0.0
F5-e003Coalescence-mBHI-p5_S16,0.9848091885883661,0.0
F5-e003Coalescence-mBHI-p7_S112,0.9353834753612449,0.0
F5-e003Coalescence-mGAM-p3_S72,0.03267876991478325,0.04737050739957717
F5-e003Coalescence-mGAM-p5_S64,0.05698406817339755,0.0
F5-e003Coalescence-mGAM-p7_S160,0.342274916635791,0.0
H3-e003Coalescence-mBHI-p3_S46,0.9024824008892183,0.0
H3-e003Coalescence-mBHI-p5_S38,0.9819192293442015,0.0
H3-e003Coalescence-mBHI-p7_S134,0.9848091885883661,0.0
H3-e003Coalescence-mGAM-p3_S94,0.15257502778806967,0.0003964059196617336
H3-e003Coalescence-mGAM-p5_S86,0.023193775472397184,0.0
H3-e003Coalescence-mGAM-p7_S182,0.019636902556502408,0.0
