,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C4-e003Coalescence-Inoculumn-mGAM,0.0,0.9965291955900367
D5-e003Coalescence-Inoculumn-mGAM,0.9969388536006735,0.0
C11-e003Coalescence-mBHI-p3,0.002984617739343384,0.0
C11-e003Coalescence-mBHI-p5,0.0023723884594780745,0.0
C11-e003Coalescence-mGAM-p3,0.0,0.0
C11-e003Coalescence-mGAM-p5,0.0,0.0003402749421532598
C11-e003Coalescence-mGAM-p7,0.0,0.00027221995372260786
C5-e003Coalescence-Inoculumn-mGAM,0.0001530573199663274,0.0
D10-e003Coalescence-mBHI-p3,0.01867299303589194,0.0
D10-e003Coalescence-mBHI-p5,0.8294176168975281,0.0
D10-e003Coalescence-mBHI-p7,0.6381724955996021,0.0
D10-e003Coalescence-mGAM-p3,0.0,0.3761399210562134
D10-e003Coalescence-mGAM-p5,0.0,0.9285422621478154
D10-e003Coalescence-mGAM-p7,0.0,0.9752279842112427
D4-e003Coalescence-Inoculumn-mGAM,0.13392515497053648,0.114196270586634
G111-e003Coalescence-mBHI-p3_S132,0.4287900818856662,0.0003402749421532598
G111-e003Coalescence-mBHI-p5_S32,0.35631744088161016,0.0
G111-e003Coalescence-mBHI-p7_S128,0.8889569143644295,0.0
G111-e003Coalescence-mGAM-p3_S180,0.0005357006198821459,0.002245814618211515
G111-e003Coalescence-mGAM-p5_S80,0.0003061146399326548,0.00013610997686130393
G111-e003Coalescence-mGAM-p7_S176,0.002219331139511747,0.4889750918742344
H100-e003Coalescence-mBHI-p5_S43,0.6150608402846867,0.0
H100-e003Coalescence-mBHI-p7_S139,0.2190250248718145,0.0
H100-e003Coalescence-mGAM-p5_S91,0.23876941914747074,0.0
H100-e003Coalescence-mGAM-p7_S187,0.009183439197979643,0.0016333197223356473
