,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9997429449340988,0.0013067033233605564
B3-e003Coalescence-Inoculumn-mBHI,0.0003561898601115873,0.9996449421848468
A3-e003Coalescence-mBHI-inoculumn-redo,0.18334527371229886,0.7528634268618096
A3-e003Coalescence-mBHI-p3,0.5329208377132691,0.43760192447642926
A3-e003Coalescence-mBHI-p7,0.0003498827524864559,0.999586480148783
A3-e003Coalescence-mGAM-p7,0.003946470445540552,0.9932643324977763
B2-e003Coalescence-Inoculumn-mBHI,0.21964858090078437,0.7512242257621088
B2-e003Coalescence-mBHI-p3,0.5348710277351014,0.4299714562949786
B2-e003Coalescence-mBHI-p5,0.29248257459367677,0.6892645750788389
B2-e003Coalescence-mBHI-p7,0.03961801568690871,0.6388795989326433
B2-e003Coalescence-mGAM-p3,0.0042410447157758555,0.9854858898681975
E3-e003Coalescence-mBHI-p3_S10,0.43731600226408995,0.5120798900299183
E3-e003Coalescence-mBHI-p5_S2,0.39262852753295063,0.5732441174092342
E3-e003Coalescence-mGAM-p3_S58,0.007502951402927144,0.9711975418452332
E3-e003Coalescence-mGAM-p5_S50,0.002963208538853401,0.9877921888897871
E3-e003Coalescence-mGAM-p7_S146,0.0008593838441012375,0.9850833670251475
F2-e003Coalescence-mBHI-p3_S21,0.5706280423708256,0.37444594485323845
F2-e003Coalescence-mBHI-p5_S13,0.28864518476590934,0.680259804317943
F2-e003Coalescence-mGAM-p3_S69,0.0024322794533840064,0.9838354491792675
F2-e003Coalescence-mGAM-p5_S61,0.000644295302013423,0.985410123716342
F2-e003Coalescence-mGAM-p7_S157,0.003415137058300316,0.9818956092827686
