,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9972389150560338
C4-e003Coalescence-mBHI-inoculumn-redo,0.7681825512014191,0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.000725689404934688,0.0
A4-e003Coalescence-mBHI-p3,0.9598451862602806,0.0
A4-e003Coalescence-mBHI-p5,0.994436381228834,0.0
A4-e003Coalescence-mBHI-p7,0.993388163199484,0.0
A4-e003Coalescence-mGAM-p5,0.7006128043863893,0.6940880298846841
C2-e003Coalescence-mBHI-inoculumn-redo,0.012739880664408966,0.0
C2-e003Coalescence-mBHI-p3,0.8994517013384938,0.0
C2-e003Coalescence-mBHI-p5,0.9920980487018223,0.0
C2-e003Coalescence-mGAM-p3,0.9900822447992259,0.0
C2-e003Coalescence-mGAM-p5,0.9971778745363651,0.0
C2-e003Coalescence-mGAM-p7,0.9964521851314304,0.0
E4-e003Coalescence-mBHI-p3_S11,0.9500080632156104,0.0
E4-e003Coalescence-mBHI-p5_S3,0.9699242057732623,0.0
E4-e003Coalescence-mBHI-p7_S99,0.9854862119013063,0.0
E4-e003Coalescence-mGAM-p3_S59,0.989517819706499,0.0
E4-e003Coalescence-mGAM-p5_S51,0.9902435091114337,0.0
E4-e003Coalescence-mGAM-p7_S147,0.9966940815997419,0.0
G2-e003Coalescence-mBHI-p3_S33,0.702951136913401,0.0
G2-e003Coalescence-mBHI-p5_S25,0.9779067892275439,0.0
G2-e003Coalescence-mBHI-p7_S121,0.8421222383486534,8.120838070488874e-05
G2-e003Coalescence-mGAM-p3_S81,0.9836316723109176,0.0
G2-e003Coalescence-mGAM-p5_S73,0.9920980487018223,0.0
