,index,fixed_diffs,num_int_sites,sample1,species_id
0,C9-e003Coalescence-mGAM-p3,0,712205,C9-e003Coalescence-mGAM-p3,101638
1,C11-e003Coalescence-mBHI-p3,0,455308,C9-e003Coalescence-mGAM-p3,101638
2,C9-e003Coalescence-mGAM-p7,0,500113,C9-e003Coalescence-mGAM-p3,101638
3,C8-e003Coalescence-mGAM-p7,19,1423925,C9-e003Coalescence-mGAM-p3,101638
4,D10-e003Coalescence-mBHI-p3,6,592022,C9-e003Coalescence-mGAM-p3,101638
5,B2-e003Coalescence-mBHI-p3,8,640269,C9-e003Coalescence-mGAM-p3,101638
6,A4-e003Coalescence-mBHI-p7,21,1046978,C9-e003Coalescence-mGAM-p3,101638
7,B3-e003Coalescence-mBHI-p3,12,851498,C9-e003Coalescence-mGAM-p3,101638
8,C2-e003Coalescence-mBHI-p5,17,1531728,C9-e003Coalescence-mGAM-p3,101638
9,C4-e003GlycerolRevival-mBHI-p2,0,655282,C9-e003Coalescence-mGAM-p3,101638
10,B2-e003Coalescence-mBHI-p5,23,1376755,C9-e003Coalescence-mGAM-p3,101638
11,C4-e003Coalescence-mGAM-p7,0,1491174,C9-e003Coalescence-mGAM-p3,101638
12,B10-e003Assembly-mGAM-p5,0,708824,C9-e003Coalescence-mGAM-p3,101638
13,C2-e003Coalescence-mGAM-p7,16,1544636,C9-e003Coalescence-mGAM-p3,101638
14,C9-e003Coalescence-mBHI-p5,0,843947,C9-e003Coalescence-mGAM-p3,101638
15,C2-e003Coalescence-mBHI-p3,27,1550808,C9-e003Coalescence-mGAM-p3,101638
16,C9-e003Coalescence-mBHI-p3,5,1477971,C9-e003Coalescence-mGAM-p3,101638
17,D10-e003Coalescence-mGAM-p5,4,895834,C9-e003Coalescence-mGAM-p3,101638
18,C2-e003Coalescence-mGAM-p3,19,1349817,C9-e003Coalescence-mGAM-p3,101638
19,B10-e003Coalescence-mBHI-p5,0,751178,C9-e003Coalescence-mGAM-p3,101638
20,C4-e003Coalescence-mGAM-p5,0,1406224,C9-e003Coalescence-mGAM-p3,101638
21,D5-e003Coalescence-mBHI-p5,19,1486364,C9-e003Coalescence-mGAM-p3,101638
22,D3-e003Assembly-mBHI-p3,6,768389,C9-e003Coalescence-mGAM-p3,101638
23,C4-e003Coalescence-mGAM-p3,1,1546978,C9-e003Coalescence-mGAM-p3,101638
24,D3-e003Assembly-mBHI-p5,8,1546651,C9-e003Coalescence-mGAM-p3,101638
25,A10-e003Coalescence-mGAM-p3,25,1530862,C9-e003Coalescence-mGAM-p3,101638
26,B2-e003Coalescence-mGAM-p3,22,442858,C9-e003Coalescence-mGAM-p3,101638
27,D3-e003Coalescence-mGAM-p5,1,515212,C9-e003Coalescence-mGAM-p3,101638
28,C10-e003Coalescence-mGAM-p3,4,1520946,C9-e003Coalescence-mGAM-p3,101638
29,C3-e003Coalescence-Inoculumn-mGAM,0,473234,C9-e003Coalescence-mGAM-p3,101638
30,D4-e003Coalescence-Inoculumn-mBHI,2,618720,C9-e003Coalescence-mGAM-p3,101638
31,A4-e003Coalescence-mBHI-p5,21,958917,C9-e003Coalescence-mGAM-p3,101638
32,D10-e003Coalescence-mGAM-p7,1,938266,C9-e003Coalescence-mGAM-p3,101638
33,C11-e003Coalescence-mGAM-p3,3,727674,C9-e003Coalescence-mGAM-p3,101638
34,C10-e003Coalescence-mBHI-p7,11,636171,C9-e003Coalescence-mGAM-p3,101638
35,B10-e003Coalescence-mBHI-p3,0,1064478,C9-e003Coalescence-mGAM-p3,101638
36,C11-e003Coalescence-mBHI-p5,1,1515011,C9-e003Coalescence-mGAM-p3,101638
37,C2-e003Coalescence-Inoculumn-mGAM,1,514343,C9-e003Coalescence-mGAM-p3,101638
38,B4-e003Coalescence-Inoculumn-mGAM,3,1527645,C9-e003Coalescence-mGAM-p3,101638
39,A10-e003Coalescence-mGAM-p7,4,1119734,C9-e003Coalescence-mGAM-p3,101638
40,C4-e003Coalescence-Inoculumn-mGAM,0,1354072,C9-e003Coalescence-mGAM-p3,101638
41,B10-e003Assembly-mGAM-p3,4,526228,C9-e003Coalescence-mGAM-p3,101638
42,D10-e003Coalescence-mBHI-p7,0,560357,C9-e003Coalescence-mGAM-p3,101638
43,B10-e003GlycerolRevival-mGAM-p2,1,912883,C9-e003Coalescence-mGAM-p3,101638
44,C10-e003Coalescence-mGAM-p5,3,1544682,C9-e003Coalescence-mGAM-p3,101638
45,A3-e003Coalescence-mBHI-p3,6,444927,C9-e003Coalescence-mGAM-p3,101638
46,A4-e003Coalescence-mBHI-p3,24,1204293,C9-e003Coalescence-mGAM-p3,101638
47,C9-e003Coalescence-mGAM-p5,1,810866,C9-e003Coalescence-mGAM-p3,101638
48,C2-e003Coalescence-mGAM-p5,21,1502257,C9-e003Coalescence-mGAM-p3,101638
49,C8-e003Coalescence-mBHI-p5,9,1338159,C9-e003Coalescence-mGAM-p3,101638
50,B4-e003Coalescence-Inoculumn-mBHI,5,563867,C9-e003Coalescence-mGAM-p3,101638
51,C5-e003Coalescence-Inoculumn-mGAM,1,1530071,C9-e003Coalescence-mGAM-p3,101638
52,C4-e003Coalescence-mBHI-p5,6,881699,C9-e003Coalescence-mGAM-p3,101638
53,A4-e003Coalescence-Inoculumn-mGAM,15,1506279,C9-e003Coalescence-mGAM-p3,101638
54,C2-e003Coalescence-mBHI-p7,0,569461,C9-e003Coalescence-mGAM-p3,101638
55,C10-e003Coalescence-mGAM-p7,1,1547140,C9-e003Coalescence-mGAM-p3,101638
56,C10-e003Coalescence-mBHI-p3,1,1524472,C9-e003Coalescence-mGAM-p3,101638
57,H4-e003Coalescence-mGAM-p7_S183,1,991821,C9-e003Coalescence-mGAM-p3,101638
58,F5-e003Coalescence-mGAM-p5_S64,0,468781,C9-e003Coalescence-mGAM-p3,101638
59,F100-e003Coalescence-mGAM-p7_S163,0,1155108,C9-e003Coalescence-mGAM-p3,101638
60,E3-e003Coalescence-mGAM-p3_S58,13,516408,C9-e003Coalescence-mGAM-p3,101638
61,G4-e003Coalescence-mBHI-p5_S27,2,878137,C9-e003Coalescence-mGAM-p3,101638
62,G2-e003Coalescence-mBHI-p3_S33,12,1521290,C9-e003Coalescence-mGAM-p3,101638
63,G100-e003Coalescence-mGAM-p3_S179,0,1153539,C9-e003Coalescence-mGAM-p3,101638
64,G111-e003Coalescence-mBHI-p5_S32,5,1154220,C9-e003Coalescence-mGAM-p3,101638
