,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,8240.0,4684.0
A3-e003Coalescence-mGAM-p7,35742.0,20091.0
B2-e003Coalescence-Inoculumn-mBHI,22573.0,12777.0
B2-e003Coalescence-mGAM-p3,36574.0,19932.0
E3-e003Coalescence-mGAM-p3_S58,35854.0,19691.0
E3-e003Coalescence-mGAM-p5_S50,110473.0,61854.0
E3-e003Coalescence-mGAM-p7_S146,26245.0,14991.0
F2-e003Coalescence-mGAM-p3_S69,27760.0,16306.0
F2-e003Coalescence-mGAM-p5_S61,74254.0,41936.0
F2-e003Coalescence-mGAM-p7_S157,21783.0,11744.0
