,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,249234.0,262529.0
A11-e003Coalescence-mBHI-p5,54835.0,57939.0
A11-e003Coalescence-mBHI-p7,27118.0,28140.0
A11-e003Coalescence-mGAM-p3,87150.0,91836.0
A11-e003Coalescence-mGAM-p7,26605.0,27451.0
A5-e003Coalescence-Inoculumn-mGAM,43443.0,45698.0
D2-e003Coalescence-Inoculumn-mGAM,47790.0,51068.0
D8-e003Coalescence-mBHI-p5,66679.0,70697.0
D8-e003Coalescence-mGAM-p5,59416.0,63501.0
E111-e003Coalescence-mBHI-p3_S108,69364.0,72102.0
E111-e003Coalescence-mBHI-p5_S8,82574.0,86461.0
E111-e003Coalescence-mBHI-p7_S104,114229.0,122122.0
E111-e003Coalescence-mGAM-p5_S56,41531.0,41883.0
H8-e003Coalescence-mBHI-p5_S41,77168.0,80829.0
H8-e003Coalescence-mBHI-p7_S137,136668.0,143020.0
H8-e003Coalescence-mGAM-p5_S89,54841.0,56492.0
H8-e003Coalescence-mGAM-p7_S185,77390.0,81116.0
