,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,12071.0,67758.0
B11-e003Coalescence-mGAM-p3,94490.0,529663.0
B11-e003Coalescence-mGAM-p7,6781.0,37227.0
B5-e003Coalescence-Inoculumn-mGAM,22882.0,128431.0
D3-e003Coalescence-Inoculumn-mGAM,36673.0,202562.0
D9-e003Coalescence-mBHI-p3,2008.0,10241.0
D9-e003Coalescence-mBHI-p5,14864.0,84054.0
D9-e003Coalescence-mBHI-p7,9672.0,54206.0
D9-e003Coalescence-mGAM-p3,31840.0,178266.0
D9-e003Coalescence-mGAM-p5,24430.0,137044.0
D9-e003Coalescence-mGAM-p7,12523.0,68714.0
F111-e003Coalescence-mBHI-p3_S120,9990.0,58142.0
F111-e003Coalescence-mBHI-p5_S20,6105.0,34396.0
F111-e003Coalescence-mBHI-p7_S116,12152.0,70383.0
F111-e003Coalescence-mGAM-p3_S168,16451.0,93711.0
F111-e003Coalescence-mGAM-p5_S68,6604.0,37705.0
F111-e003Coalescence-mGAM-p7_S164,13858.0,78013.0
H9-e003Coalescence-mBHI-p5_S42,19442.0,109766.0
H9-e003Coalescence-mBHI-p7_S138,7169.0,40667.0
H9-e003Coalescence-mGAM-p3_S190,735.0,4033.0
H9-e003Coalescence-mGAM-p5_S90,10795.0,59245.0
H9-e003Coalescence-mGAM-p7_S186,11773.0,65875.0
