,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,0.571,0.417
B10-e003Coalescence-mBHI-p5,0.722,0.258
B10-e003Coalescence-mGAM-p3,0.8,0.222
B10-e003Coalescence-mGAM-p7,1.0,0.0
B4-e003Coalescence-Inoculumn-mGAM,0.5,0.472
C3-e003Coalescence-Inoculumn-mGAM,0.4735,0.513
C9-e003Coalescence-mBHI-p3,0.6575,0.323
C9-e003Coalescence-mBHI-p5,0.6839999999999999,0.29400000000000004
C9-e003Coalescence-mBHI-p7,0.727,0.273
C9-e003Coalescence-mGAM-p3,0.806,0.2
C9-e003Coalescence-mGAM-p5,0.879,0.125
C9-e003Coalescence-mGAM-p7,0.899,0.118
F100-e003Coalescence-mBHI-p7_S115,0.732,0.267
F100-e003Coalescence-mGAM-p3_S167,1.0,0.0
F100-e003Coalescence-mGAM-p5_S67,1.0,0.0
F100-e003Coalescence-mGAM-p7_S163,0.43799999999999994,0.571
G9-e003Coalescence-mBHI-p3_S130,0.727,0.267
G9-e003Coalescence-mBHI-p5_S30,0.808,0.182
G9-e003Coalescence-mGAM-p3_S178,0.737,0.269
G9-e003Coalescence-mGAM-p5_S78,1.0,0.0
G9-e003Coalescence-mGAM-p7_S174,0.8,0.211
