,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,0.73,0.263
C11-e003Coalescence-mBHI-p5,0.706,0.281
C11-e003Coalescence-mGAM-p3,0.027,0.963
C11-e003Coalescence-mGAM-p5,0.0,1.0
C11-e003Coalescence-mGAM-p7,0.0,1.0
C5-e003Coalescence-Inoculumn-mGAM,0.591,0.394
D10-e003Coalescence-mBHI-p3,0.611,0.375
D10-e003Coalescence-mBHI-p5,0.536,0.444
D10-e003Coalescence-mBHI-p7,0.583,0.4
D10-e003Coalescence-mGAM-p3,0.0,1.0
D10-e003Coalescence-mGAM-p5,0.0,1.0
D10-e003Coalescence-mGAM-p7,0.0,1.0
D4-e003Coalescence-Inoculumn-mGAM,0.6,0.364
G111-e003Coalescence-mBHI-p5_S32,0.614,0.361
G111-e003Coalescence-mBHI-p7_S128,0.75,0.22199999999999998
G111-e003Coalescence-mGAM-p3_S180,0.0,1.0
G111-e003Coalescence-mGAM-p5_S80,0.0,1.0
H100-e003Coalescence-mBHI-p5_S43,0.537,0.43500000000000005
H100-e003Coalescence-mBHI-p7_S139,0.685,0.291
H100-e003Coalescence-mGAM-p5_S91,0.0,1.0
H100-e003Coalescence-mGAM-p7_S187,0.0,1.0
