,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
D5-e003Coalescence-mGAM-p7,10399,11677
C5-e003Coalescence-mBHI-p5,13306,15080
C5-e003Coalescence-mGAM-p3,13295,15079
A3-e003Coalescence-mBHI-inoculumn-redo,12717,14657
D9-e003Assembly-mGAM-p5,8299,9321
B12-e003Coalescence-mGAM-p3,13228,14910
A11-e003Coalescence-mBHI-p7,13253,14938
A3-e003Coalescence-Inoculumn-mGAM,12725,14255
D10-e003Assembly-mGAM-p3,7689,9227
C3-e003Coalescence-mGAM-p5,13254,15099
B4-e004Assembly-mBHI-p5,12929,14685
C10-e003GlycerolRevival-mGAM-p2,12975,14859
D3-e003Assembly-mBHI-p5,12610,14360
A10-e003Coalescence-mGAM-p3,13267,15090
A9-e003Coalescence-mBHI-p3,13313,15077
A2-e003Coalescence-Inoculumn-mBHI,12930,14753
D3-e003Coalescence-mBHI-p7,13298,15059
C3-e003Coalescence-mBHI-p5,13257,15097
D11-e003Assembly-mGAM-p3,12532,13789
D2-e003Assembly-mBHI-p3,13011,14834
B3-e003Assembly-mBHI-p5,13203,15061
A9-e003Coalescence-mBHI-p5,13278,15012
D5-e003Coalescence-Inoculumn-mBHI,13305,15071
B2-e003Coalescence-mGAM-p3,13132,15063
B4-e003Assembly-mBHI-p3,13012,14933
C11-e003Coalescence-mGAM-p5,13302,15109
B3-e003Coalescence-Inoculumn-mBHI,13315,15114
A8-e003Coalescence-mBHI-p5,13043,14836
D5-e004Assembly-mGAM-p7,13071,14877
C2-e003Assembly-mBHI-p5,10110,11596
D9-e003Coalescence-mBHI-p3,12801,14452
D5-e003Assembly-mBHI-p5,13094,14679
A5-e003Coalescence-mBHI-p7,12933,14375
G2-e004Assembly-epsilon-p3,12673,14386
D2-e003Coalescence-mGAM-p5,13286,15032
B9-e003Assembly-mGAM-p5,12624,13432
D3-e003Coalescence-mGAM-p3,13160,14922
D9-e003Coalescence-mGAM-p3,13268,14983
E2-e004Assembly-mGAM-p7,9253,10509
D3-e003Coalescence-mGAM-p5,13312,15108
C10-e003Coalescence-mGAM-p3,13245,15081
A5-e003Coalescence-mBHI-inoculumn-redo,13252,14965
B11-e003Assembly-mGAM-p3,12769,14323
D2-e003Assembly-mBHI-p5,12945,14726
B9-e003Coalescence-mGAM-p7,13270,14999
B11-e003Coalescence-mGAM-p7,13169,14845
C3-e003Coalescence-Inoculumn-mGAM,13248,15048
B5-e003Coalescence-mBHI-p7,13291,15034
A3-e003Coalescence-mGAM-p7,13233,15076
D4-e003Coalescence-Inoculumn-mBHI,13315,15113
A4-e003Coalescence-mBHI-p5,13228,15067
B3-e003Coalescence-mBHI-p7,13268,15102
C2-e004Assembly-mBHI-p7,12870,14636
D10-e003Coalescence-mGAM-p7,13274,15104
C12-e003Coalescence-mGAM-p3,13234,15029
C11-e003Coalescence-mGAM-p3,13305,15114
D5-e004Assembly-mGAM-p3,5558,6289
A10-e003Coalescence-mBHI-p7,13157,14987
C10-e003Coalescence-mBHI-p7,13278,15103
B9-e003Coalescence-mBHI-p5,13309,15089
B10-e003Coalescence-mBHI-p3,13282,15022
C11-e003Coalescence-mBHI-p5,13315,15111
A2-e003Coalescence-mGAM-p7,12805,14587
C5-e003Assembly-mBHI-p3,12740,13845
F5-e004Assembly-epsilon-p3,12960,14738
E3-e004Assembly-mGAM-p5,12962,14761
E2-e004Assembly-mGAM-p5,8786,10064
C3-e003GlycerolRevival-mBHI-p2,12365,14081
D10-e003Coalescence-mGAM-p3,13264,15095
B10-e003Coalescence-mGAM-p7,10752,12027
C4-e004Assembly-mBHI-p3,13000,14733
A9-e003Coalescence-mBHI-p7,13307,15094
C2-e003Coalescence-Inoculumn-mGAM,13003,14891
B3-e003Coalescence-Inoculumn-mGAM,13315,15114
D11-e003Coalescence-mGAM-p7,13218,14942
D5-e003Coalescence-mGAM-p3,13174,14965
E5-e004Assembly-mGAM-p3,12550,14239
D2-e003Coalescence-Inoculumn-mBHI,13201,14903
B4-e003Coalescence-Inoculumn-mGAM,13289,15086
F2-e004Assembly-epsilon-p7,11565,13090
A10-e003Coalescence-mGAM-p7,13174,15041
B2-e003Assembly-mBHI-p3,12702,14538
D9-e003Coalescence-mBHI-p5,13297,15029
C4-e003Coalescence-Inoculumn-mGAM,13113,14983
D4-e003Coalescence-mGAM-p3,13297,15036
B9-e003Coalescence-mBHI-p7,13290,15033
A2-e003Coalescence-mGAM-p5,13028,14834
D11-e003Assembly-mGAM-p5,12593,14075
C3-e003Coalescence-mGAM-p7,13295,15110
B11-e003GlycerolRevival-mGAM-p2,12532,13965
C5-e004Assembly-mBHI-p7,11646,13295
B3-e003Coalescence-mGAM-p5,13269,15098
D9-e003Coalescence-mBHI-p7,13251,15000
G5-e004Assembly-epsilon-p5,12654,14358
B10-e003Assembly-mGAM-p3,8276,9849
D3-e004Assembly-mGAM-p5,12810,14627
C5-e003Coalescence-mBHI-p7,13303,15066
D12-e003Coalescence-mBHI-p3,13189,14858
D4-e004Assembly-mGAM-p7,12078,13732
C11-e003Coalescence-mGAM-p7,13290,15105
C11-e003Assembly-mGAM-p3,13072,14685
D10-e003Coalescence-mBHI-p7,13296,15065
C9-e003Coalescence-mBHI-p7,13285,14999
A2-e003Coalescence-mBHI-p3,12909,14670
B8-e003Coalescence-mGAM-p5,13246,14950
C3-e004Assembly-mBHI-p3,12314,14064
C11-e003Assembly-mGAM-p5,12217,13503
B10-e003GlycerolRevival-mGAM-p2,9546,11384
B3-e003Coalescence-mBHI-p5,13283,15109
C2-e003Coalescence-mBHI-inoculumn-redo,13281,15097
A8-e003Coalescence-mGAM-p7,13001,14793
C11-e003GlycerolRevival-mGAM-p2,12586,14167
B2-e003Coalescence-Inoculumn-mBHI,13129,14995
A11-e003Coalescence-mBHI-p5,13302,15029
C10-e003Coalescence-mGAM-p5,13295,15109
C4-e003Assembly-mBHI-p5,13195,15032
C9-e003Assembly-mGAM-p5,12158,13790
A5-e003Coalescence-Inoculumn-mGAM,13131,14876
A3-e003Coalescence-mBHI-p3,13164,14994
AG-Fecal,12941,14661
D4-e003Coalescence-Inoculumn-mGAM,10001,11231
A2-e003Coalescence-mBHI-p5,12924,14725
B5-e004Assembly-mBHI-p5,12904,14677
G2-e004Assembly-epsilon-p5,12651,14378
C5-e003Assembly-mBHI-p5,11273,11244
C10-e003Coalescence-mBHI-p5,13285,15105
B9-e003Coalescence-mBHI-p3,13257,15005
C3-e003Coalescence-mBHI-inoculumn-redo,13262,15078
B5-e003Coalescence-mGAM-p3,13022,14777
C3-e003Assembly-mBHI-p5,12359,14066
F2-e004Assembly-epsilon-p5,12496,14135
A5-e003Coalescence-mBHI-p3,7279,7684
C4-e004Assembly-mBHI-p7,12538,14238
A4-e003Coalescence-mBHI-p3,13042,14938
C9-e003GlycerolRevival-mGAM-p2,12610,14295
B2-e004Assembly-mBHI-p7,12617,14323
B4-e004Assembly-mBHI-p3,12539,14274
F3-e004Assembly-epsilon-p5,11991,13764
C9-e003Coalescence-mGAM-p5,13292,15095
A2-e003Coalescence-mBHI-inoculumn-redo,12974,14767
C2-e003Coalescence-mGAM-p5,13205,15065
B8-e003GlycerolRevival-mGAM-p2,9067,10407
C8-e003Coalescence-mBHI-p5,13309,15112
B8-e003Coalescence-mGAM-p7,13273,15007
B4-e003Coalescence-Inoculumn-mBHI,13296,15102
D2-e003Coalescence-Inoculumn-mGAM,13125,14879
B8-e003Coalescence-mBHI-p7,13276,15010
B3-e004Assembly-mBHI-p3,12116,13889
D3-e003Coalescence-Inoculumn-mGAM,13267,15009
B11-e003Coalescence-mBHI-p3,13254,15018
C5-e003Coalescence-Inoculumn-mGAM,13303,15095
C4-e003Coalescence-mBHI-p5,13310,15112
B2-e004Assembly-mBHI-p3,12803,14536
G3-e004Assembly-epsilon-p5,12250,14019
A11-e003Coalescence-mBHI-p3,13309,15095
B2-e004Assembly-mBHI-p5,12838,14625
B4-e004Assembly-mBHI-p7,12840,14547
B2-e003Coalescence-mBHI-p7,9186,11093
A4-e003Coalescence-Inoculumn-mGAM,13249,15048
B4-e003Coalescence-mBHI-p3,13263,15105
A5-e003Coalescence-Inoculumn-mBHI,12246,13611
A9-e003Coalescence-mGAM-p5,13290,15001
C10-e003Coalescence-mGAM-p7,13304,15110
F3-e004Assembly-epsilon-p7,12163,13902
A11-e003Coalescence-mGAM-p3,13296,15056
C10-e003Coalescence-mBHI-p3,13286,15105
D2-e003Coalescence-mBHI-p3,13263,14939
C5-e003GlycerolRevival-mBHI-p2,13107,14662
H5-e003Coalescence-mBHI-p5_S40,13260,14877
E2-e003Coalescence-mGAM-p7_S145,12842,14628
G5-e003Coalescence-mBHI-p7_S124,13226,14890
H111-e003Coalescence-mGAM-p7_S188,13260,14979
H4-e003Coalescence-mGAM-p7_S183,13252,14892
F5-e003Coalescence-mGAM-p5_S64,13267,14959
F5-e003Coalescence-mGAM-p7_S160,13118,14763
F8-e003Coalescence-mBHI-p3_S117,13246,14829
H3-e003Coalescence-mBHI-p3_S46,13246,14878
H2-e003Coalescence-mBHI-p7_S133,13080,14602
E5-e003Coalescence-mBHI-p3_S12,13043,14593
F100-e003Coalescence-mGAM-p7_S163,13263,15079
F9-e003Coalescence-mBHI-p5_S18,13265,14884
H3-e003Coalescence-mBHI-p7_S134,13181,14806
E3-e003Coalescence-mGAM-p3_S58,12929,14955
G4-e003Coalescence-mBHI-p5_S27,13279,15095
E8-e003Coalescence-mBHI-p5_S5,12951,14769
G2-e003Coalescence-mBHI-p3_S33,13157,15071
E9-e003Coalescence-mBHI-p5_S6,13235,14854
H111-e003Coalescence-mBHI-p3_S144,13170,14922
G111-e003Coalescence-mGAM-p5_S80,13287,15082
G100-e003Coalescence-mGAM-p3_S179,12984,14927
F111-e003Coalescence-mGAM-p5_S68,13078,14631
G111-e003Coalescence-mBHI-p5_S32,13273,14973
G5-e003Coalescence-mBHI-p3_S36,13110,14734
H2-e003Coalescence-mGAM-p7_S181,13257,14916
H9-e003Coalescence-mGAM-p3_S190,10491,11590
E3-e003Coalescence-mBHI-p3_S10,12924,14813
H2-e003Coalescence-mGAM-p5_S85,9128,9802
G8-e003Coalescence-mGAM-p3_S177,12926,14812
F2-e003Coalescence-mGAM-p7_S157,13001,14960
H3-e003Coalescence-mGAM-p3_S94,13038,14729
H4-e003Coalescence-mGAM-p3_S95,12466,13895
E5-e003Coalescence-mBHI-p7_S100,12934,14462
G111-e003Coalescence-mBHI-p3_S132,5686,5890
F3-e003Coalescence-mGAM-p3_S70,12809,14700
E100-e003Coalescence-mBHI-p7_S103,12889,14741
F9-e003Coalescence-mGAM-p5_S66,13228,14833
G111-e003Coalescence-mGAM-p7_S176,7062,8434
H100-e003Coalescence-mGAM-p7_S187,13084,14866
E100-e003Coalescence-mGAM-p3_S155,13160,15041
E3-e003Coalescence-mGAM-p5_S50,13087,15033
F5-e003Coalescence-mGAM-p3_S72,12579,14342
E9-e003Coalescence-mBHI-p7_S102,13251,14885
E5-e003Coalescence-mBHI-p5_S4,13015,14493
F111-e003Coalescence-mGAM-p7_S164,12939,14507
E111-e003Coalescence-mBHI-p5_S8,13244,14873
H100-e003Coalescence-mBHI-p5_S43,13278,14956
F2-e003Coalescence-mGAM-p5_S61,13027,15013
F5-e003Coalescence-mBHI-p5_S16,13176,14699
F8-e003Coalescence-mGAM-p5_S65,13039,14577
H8-e003Coalescence-mBHI-p7_S137,13256,14876
G9-e003Coalescence-mGAM-p5_S78,12949,14864
E2-e003Coalescence-mBHI-p5_S1,12718,14526
E2-e003Coalescence-mBHI-p3_S9,12745,14501
G8-e003Coalescence-mGAM-p5_S77,13101,15001
G3-e003Coalescence-mBHI-p3_S34,13189,15082
G100-e003Coalescence-mBHI-p5_S31,13198,15074
F9-e003Coalescence-mBHI-p3_S118,11420,12397
E111-e003Coalescence-mBHI-p3_S108,12796,14300
G3-e003Coalescence-mBHI-p5_S26,13233,15091
G5-e003Coalescence-mBHI-p5_S28,13276,14951
H111-e003Coalescence-mGAM-p5_S92,13175,14828
G4-e003Coalescence-mBHI-p3_S35,13275,15096
H9-e003Coalescence-mGAM-p5_S90,13127,14674
H2-e003Coalescence-mBHI-p3_S45,13226,14854
E8-e003Coalescence-mBHI-p7_S101,12915,14731
E4-e003Coalescence-mBHI-p5_S3,13148,15039
H2-e003Coalescence-mGAM-p3_S93,13006,14558
E4-e003Coalescence-mGAM-p5_S51,12992,14975
G9-e003Coalescence-mGAM-p7_S174,13190,15056
F2-e003Coalescence-mBHI-p3_S21,12812,14677
E8-e003Coalescence-mGAM-p3_S153,13239,15092
G111-e003Coalescence-mGAM-p3_S180,13084,14868
G5-e003Coalescence-mGAM-p3_S84,13232,14965
H8-e003Coalescence-mBHI-p5_S41,13269,14956
E100-e003Coalescence-mBHI-p5_S7,13236,15063
G100-e003Coalescence-mGAM-p7_S175,13112,15060
F9-e003Coalescence-mGAM-p7_S162,13047,14585
E2-e003Coalescence-mBHI-p7_S97,10902,12569
F8-e003Coalescence-mGAM-p7_S161,12844,14289
F3-e003Coalescence-mBHI-p3_S22,13188,15072
G3-e003Coalescence-mBHI-p7_S122,13201,15074
G5-e003Coalescence-mGAM-p5_S76,13232,14961
G5-e003Coalescence-mGAM-p7_S172,13253,14984
G4-e003Coalescence-mGAM-p5_S75,13219,15057
G8-e003Coalescence-mBHI-p3_S129,13270,15094
E5-e003Coalescence-mGAM-p3_S60,13120,14691
G2-e003Coalescence-mGAM-p5_S73,13057,15022
E5-e003Coalescence-mGAM-p7_S148,13179,14842
H9-e003Coalescence-mGAM-p7_S186,13141,14762
E100-e003Coalescence-mGAM-p5_S55,13085,14973
E8-e003Coalescence-mGAM-p5_S53,12938,14748
H5-e003Coalescence-mGAM-p3_S96,13083,14572
G4-e003Coalescence-mGAM-p3_S83,13114,15047
F4-e003Coalescence-mBHI-p7_S111,13135,15058
H3-e003Coalescence-mGAM-p7_S182,13227,14975
H5-e003Coalescence-mGAM-p5_S88,13155,14750
F4-e003Coalescence-mGAM-p5_S63,13127,15010
G4-e003Coalescence-mGAM-p7_S171,12996,14956
H8-e003Coalescence-mGAM-p5_S89,13199,14816
F3-e003Coalescence-mBHI-p5_S14,13166,15062
F100-e003Coalescence-mBHI-p7_S115,13221,14856
E3-e003Coalescence-mGAM-p7_S146,12991,14976
F100-e003Coalescence-mGAM-p3_S167,12672,14533
G100-e003Coalescence-mBHI-p3_S131,12532,14310
G4-e003Coalescence-mBHI-p7_S123,13260,15086
E9-e003Coalescence-mGAM-p3_S154,13037,14656
F3-e003Coalescence-mGAM-p5_S62,13171,15044
H4-e003Coalescence-mBHI-p7_S135,13261,14920
E3-e003Coalescence-mBHI-p5_S2,13199,15020
G111-e003Coalescence-mBHI-p7_S128,13255,14933
H3-e003Coalescence-mBHI-p5_S38,13235,14890
G3-e003Coalescence-mGAM-p3_S82,13144,15050
F111-e003Coalescence-mGAM-p3_S168,13016,14575
F3-e003Coalescence-mGAM-p7_S158,12671,14626
F8-e003Coalescence-mBHI-p7_S113,12993,14621
G2-e003Coalescence-mBHI-p7_S121,10844,12748
H4-e003Coalescence-mBHI-p3_S47,13267,15011
F3-e003Coalescence-mBHI-p7_S110,12957,14913
F100-e003Coalescence-mGAM-p5_S67,11844,13573
G8-e003Coalescence-mBHI-p7_S125,13236,15074
F4-e003Coalescence-mBHI-p5_S15,13169,15065
H111-e003Coalescence-mBHI-p5_S44,13281,14944
E111-e003Coalescence-mBHI-p7_S104,12988,14577
E2-e003Coalescence-mGAM-p3_S57,12939,14724
F2-e003Coalescence-mBHI-p5_S13,13229,15093
F4-e003Coalescence-mBHI-p3_S23,13164,15064
F2-e003Coalescence-mGAM-p3_S69,13036,14969
E9-e003Coalescence-mGAM-p5_S54,12889,14369
G3-e003Coalescence-mGAM-p5_S74,13146,15070
E111-e003Coalescence-mGAM-p5_S56,13134,14783
G100-e003Coalescence-mGAM-p5_S79,13179,15068
H100-e003Coalescence-mGAM-p5_S91,13146,14861
G9-e003Coalescence-mBHI-p3_S130,12842,14381
E4-e003Coalescence-mGAM-p7_S147,13164,15060
E4-e003Coalescence-mGAM-p3_S59,13106,15025
H4-e003Coalescence-mBHI-p5_S39,13252,14945
F4-e003Coalescence-mGAM-p3_S71,13175,15063
H100-e003Coalescence-mBHI-p7_S139,13250,14922
G8-e003Coalescence-mBHI-p5_S29,13274,15089
G2-e003Coalescence-mBHI-p5_S25,13125,15044
G8-e003Coalescence-mGAM-p7_S173,13166,15052
E4-e003Coalescence-mBHI-p3_S11,13122,15030
E2-e003Coalescence-mGAM-p5_S49,12825,14638
H9-e003Coalescence-mBHI-p5_S42,13238,14897
H111-e003Coalescence-mGAM-p3_S192,13249,14887
F5-e003Coalescence-mBHI-p3_S24,13224,14816
E8-e003Coalescence-mBHI-p3_S105,12586,14337
E8-e003Coalescence-mGAM-p7_S149,12916,14714
H5-e003Coalescence-mBHI-p7_S136,12957,14500
G9-e003Coalescence-mBHI-p5_S30,13264,14935
F111-e003Coalescence-mBHI-p7_S116,12896,14411
F5-e003Coalescence-mBHI-p7_S112,13196,14824
F4-e003Coalescence-mGAM-p7_S159,13165,15054
F111-e003Coalescence-mBHI-p3_S120,12971,14483
H3-e003Coalescence-mGAM-p5_S86,13229,14965
E4-e003Coalescence-mBHI-p7_S99,12909,14877
H4-e003Coalescence-mGAM-p5_S87,13172,14786
E100-e003Coalescence-mGAM-p7_S151,12779,14768
G9-e003Coalescence-mGAM-p3_S178,13186,15042
H9-e003Coalescence-mBHI-p7_S138,12897,14480
H8-e003Coalescence-mGAM-p7_S185,13275,15021
G2-e003Coalescence-mGAM-p3_S81,13094,15035
F111-e003Coalescence-mBHI-p5_S20,12946,14378
F8-e003Coalescence-mBHI-p5_S17,13255,14891
G100-e003Coalescence-mBHI-p7_S127,13169,15061
E5-e003Coalescence-mGAM-p5_S52,13074,14632
