,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,6,4
C9-e003Coalescence-mGAM-p3,4,4
D2-e004Assembly-mGAM-p7,2,0
B5-e004Assembly-mBHI-p3,4,0
C11-e003Coalescence-mBHI-p3,6,4
D11-e003Coalescence-mBHI-p5,6,4
C9-e003Coalescence-mGAM-p7,6,4
C8-e003Coalescence-mGAM-p7,6,4
D10-e003Coalescence-mBHI-p3,6,4
F3-e004Assembly-epsilon-p3,1,0
B2-e003Coalescence-mBHI-p3,6,4
A8-e003Coalescence-mBHI-p3,6,3
A4-e003Coalescence-mBHI-p7,6,4
B4-e003Coalescence-mBHI-p5,3,3
A3-e003Coalescence-mBHI-p7,6,4
B9-e003Coalescence-mGAM-p5,6,4
A4-e003Coalescence-mBHI-inoculumn-redo,6,4
B3-e003Coalescence-mBHI-p3,6,4
D4-e003Coalescence-mBHI-p5,6,4
C2-e003Coalescence-mBHI-p5,4,4
B3-e004Assembly-mBHI-p7,4,4
B5-e004Assembly-mBHI-p7,4,0
D4-e003Coalescence-mBHI-p3,4,4
C4-e003GlycerolRevival-mBHI-p2,4,4
G5-e004Assembly-epsilon-p3,4,4
C5-e004Assembly-mBHI-p3,3,0
D10-e003Assembly-mGAM-p5,3,3
B2-e003Assembly-mBHI-p5,5,3
C3-e004Assembly-mBHI-p5,2,4
B2-e003Coalescence-mBHI-p5,6,4
B8-e003Assembly-mGAM-p5,5,0
C4-e003Coalescence-mGAM-p7,3,4
B12-e003Coalescence-mBHI-p3,4,4
D3-e004Assembly-mGAM-p7,5,4
C8-e003Assembly-mGAM-p3,5,4
C3-e003Coalescence-mGAM-p3,6,4
B4-e003Assembly-mBHI-p5,6,4
D4-e004Assembly-mGAM-p5,2,3
D3-e003Coalescence-Inoculumn-mBHI,6,4
C3-e003Coalescence-mBHI-p7,6,4
D11-e003Coalescence-mGAM-p5,4,4
A11-e003Coalescence-mGAM-p7,6,4
B8-e003Coalescence-mBHI-p5,6,4
B10-e003Assembly-mGAM-p5,3,4
C2-e003Coalescence-mGAM-p7,6,4
D3-e003Coalescence-mBHI-p5,6,4
B11-e003Coalescence-mGAM-p3,6,4
C4-e003Coalescence-mBHI-inoculumn-redo,6,4
B5-e003Assembly-mBHI-p5,6,4
D2-e003Coalescence-mBHI-p5,5,4
D8-e003Assembly-mGAM-p5,5,3
D5-e003Coalescence-mGAM-p5,6,4
B5-e003Coalescence-mBHI-p5,6,4
D5-e003Coalescence-mBHI-p7,6,4
C9-e003Coalescence-mBHI-p5,6,4
A10-e003Coalescence-mBHI-p3,6,4
A5-e003Coalescence-mGAM-p3,6,4
A2-e003Coalescence-Inoculumn-mGAM,6,3
E5-e004Assembly-mGAM-p5,4,0
D8-e003Coalescence-mGAM-p5,6,4
A12-e003Coalescence-mGAM-p3,6,4
C2-e003Coalescence-mBHI-p3,6,4
C4-e004Assembly-mBHI-p5,5,4
D9-e003Coalescence-mGAM-p7,6,4
D4-e003Coalescence-mBHI-p7,6,4
D8-e003Assembly-mGAM-p3,5,0
E3-e004Assembly-mGAM-p3,2,3
B10-e003Coalescence-mGAM-p3,6,4
A9-e003Coalescence-mGAM-p7,6,4
B5-e003Coalescence-Inoculumn-mGAM,6,1
D10-e003Coalescence-mBHI-p5,4,4
D5-e003Coalescence-mBHI-p3,6,4
C5-e003Coalescence-mBHI-p3,6,0
D9-e003Coalescence-mGAM-p5,6,4
C9-e003Coalescence-mBHI-p3,6,4
D10-e003Coalescence-mGAM-p5,6,4
C8-e003Coalescence-mBHI-p7,6,4
B11-e003Assembly-mGAM-p5,6,3
G3-e004Assembly-epsilon-p7,4,4
B4-e003Coalescence-mGAM-p5,6,4
D4-e003Coalescence-mGAM-p5,6,4
C3-e004Assembly-mBHI-p7,4,4
B5-e003Coalescence-mGAM-p5,6,4
B5-e003Coalescence-Inoculumn-mBHI,6,4
G3-e004Assembly-epsilon-p3,1,4
C2-e003Coalescence-mGAM-p3,6,4
B5-e003Coalescence-mGAM-p7,6,1
D8-e003Coalescence-mBHI-p5,6,4
F5-e004Assembly-epsilon-p5,4,4
E5-e004Assembly-mGAM-p7,6,2
C10-e003Assembly-mGAM-p3,1,1
B10-e003Coalescence-mBHI-p5,6,4
D5-e003Coalescence-Inoculumn-mGAM,6,4
F2-e004Assembly-epsilon-p3,4,4
B3-e004Assembly-mBHI-p5,4,4
B5-e003Coalescence-mBHI-p3,6,4
G4-e004Assembly-epsilon-p5,1,4
C4-e003Coalescence-mGAM-p5,6,4
C5-e003Coalescence-mGAM-p7,6,4
C5-e003Coalescence-mBHI-inoculumn-redo,6,4
A2-e003Coalescence-mBHI-p7,4,3
A10-e003Coalescence-mBHI-p5,6,4
A4-e003Coalescence-mGAM-p5,6,4
D5-e003Coalescence-mBHI-p5,6,4
D3-e003Assembly-mBHI-p3,1,4
D4-e003Coalescence-mGAM-p7,6,4
A8-e003Coalescence-mBHI-p7,6,4
E3-e004Assembly-mGAM-p7,4,4
B9-e003GlycerolRevival-mGAM-p2,4,2
C4-e003Coalescence-mGAM-p3,6,4
B2-e003Coalescence-Inoculumn-mGAM,6,4
D5-e003Coalescence-mGAM-p7,4,4
C5-e003Coalescence-mBHI-p5,6,4
C5-e003Coalescence-mGAM-p3,6,4
A3-e003Coalescence-mBHI-inoculumn-redo,6,4
D9-e003Assembly-mGAM-p5,3,4
B12-e003Coalescence-mGAM-p3,6,4
A11-e003Coalescence-mBHI-p7,6,4
A3-e003Coalescence-Inoculumn-mGAM,6,3
D10-e003Assembly-mGAM-p3,0,0
C3-e003Coalescence-mGAM-p5,6,4
B4-e004Assembly-mBHI-p5,6,4
C10-e003GlycerolRevival-mGAM-p2,6,4
D3-e003Assembly-mBHI-p5,3,4
A10-e003Coalescence-mGAM-p3,6,4
A9-e003Coalescence-mBHI-p3,6,4
A2-e003Coalescence-Inoculumn-mBHI,6,3
D3-e003Coalescence-mBHI-p7,6,4
C3-e003Coalescence-mBHI-p5,6,4
D11-e003Assembly-mGAM-p3,3,4
D2-e003Assembly-mBHI-p3,6,3
B3-e003Assembly-mBHI-p5,4,4
A9-e003Coalescence-mBHI-p5,6,4
D5-e003Coalescence-Inoculumn-mBHI,6,4
B2-e003Coalescence-mGAM-p3,6,4
B4-e003Assembly-mBHI-p3,5,4
C11-e003Coalescence-mGAM-p5,6,4
B3-e003Coalescence-Inoculumn-mBHI,6,4
A8-e003Coalescence-mBHI-p5,6,3
D5-e004Assembly-mGAM-p7,4,1
C2-e003Assembly-mBHI-p5,4,0
D9-e003Coalescence-mBHI-p3,4,4
D5-e003Assembly-mBHI-p5,6,4
A5-e003Coalescence-mBHI-p7,6,4
G2-e004Assembly-epsilon-p3,4,4
D2-e003Coalescence-mGAM-p5,6,4
B9-e003Assembly-mGAM-p5,5,0
D3-e003Coalescence-mGAM-p3,5,4
D9-e003Coalescence-mGAM-p3,6,4
E2-e004Assembly-mGAM-p7,1,4
D3-e003Coalescence-mGAM-p5,6,4
C10-e003Coalescence-mGAM-p3,6,4
A5-e003Coalescence-mBHI-inoculumn-redo,6,4
B11-e003Assembly-mGAM-p3,3,4
D2-e003Assembly-mBHI-p5,6,4
B9-e003Coalescence-mGAM-p7,6,4
B11-e003Coalescence-mGAM-p7,6,4
C3-e003Coalescence-Inoculumn-mGAM,6,4
B5-e003Coalescence-mBHI-p7,6,4
A3-e003Coalescence-mGAM-p7,6,4
D4-e003Coalescence-Inoculumn-mBHI,6,4
A4-e003Coalescence-mBHI-p5,6,4
B3-e003Coalescence-mBHI-p7,6,4
C2-e004Assembly-mBHI-p7,4,4
D10-e003Coalescence-mGAM-p7,6,4
C12-e003Coalescence-mGAM-p3,5,4
C11-e003Coalescence-mGAM-p3,6,4
D5-e004Assembly-mGAM-p3,1,0
A10-e003Coalescence-mBHI-p7,6,4
C10-e003Coalescence-mBHI-p7,6,4
B9-e003Coalescence-mBHI-p5,6,4
B10-e003Coalescence-mBHI-p3,6,4
C11-e003Coalescence-mBHI-p5,6,4
A2-e003Coalescence-mGAM-p7,6,3
C5-e003Assembly-mBHI-p3,5,3
F5-e004Assembly-epsilon-p3,4,4
E3-e004Assembly-mGAM-p5,4,4
E2-e004Assembly-mGAM-p5,3,1
C3-e003GlycerolRevival-mBHI-p2,3,4
D10-e003Coalescence-mGAM-p3,6,4
B10-e003Coalescence-mGAM-p7,2,4
C4-e004Assembly-mBHI-p3,6,4
A9-e003Coalescence-mBHI-p7,6,4
C2-e003Coalescence-Inoculumn-mGAM,6,4
B3-e003Coalescence-Inoculumn-mGAM,6,4
D11-e003Coalescence-mGAM-p7,6,4
D5-e003Coalescence-mGAM-p3,6,4
E5-e004Assembly-mGAM-p3,4,4
D2-e003Coalescence-Inoculumn-mBHI,6,4
B4-e003Coalescence-Inoculumn-mGAM,6,4
F2-e004Assembly-epsilon-p7,4,4
A10-e003Coalescence-mGAM-p7,6,4
B2-e003Assembly-mBHI-p3,6,3
D9-e003Coalescence-mBHI-p5,6,4
C4-e003Coalescence-Inoculumn-mGAM,6,4
D4-e003Coalescence-mGAM-p3,6,4
B9-e003Coalescence-mBHI-p7,6,4
A2-e003Coalescence-mGAM-p5,6,3
