,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.375,0.65
C9-e003Coalescence-mGAM-p3,0.375,0.65
D2-e004Assembly-mGAM-p7,0.25,0.35
B5-e004Assembly-mBHI-p3,0.625,0.6
C11-e003Coalescence-mBHI-p3,0.375,0.65
D11-e003Coalescence-mBHI-p5,0.6875,0.7
C9-e003Coalescence-mGAM-p7,0.375,0.65
C8-e003Coalescence-mGAM-p7,0.0,0.0
D10-e003Coalescence-mBHI-p3,0.375,0.65
F3-e004Assembly-epsilon-p3,0.6875,0.55
B2-e003Coalescence-mBHI-p3,0.0,0.0
A8-e003Coalescence-mBHI-p3,0.0,0.0
A4-e003Coalescence-mBHI-p7,0.5625,0.65
B4-e003Coalescence-mBHI-p5,0.5625,0.35
A3-e003Coalescence-mBHI-p7,0.5625,0.7
B9-e003Coalescence-mGAM-p5,0.6875,0.7
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
B3-e003Coalescence-mBHI-p3,0.5625,0.65
D4-e003Coalescence-mBHI-p5,0.6875,0.7
C2-e003Coalescence-mBHI-p5,0.5625,0.7
B3-e004Assembly-mBHI-p7,0.5625,0.4
B5-e004Assembly-mBHI-p7,0.25,0.65
D4-e003Coalescence-mBHI-p3,0.4375,0.65
C4-e003GlycerolRevival-mBHI-p2,0.5625,0.7
G5-e004Assembly-epsilon-p3,0.5625,0.65
C5-e004Assembly-mBHI-p3,0.25,0.5
D10-e003Assembly-mGAM-p5,0.5,0.45
B2-e003Assembly-mBHI-p5,0.0,0.0
C3-e004Assembly-mBHI-p5,0.5625,0.4
B2-e003Coalescence-mBHI-p5,0.0,0.0
B8-e003Assembly-mGAM-p5,0.0,0.05
C4-e003Coalescence-mGAM-p7,0.5625,0.7
B12-e003Coalescence-mBHI-p3,0.6875,0.7
D3-e004Assembly-mGAM-p7,0.5625,0.4
C8-e003Assembly-mGAM-p3,0.0,0.0
C3-e003Coalescence-mGAM-p3,0.5625,0.7
B4-e003Assembly-mBHI-p5,0.25,0.7
D4-e004Assembly-mGAM-p5,0.6875,0.6
D3-e003Coalescence-Inoculumn-mBHI,0.375,0.65
C3-e003Coalescence-mBHI-p7,0.5625,0.7
D11-e003Coalescence-mGAM-p5,0.6875,0.7
A11-e003Coalescence-mGAM-p7,0.5625,0.5
B8-e003Coalescence-mBHI-p5,0.3125,0.5
B10-e003Assembly-mGAM-p5,0.5625,0.65
C2-e003Coalescence-mGAM-p7,0.5625,0.7
D3-e003Coalescence-mBHI-p5,0.6875,0.7
B11-e003Coalescence-mGAM-p3,0.6875,0.7
C4-e003Coalescence-mBHI-inoculumn-redo,0.3125,0.7
B5-e003Assembly-mBHI-p5,0.6875,0.7
D2-e003Coalescence-mBHI-p5,0.6875,0.6
D8-e003Assembly-mGAM-p5,0.0,0.0
D5-e003Coalescence-mGAM-p5,0.6875,0.7
B5-e003Coalescence-mBHI-p5,0.6875,0.7
D5-e003Coalescence-mBHI-p7,0.6875,0.7
C9-e003Coalescence-mBHI-p5,0.6875,0.7
A10-e003Coalescence-mBHI-p3,0.125,0.05
A5-e003Coalescence-mGAM-p3,0.6875,0.7
A2-e003Coalescence-Inoculumn-mGAM,0.0,0.0
E5-e004Assembly-mGAM-p5,0.4375,0.5
D8-e003Coalescence-mGAM-p5,0.0625,0.05
A12-e003Coalescence-mGAM-p3,0.4375,0.6
C2-e003Coalescence-mBHI-p3,0.5625,0.7
C4-e004Assembly-mBHI-p5,0.4375,0.55
D9-e003Coalescence-mGAM-p7,0.6875,0.7
D4-e003Coalescence-mBHI-p7,0.6875,0.65
D8-e003Assembly-mGAM-p3,0.0,0.0
E3-e004Assembly-mGAM-p3,0.625,0.45
B10-e003Coalescence-mGAM-p3,0.375,0.65
A9-e003Coalescence-mGAM-p7,0.6875,0.5
B5-e003Coalescence-Inoculumn-mGAM,0.625,0.7
D10-e003Coalescence-mBHI-p5,0.625,0.7
D5-e003Coalescence-mBHI-p3,0.6875,0.7
C5-e003Coalescence-mBHI-p3,0.5,0.65
D9-e003Coalescence-mGAM-p5,0.6875,0.7
C9-e003Coalescence-mBHI-p3,0.375,0.7
D10-e003Coalescence-mGAM-p5,0.5625,0.7
C8-e003Coalescence-mBHI-p7,0.0,0.0
B11-e003Assembly-mGAM-p5,0.6875,0.65
G3-e004Assembly-epsilon-p7,0.5625,0.4
B4-e003Coalescence-mGAM-p5,0.5625,0.7
D4-e003Coalescence-mGAM-p5,0.375,0.7
C3-e004Assembly-mBHI-p7,0.625,0.4
B5-e003Coalescence-mGAM-p5,0.6875,0.65
B5-e003Coalescence-Inoculumn-mBHI,0.375,0.65
G3-e004Assembly-epsilon-p3,0.625,0.6
C2-e003Coalescence-mGAM-p3,0.5625,0.65
B5-e003Coalescence-mGAM-p7,0.6875,0.65
D8-e003Coalescence-mBHI-p5,0.6875,0.7
F5-e004Assembly-epsilon-p5,0.5625,0.6
E5-e004Assembly-mGAM-p7,0.4375,0.5
C10-e003Assembly-mGAM-p3,0.125,0.2
B10-e003Coalescence-mBHI-p5,0.6875,0.7
D5-e003Coalescence-Inoculumn-mGAM,0.6875,0.65
F2-e004Assembly-epsilon-p3,0.625,0.7
B3-e004Assembly-mBHI-p5,0.5625,0.4
B5-e003Coalescence-mBHI-p3,0.625,0.7
G4-e004Assembly-epsilon-p5,0.5,0.45
C4-e003Coalescence-mGAM-p5,0.5625,0.7
C5-e003Coalescence-mGAM-p7,0.375,0.7
C5-e003Coalescence-mBHI-inoculumn-redo,0.1875,0.6
A2-e003Coalescence-mBHI-p7,0.0,0.0
A10-e003Coalescence-mBHI-p5,0.0,0.0
A4-e003Coalescence-mGAM-p5,0.6875,0.7
D5-e003Coalescence-mBHI-p5,0.5625,0.7
D3-e003Assembly-mBHI-p3,0.5,0.65
D4-e003Coalescence-mGAM-p7,0.5625,0.6
A8-e003Coalescence-mBHI-p7,0.0,0.0
E3-e004Assembly-mGAM-p7,0.6875,0.5
B9-e003GlycerolRevival-mGAM-p2,0.6875,0.65
C4-e003Coalescence-mGAM-p3,0.5625,0.7
B2-e003Coalescence-Inoculumn-mGAM,0.0,0.0
D5-e003Coalescence-mGAM-p7,0.3125,0.35
C5-e003Coalescence-mBHI-p5,0.6875,0.7
C5-e003Coalescence-mGAM-p3,0.375,0.65
A3-e003Coalescence-mBHI-inoculumn-redo,0.125,0.25
D9-e003Assembly-mGAM-p5,0.5,0.25
B12-e003Coalescence-mGAM-p3,0.6875,0.7
A11-e003Coalescence-mBHI-p7,0.6875,0.7
A3-e003Coalescence-Inoculumn-mGAM,0.0625,0.05
