,index,fixed_diffs,num_int_sites,sample1,species_id
0,B3-e004Assembly-mBHI-p7,0,2337492,B3-e004Assembly-mBHI-p7,102372
1,C5-e004Assembly-mBHI-p3,22077,2805506,B3-e004Assembly-mBHI-p7,102372
2,C3-e004Assembly-mBHI-p5,3,2368982,B3-e004Assembly-mBHI-p7,102372
3,E5-e004Assembly-mGAM-p5,22749,2737415,B3-e004Assembly-mBHI-p7,102372
4,E3-e004Assembly-mGAM-p3,19,2306329,B3-e004Assembly-mBHI-p7,102372
5,C3-e004Assembly-mBHI-p7,2,2776017,B3-e004Assembly-mBHI-p7,102372
6,B3-e004Assembly-mBHI-p5,2,983897,B3-e004Assembly-mBHI-p7,102372
7,E3-e004Assembly-mGAM-p5,4,2661471,B3-e004Assembly-mBHI-p7,102372
8,E5-e004Assembly-mGAM-p3,23323,2821594,B3-e004Assembly-mBHI-p7,102372
9,C5-e004Assembly-mBHI-p7,22043,2799570,B3-e004Assembly-mBHI-p7,102372
10,C3-e004Assembly-mBHI-p3,0,2620777,B3-e004Assembly-mBHI-p7,102372
11,B3-e004Assembly-mBHI-p3,0,998223,B3-e004Assembly-mBHI-p7,102372
0,B3-e004Assembly-mBHI-p7,22079,2337492,C5-e004Assembly-mBHI-p3,102372
1,C5-e004Assembly-mBHI-p3,0,2805506,C5-e004Assembly-mBHI-p3,102372
2,C3-e004Assembly-mBHI-p5,22552,2368982,C5-e004Assembly-mBHI-p3,102372
3,E5-e004Assembly-mGAM-p5,26417,2737415,C5-e004Assembly-mBHI-p3,102372
4,E3-e004Assembly-mGAM-p3,21470,2306329,C5-e004Assembly-mBHI-p3,102372
5,C3-e004Assembly-mBHI-p7,26786,2776017,C5-e004Assembly-mBHI-p3,102372
6,B3-e004Assembly-mBHI-p5,9064,983897,C5-e004Assembly-mBHI-p3,102372
7,E3-e004Assembly-mGAM-p5,25497,2661471,C5-e004Assembly-mBHI-p3,102372
8,E5-e004Assembly-mGAM-p3,27156,2821594,C5-e004Assembly-mBHI-p3,102372
9,C5-e004Assembly-mBHI-p7,0,2799570,C5-e004Assembly-mBHI-p3,102372
10,C3-e004Assembly-mBHI-p3,25065,2620777,C5-e004Assembly-mBHI-p3,102372
11,B3-e004Assembly-mBHI-p3,9046,998223,C5-e004Assembly-mBHI-p3,102372
0,B3-e004Assembly-mBHI-p7,3,2337492,C3-e004Assembly-mBHI-p5,102372
1,C5-e004Assembly-mBHI-p3,22527,2805506,C3-e004Assembly-mBHI-p5,102372
2,C3-e004Assembly-mBHI-p5,0,2368982,C3-e004Assembly-mBHI-p5,102372
3,E5-e004Assembly-mGAM-p5,23157,2737415,C3-e004Assembly-mBHI-p5,102372
4,E3-e004Assembly-mGAM-p3,23,2306329,C3-e004Assembly-mBHI-p5,102372
5,C3-e004Assembly-mBHI-p7,7,2776017,C3-e004Assembly-mBHI-p5,102372
6,B3-e004Assembly-mBHI-p5,0,983897,C3-e004Assembly-mBHI-p5,102372
7,E3-e004Assembly-mGAM-p5,13,2661471,C3-e004Assembly-mBHI-p5,102372
8,E5-e004Assembly-mGAM-p3,23694,2821594,C3-e004Assembly-mBHI-p5,102372
9,C5-e004Assembly-mBHI-p7,22481,2799570,C3-e004Assembly-mBHI-p5,102372
10,C3-e004Assembly-mBHI-p3,1,2620777,C3-e004Assembly-mBHI-p5,102372
11,B3-e004Assembly-mBHI-p3,0,998223,C3-e004Assembly-mBHI-p5,102372
0,B3-e004Assembly-mBHI-p7,22749,2337492,E5-e004Assembly-mGAM-p5,102372
1,C5-e004Assembly-mBHI-p3,26450,2805506,E5-e004Assembly-mGAM-p5,102372
2,C3-e004Assembly-mBHI-p5,23172,2368982,E5-e004Assembly-mGAM-p5,102372
3,E5-e004Assembly-mGAM-p5,0,2737415,E5-e004Assembly-mGAM-p5,102372
4,E3-e004Assembly-mGAM-p3,22270,2306329,E5-e004Assembly-mGAM-p5,102372
5,C3-e004Assembly-mBHI-p7,27469,2776017,E5-e004Assembly-mGAM-p5,102372
6,B3-e004Assembly-mBHI-p5,9328,983897,E5-e004Assembly-mGAM-p5,102372
7,E3-e004Assembly-mGAM-p5,26123,2661471,E5-e004Assembly-mGAM-p5,102372
8,E5-e004Assembly-mGAM-p3,4,2821594,E5-e004Assembly-mGAM-p5,102372
9,C5-e004Assembly-mBHI-p7,26384,2799570,E5-e004Assembly-mGAM-p5,102372
10,C3-e004Assembly-mBHI-p3,25810,2620777,E5-e004Assembly-mGAM-p5,102372
11,B3-e004Assembly-mBHI-p3,9436,998223,E5-e004Assembly-mGAM-p5,102372
0,B3-e004Assembly-mBHI-p7,9,2337492,E3-e004Assembly-mGAM-p3,102372
1,C5-e004Assembly-mBHI-p3,20518,2805506,E3-e004Assembly-mGAM-p3,102372
2,C3-e004Assembly-mBHI-p5,13,2368982,E3-e004Assembly-mGAM-p3,102372
3,E5-e004Assembly-mGAM-p5,21395,2737415,E3-e004Assembly-mGAM-p3,102372
4,E3-e004Assembly-mGAM-p3,0,2306329,E3-e004Assembly-mGAM-p3,102372
5,C3-e004Assembly-mBHI-p7,13,2776017,E3-e004Assembly-mGAM-p3,102372
6,B3-e004Assembly-mBHI-p5,9,983897,E3-e004Assembly-mGAM-p3,102372
7,E3-e004Assembly-mGAM-p5,14,2661471,E3-e004Assembly-mGAM-p3,102372
8,E5-e004Assembly-mGAM-p3,21869,2821594,E3-e004Assembly-mGAM-p3,102372
9,C5-e004Assembly-mBHI-p7,20494,2799570,E3-e004Assembly-mGAM-p3,102372
10,C3-e004Assembly-mBHI-p3,14,2620777,E3-e004Assembly-mGAM-p3,102372
11,B3-e004Assembly-mBHI-p3,5,998223,E3-e004Assembly-mGAM-p3,102372
0,B3-e004Assembly-mBHI-p7,0,2337492,C3-e004Assembly-mBHI-p7,102372
1,C5-e004Assembly-mBHI-p3,26781,2805506,C3-e004Assembly-mBHI-p7,102372
2,C3-e004Assembly-mBHI-p5,1,2368982,C3-e004Assembly-mBHI-p7,102372
3,E5-e004Assembly-mGAM-p5,27466,2737415,C3-e004Assembly-mBHI-p7,102372
4,E3-e004Assembly-mGAM-p3,26,2306329,C3-e004Assembly-mBHI-p7,102372
5,C3-e004Assembly-mBHI-p7,0,2776017,C3-e004Assembly-mBHI-p7,102372
6,B3-e004Assembly-mBHI-p5,0,983897,C3-e004Assembly-mBHI-p7,102372
7,E3-e004Assembly-mGAM-p5,8,2661471,C3-e004Assembly-mBHI-p7,102372
8,E5-e004Assembly-mGAM-p3,28152,2821594,C3-e004Assembly-mBHI-p7,102372
9,C5-e004Assembly-mBHI-p7,26734,2799570,C3-e004Assembly-mBHI-p7,102372
10,C3-e004Assembly-mBHI-p3,2,2620777,C3-e004Assembly-mBHI-p7,102372
