,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,1.0,0.556
A5-e003Coalescence-mBHI-inoculumn-redo,0.75,0.5
A5-e003Coalescence-mBHI-p7,1.0,1.0
A5-e003Coalescence-mGAM-p3,1.0,0.404
D2-e003Coalescence-Inoculumn-mBHI,0.8,0.438
D2-e003Coalescence-mBHI-p3,1.0,1.0
D2-e003Coalescence-mBHI-p5,1.0,1.0
D2-e003Coalescence-mGAM-p5,1.0,0.235
E5-e003Coalescence-mBHI-p3_S12,1.0,1.0
E5-e003Coalescence-mBHI-p5_S4,1.0,1.0
E5-e003Coalescence-mBHI-p7_S100,1.0,1.0
E5-e003Coalescence-mGAM-p3_S60,1.0,0.683
E5-e003Coalescence-mGAM-p5_S52,1.0,0.679
E5-e003Coalescence-mGAM-p7_S148,1.0,0.75
H2-e003Coalescence-mBHI-p3_S45,1.0,1.0
H2-e003Coalescence-mBHI-p7_S133,1.0,1.0
H2-e003Coalescence-mGAM-p3_S93,1.0,0.25
H2-e003Coalescence-mGAM-p5_S85,1.0,0.0
H2-e003Coalescence-mGAM-p7_S181,1.0,0.1
