,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p5,1.0,0.0
A10-e003Coalescence-mBHI-p7,1.0,0.0
A10-e003Coalescence-mGAM-p3,1.0,0.0
A4-e003Coalescence-Inoculumn-mGAM,1.0,0.071
C2-e003Coalescence-Inoculumn-mGAM,1.0,0.0
C8-e003Coalescence-mBHI-p5,1.0,0.0
C8-e003Coalescence-mBHI-p7,1.0,0.0
C8-e003Coalescence-mGAM-p7,1.0,0.0
E100-e003Coalescence-mBHI-p5_S7,1.0,0.0
E100-e003Coalescence-mBHI-p7_S103,1.0,0.0
E100-e003Coalescence-mGAM-p3_S155,1.0,0.0
E100-e003Coalescence-mGAM-p5_S55,1.0,0.0
E100-e003Coalescence-mGAM-p7_S151,1.0,0.0
G8-e003Coalescence-mBHI-p3_S129,1.0,0.0
G8-e003Coalescence-mBHI-p5_S29,1.0,0.0
G8-e003Coalescence-mBHI-p7_S125,1.0,0.0
G8-e003Coalescence-mGAM-p3_S177,1.0,0.0
G8-e003Coalescence-mGAM-p5_S77,1.0,0.0
G8-e003Coalescence-mGAM-p7_S173,1.0,0.0
