,0
C12-e003Coalescence-mBHI-p3,4.0
C11-e003Coalescence-mBHI-p3,6.0
D10-e003Coalescence-mBHI-p3,10.0
e004-inoculumn-fecal-BD,4.0
A4-e003Coalescence-mBHI-inoculumn-redo,104.0
B3-e003Coalescence-mBHI-p3,6.0
C4-e003GlycerolRevival-mBHI-p2,4.0
C5-e004Assembly-mBHI-p3,7.0
C4-e003Coalescence-mGAM-p7,6.0
C3-e003Coalescence-mGAM-p3,4.0
B4-e003Assembly-mBHI-p5,43.0
D3-e003Coalescence-Inoculumn-mBHI,5.0
B10-e003Assembly-mGAM-p5,4.0
C2-e003Coalescence-mGAM-p7,4.0
C4-e003Coalescence-mBHI-inoculumn-redo,48.0
E5-e004Assembly-mGAM-p5,48.0
BB-Fecal,4.0
B5-e003Coalescence-Inoculumn-mBHI,4.0
F5-e004Assembly-epsilon-p5,11.0
E5-e004Assembly-mGAM-p7,7.0
C4-e003Coalescence-mGAM-p5,7.0
C5-e003Coalescence-mBHI-inoculumn-redo,113.0
D5-e003Coalescence-mBHI-p5,4.0
A8-e003Coalescence-mBHI-p7,4.0
e003-inoculumn-fecal-AC,4.0
C4-e003Coalescence-mGAM-p3,10.0
B4-e004Assembly-mBHI-p5,4.0
B4-e003Assembly-mBHI-p3,23.0
B3-e003Coalescence-Inoculumn-mBHI,4.0
BG-Fecal,4.0
C10-e003Coalescence-mGAM-p3,12.0
C3-e003Coalescence-Inoculumn-mGAM,5.0
D4-e003Coalescence-Inoculumn-mBHI,187.0
C10-e003Coalescence-mBHI-p7,60.0
C11-e003Coalescence-mBHI-p5,23.0
F5-e004Assembly-epsilon-p3,52.0
C4-e004Assembly-mBHI-p3,4.0
C2-e003Coalescence-Inoculumn-mGAM,5.0
E5-e004Assembly-mGAM-p3,23.0
B4-e003Coalescence-Inoculumn-mGAM,7.0
F4-e004Assembly-epsilon-p7,4.0
C4-e003Coalescence-Inoculumn-mGAM,6.0
C3-e003Coalescence-mGAM-p7,4.0
D10-e003Coalescence-mBHI-p7,4.0
B10-e003GlycerolRevival-mGAM-p2,4.0
C2-e003Coalescence-mBHI-inoculumn-redo,56.0
C10-e003Coalescence-mGAM-p5,12.0
C4-e003Assembly-mBHI-p5,4.0
AG-Fecal,5.0
C10-e003Coalescence-mBHI-p5,64.0
C3-e003Coalescence-mBHI-inoculumn-redo,125.0
e004-inoculumn-fecal-AR,5.0
BK-Fecal,4.0
B4-e003Coalescence-Inoculumn-mBHI,162.0
C5-e003Coalescence-Inoculumn-mGAM,7.0
C4-e003Coalescence-mBHI-p5,168.0
A4-e003Coalescence-Inoculumn-mGAM,10.0
B4-e003Coalescence-mBHI-p3,4.0
C10-e003Coalescence-mGAM-p7,45.0
C10-e003Coalescence-mBHI-p3,92.0
G4-e003Coalescence-mBHI-p5_S27,145.0
E8-e003Coalescence-mBHI-p5_S5,4.0
G100-e003Coalescence-mGAM-p3_S179,13.0
G111-e003Coalescence-mBHI-p5_S32,6.0
H100-e003Coalescence-mBHI-p5_S43,6.0
G3-e003Coalescence-mBHI-p3_S34,4.0
G100-e003Coalescence-mBHI-p5_S31,83.0
G3-e003Coalescence-mBHI-p5_S26,4.0
G4-e003Coalescence-mBHI-p3_S35,129.0
E8-e003Coalescence-mGAM-p3_S153,253.0
G100-e003Coalescence-mGAM-p7_S175,4.0
G3-e003Coalescence-mBHI-p7_S122,4.0
G4-e003Coalescence-mGAM-p5_S75,47.0
G2-e003Coalescence-mGAM-p5_S73,4.0
G4-e003Coalescence-mGAM-p3_S83,18.0
G4-e003Coalescence-mGAM-p7_S171,32.0
G4-e003Coalescence-mBHI-p7_S123,89.0
G111-e003Coalescence-mBHI-p7_S128,4.0
G3-e003Coalescence-mGAM-p3_S82,4.0
F4-e003Coalescence-mBHI-p3_S23,4.0
G3-e003Coalescence-mGAM-p5_S74,4.0
G100-e003Coalescence-mGAM-p5_S79,9.0
E4-e003Coalescence-mGAM-p7_S147,4.0
E4-e003Coalescence-mGAM-p3_S59,4.0
F4-e003Coalescence-mGAM-p3_S71,4.0
E8-e003Coalescence-mBHI-p3_S105,5.0
F4-e003Coalescence-mGAM-p7_S159,4.0
G2-e003Coalescence-mGAM-p3_S81,4.0
G100-e003Coalescence-mBHI-p7_S127,99.0
