,index,fixed_diffs,num_int_sites,sample1,species_id
0,F2-e004Assembly-epsilon-p3,0.0,3312590,F2-e004Assembly-epsilon-p3,101199
1,Assembly-G9-C9-ACPP-mGAM-3_S700,3316.0,1295189,F2-e004Assembly-epsilon-p3,101199
2,G2-e004Assembly-epsilon-p3,0.0,3313954,F2-e004Assembly-epsilon-p3,101199
3,F2-e004Assembly-epsilon-p7,0.0,3291706,F2-e004Assembly-epsilon-p3,101199
4,G2-e004Assembly-epsilon-p5,0.0,3222456,F2-e004Assembly-epsilon-p3,101199
5,F2-e004Assembly-epsilon-p5,0.0,3311211,F2-e004Assembly-epsilon-p3,101199
0,F2-e004Assembly-epsilon-p3,3316.0,3312590,Assembly-G9-C9-ACPP-mGAM-3_S700,101199
1,Assembly-G9-C9-ACPP-mGAM-3_S700,0.0,1295189,Assembly-G9-C9-ACPP-mGAM-3_S700,101199
2,G2-e004Assembly-epsilon-p3,3317.0,3313954,Assembly-G9-C9-ACPP-mGAM-3_S700,101199
3,F2-e004Assembly-epsilon-p7,3300.0,3291706,Assembly-G9-C9-ACPP-mGAM-3_S700,101199
4,G2-e004Assembly-epsilon-p5,3219.0,3222456,Assembly-G9-C9-ACPP-mGAM-3_S700,101199
5,F2-e004Assembly-epsilon-p5,3312.0,3311211,Assembly-G9-C9-ACPP-mGAM-3_S700,101199
0,F2-e004Assembly-epsilon-p3,0.0,3312590,G2-e004Assembly-epsilon-p3,101199
1,Assembly-G9-C9-ACPP-mGAM-3_S700,3317.0,1295189,G2-e004Assembly-epsilon-p3,101199
2,G2-e004Assembly-epsilon-p3,0.0,3313954,G2-e004Assembly-epsilon-p3,101199
3,F2-e004Assembly-epsilon-p7,0.0,3291706,G2-e004Assembly-epsilon-p3,101199
4,G2-e004Assembly-epsilon-p5,0.0,3222456,G2-e004Assembly-epsilon-p3,101199
5,F2-e004Assembly-epsilon-p5,0.0,3311211,G2-e004Assembly-epsilon-p3,101199
0,F2-e004Assembly-epsilon-p3,0.0,3312590,F2-e004Assembly-epsilon-p7,101199
1,Assembly-G9-C9-ACPP-mGAM-3_S700,3300.0,1295189,F2-e004Assembly-epsilon-p7,101199
2,G2-e004Assembly-epsilon-p3,0.0,3313954,F2-e004Assembly-epsilon-p7,101199
3,F2-e004Assembly-epsilon-p7,0.0,3291706,F2-e004Assembly-epsilon-p7,101199
4,G2-e004Assembly-epsilon-p5,0.0,3222456,F2-e004Assembly-epsilon-p7,101199
5,F2-e004Assembly-epsilon-p5,0.0,3311211,F2-e004Assembly-epsilon-p7,101199
0,F2-e004Assembly-epsilon-p3,0.0,3312590,G2-e004Assembly-epsilon-p5,101199
1,Assembly-G9-C9-ACPP-mGAM-3_S700,3219.0,1295189,G2-e004Assembly-epsilon-p5,101199
2,G2-e004Assembly-epsilon-p3,0.0,3313954,G2-e004Assembly-epsilon-p5,101199
3,F2-e004Assembly-epsilon-p7,0.0,3291706,G2-e004Assembly-epsilon-p5,101199
4,G2-e004Assembly-epsilon-p5,0.0,3222456,G2-e004Assembly-epsilon-p5,101199
5,F2-e004Assembly-epsilon-p5,0.0,3311211,G2-e004Assembly-epsilon-p5,101199
0,F2-e004Assembly-epsilon-p3,0.0,3312590,F2-e004Assembly-epsilon-p5,101199
1,Assembly-G9-C9-ACPP-mGAM-3_S700,3312.0,1295189,F2-e004Assembly-epsilon-p5,101199
2,G2-e004Assembly-epsilon-p3,0.0,3313954,F2-e004Assembly-epsilon-p5,101199
3,F2-e004Assembly-epsilon-p7,0.0,3291706,F2-e004Assembly-epsilon-p5,101199
4,G2-e004Assembly-epsilon-p5,0.0,3222456,F2-e004Assembly-epsilon-p5,101199
5,F2-e004Assembly-epsilon-p5,0.0,3311211,F2-e004Assembly-epsilon-p5,101199
