,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e004Assembly-mBHI-p3,220,1587
B9-e003Coalescence-mGAM-p5,198,1415
B3-e003Coalescence-mBHI-p3,375,2541
D4-e003Coalescence-mBHI-p5,272,1685
B5-e004Assembly-mBHI-p7,332,2262
D4-e003Coalescence-mBHI-p3,232,1510
C4-e003GlycerolRevival-mBHI-p2,368,2503
F4-e004Assembly-epsilon-p5,276,1895
B12-e003Coalescence-mBHI-p3,157,942
D3-e003Coalescence-Inoculumn-mBHI,375,2541
C3-e003Coalescence-mBHI-p7,363,2395
B8-e003Coalescence-mBHI-p5,371,2510
D3-e003Coalescence-mBHI-p5,316,2106
B5-e003Assembly-mBHI-p5,251,1530
B5-e003Coalescence-mBHI-p5,350,2281
D5-e003Coalescence-mBHI-p7,361,2364
C9-e003Coalescence-mBHI-p5,368,2480
D4-e003Coalescence-mBHI-p7,334,2265
D5-e003Coalescence-mBHI-p3,368,2470
C5-e003Coalescence-mBHI-p3,117,843
C9-e003Coalescence-mBHI-p3,366,2508
B5-e003Coalescence-Inoculumn-mBHI,375,2533
B10-e003Coalescence-mBHI-p5,347,2312
B5-e003Coalescence-mBHI-p3,353,2379
C5-e003Coalescence-mBHI-inoculumn-redo,371,2522
A4-e003Coalescence-mGAM-p5,375,2538
C5-e003Coalescence-mBHI-p5,374,2537
A3-e003Coalescence-mBHI-inoculumn-redo,169,1126
D3-e003Assembly-mBHI-p5,367,2510
A9-e003Coalescence-mBHI-p3,375,2539
A2-e003Coalescence-Inoculumn-mBHI,375,2541
D3-e003Coalescence-mBHI-p7,365,2488
C3-e003Coalescence-mBHI-p5,240,1513
B3-e003Assembly-mBHI-p5,244,1640
A9-e003Coalescence-mBHI-p5,320,2225
D5-e003Coalescence-Inoculumn-mBHI,375,2541
B3-e003Coalescence-Inoculumn-mBHI,374,2531
D5-e003Assembly-mBHI-p5,259,1770
A5-e003Coalescence-mBHI-p7,244,1677
A5-e003Coalescence-mBHI-inoculumn-redo,367,2503
B5-e003Coalescence-mBHI-p7,366,2460
D4-e003Coalescence-Inoculumn-mBHI,371,2493
B3-e003Coalescence-mBHI-p7,357,2392
B9-e003Coalescence-mBHI-p5,375,2535
F4-e004Assembly-epsilon-p3,332,2235
B10-e003Coalescence-mBHI-p3,372,2513
C3-e003GlycerolRevival-mBHI-p2,366,2499
A9-e003Coalescence-mBHI-p7,368,2521
D2-e003Coalescence-Inoculumn-mBHI,364,2468
B2-e003Assembly-mBHI-p3,336,2260
F4-e004Assembly-epsilon-p7,268,1852
D9-e003Coalescence-mBHI-p5,326,2170
B9-e003Coalescence-mBHI-p7,337,2288
C5-e004Assembly-mBHI-p7,141,906
D9-e003Coalescence-mBHI-p7,306,2065
C5-e003Coalescence-mBHI-p7,370,2503
C9-e003Coalescence-mBHI-p7,195,1377
B3-e003Coalescence-mBHI-p5,225,1534
B2-e003Coalescence-Inoculumn-mBHI,248,1829
AG-Fecal,373,2505
B5-e004Assembly-mBHI-p5,210,1582
B9-e003Coalescence-mBHI-p3,369,2516
C3-e003Coalescence-mBHI-inoculumn-redo,370,2523
e004-inoculumn-fecal-AR,118,782
BK-Fecal,123,855
A2-e003Coalescence-mBHI-inoculumn-redo,321,2272
B4-e003Coalescence-Inoculumn-mBHI,371,2479
B8-e003Coalescence-mBHI-p7,235,1688
B11-e003Coalescence-mBHI-p3,335,2177
B2-e004Assembly-mBHI-p3,247,1637
B2-e004Assembly-mBHI-p5,313,2213
B4-e003Coalescence-mBHI-p3,370,2485
A5-e003Coalescence-Inoculumn-mBHI,272,1833
C5-e003GlycerolRevival-mBHI-p2,371,2497
H5-e003Coalescence-mBHI-p5_S40,369,2514
G5-e003Coalescence-mBHI-p7_S124,373,2519
F8-e003Coalescence-mBHI-p3_S117,294,1906
H3-e003Coalescence-mBHI-p3_S46,362,2477
F100-e003Coalescence-mGAM-p7_S163,176,1166
F9-e003Coalescence-mBHI-p5_S18,365,2468
H3-e003Coalescence-mBHI-p7_S134,326,2202
E9-e003Coalescence-mBHI-p5_S6,371,2515
G5-e003Coalescence-mBHI-p3_S36,282,1835
E9-e003Coalescence-mBHI-p7_S102,373,2494
F5-e003Coalescence-mBHI-p5_S16,349,2262
G3-e003Coalescence-mBHI-p3_S34,371,2522
F9-e003Coalescence-mBHI-p3_S118,88,669
G3-e003Coalescence-mBHI-p5_S26,375,2538
G5-e003Coalescence-mBHI-p5_S28,375,2528
E8-e003Coalescence-mBHI-p7_S101,111,768
F3-e003Coalescence-mBHI-p3_S22,374,2539
G3-e003Coalescence-mBHI-p7_S122,373,2539
F4-e003Coalescence-mBHI-p7_S111,371,2519
F3-e003Coalescence-mBHI-p5_S14,375,2526
F100-e003Coalescence-mBHI-p7_S115,372,2522
H4-e003Coalescence-mBHI-p7_S135,371,2455
H3-e003Coalescence-mBHI-p5_S38,361,2450
F8-e003Coalescence-mBHI-p7_S113,328,2196
H4-e003Coalescence-mBHI-p3_S47,370,2453
F3-e003Coalescence-mBHI-p7_S110,231,1454
F4-e003Coalescence-mBHI-p5_S15,356,2402
F4-e003Coalescence-mBHI-p3_S23,367,2443
G9-e003Coalescence-mBHI-p3_S130,338,2333
H4-e003Coalescence-mBHI-p5_S39,373,2526
H9-e003Coalescence-mBHI-p5_S42,363,2459
F5-e003Coalescence-mBHI-p3_S24,368,2433
H5-e003Coalescence-mBHI-p7_S136,200,1482
G9-e003Coalescence-mBHI-p5_S30,368,2477
F111-e003Coalescence-mBHI-p7_S116,227,1475
F5-e003Coalescence-mBHI-p7_S112,249,1621
F111-e003Coalescence-mBHI-p3_S120,161,841
F8-e003Coalescence-mBHI-p5_S17,368,2473
