,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e004Assembly-mBHI-p3,0.1459501782188545,0.1336214183556565
B9-e003Coalescence-mGAM-p5,0.9024677878432098,0.10720574443987196
B3-e003Coalescence-mBHI-p3,0.9983969111448222,0.0020843874719122264
D4-e003Coalescence-mBHI-p5,0.05560001418835516,0.94278470323335
B5-e004Assembly-mBHI-p7,0.07499695164266415,0.06505875661411495
D4-e003Coalescence-mBHI-p3,0.09044041997389932,0.9143865326066287
C4-e003GlycerolRevival-mBHI-p2,0.867,0.174
F4-e004Assembly-epsilon-p5,0.07099800470074241,0.9062959021631871
B12-e003Coalescence-mBHI-p3,0.8178476220744213,0.2024943566908756
D3-e003Coalescence-Inoculumn-mBHI,0.545,0.475
C3-e003Coalescence-mBHI-p7,0.9665676207215913,0.0321366705383754
B8-e003Coalescence-mBHI-p5,0.989147643571408,0.015403174047347616
D3-e003Coalescence-mBHI-p5,0.04827251610904629,0.9536696983378173
B5-e003Assembly-mBHI-p5,0.09460033953007484,0.9039979544810753
B5-e003Coalescence-mBHI-p5,0.30400000000000005,0.75
D5-e003Coalescence-mBHI-p7,0.045291559982434476,0.9517402627090572
C9-e003Coalescence-mBHI-p5,0.9941299414584843,0.011638089802734662
D4-e003Coalescence-mBHI-p7,0.020131039135019735,0.9822062572561667
D5-e003Coalescence-mBHI-p3,0.026139318298979038,0.9737528716093763
C5-e003Coalescence-mBHI-p3,0.20386736104230396,0.7902819256759858
C9-e003Coalescence-mBHI-p3,0.9979818470364267,0.00678193204699454
B5-e003Coalescence-Inoculumn-mBHI,0.533,0.478
B10-e003Coalescence-mBHI-p5,0.9849177110265417,0.025590159228781217
B5-e003Coalescence-mBHI-p3,0.714,0.308
C5-e003Coalescence-mBHI-inoculumn-redo,0.017258833862567963,0.981936894602718
A4-e003Coalescence-mGAM-p5,0.013600650447649658,0.9861403806133523
C5-e003Coalescence-mBHI-p5,0.008411178261067014,0.9914096677577835
A3-e003Coalescence-mBHI-inoculumn-redo,0.826178209861095,0.12924650367280885
D3-e003Assembly-mBHI-p5,0.733,0.25
A9-e003Coalescence-mBHI-p3,0.9925376490649321,0.00977334994479656
A2-e003Coalescence-Inoculumn-mBHI,0.029109264958941523,0.028378789193695606
D3-e003Coalescence-mBHI-p7,0.017269894612591617,0.9835115880596789
C3-e003Coalescence-mBHI-p5,0.8742784790201412,0.1226681249548593
B3-e003Assembly-mBHI-p5,0.8925731884881601,0.11749111758111552
A9-e003Coalescence-mBHI-p5,0.9615737099542438,0.04833648047465384
D5-e003Coalescence-Inoculumn-mBHI,0.009911131332390011,0.9901732677674802
B3-e003Coalescence-Inoculumn-mBHI,0.9907478392387928,0.017189650096170628
D5-e003Assembly-mBHI-p5,0.08370208539371891,0.9128789556890914
A5-e003Coalescence-mBHI-p7,0.1434534801198907,0.8570371350811471
A5-e003Coalescence-mBHI-inoculumn-redo,0.02172887717442312,0.667
B5-e003Coalescence-mBHI-p7,0.143,0.9466809861107734
D4-e003Coalescence-Inoculumn-mBHI,0.010287932726388154,0.9894627136946238
B3-e003Coalescence-mBHI-p7,0.9624224290038936,0.036032129796082585
B9-e003Coalescence-mBHI-p5,0.9995625898245303,0.0033466604697617065
F4-e004Assembly-epsilon-p3,0.04410335618425855,0.9348682093554601
B10-e003Coalescence-mBHI-p3,0.9975635113699556,0.007540888656979116
