,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e004Assembly-mBHI-p3,0.36,0.39244851258581237
B9-e003Coalescence-mGAM-p5,0.005238095238095238,0.47215865751334857
B3-e003Coalescence-mBHI-p3,0.0,0.6361556064073226
D4-e003Coalescence-mBHI-p5,0.6409523809523809,0.00038138825324180017
B5-e004Assembly-mBHI-p7,0.4723809523809524,0.5217391304347826
D4-e003Coalescence-mBHI-p3,0.530952380952381,0.005720823798627002
C4-e003GlycerolRevival-mBHI-p2,0.055714285714285716,0.39244851258581237
F4-e004Assembly-epsilon-p5,0.5666666666666667,0.26735316552250193
B12-e003Coalescence-mBHI-p3,0.002857142857142857,0.2967200610221205
D3-e003Coalescence-Inoculumn-mBHI,0.0,0.0
C3-e003Coalescence-mBHI-p7,0.24333333333333335,0.6800152555301296
B8-e003Coalescence-mBHI-p5,0.0,0.6803966437833715
D3-e003Coalescence-mBHI-p5,0.6476190476190476,0.004576659038901602
B5-e003Assembly-mBHI-p5,0.5157142857142857,0.008390541571319604
B5-e003Coalescence-mBHI-p5,0.3076190476190476,0.03318077803203661
D5-e003Coalescence-mBHI-p7,0.6076190476190476,0.03775743707093822
C9-e003Coalescence-mBHI-p5,0.0,0.8398169336384439
D4-e003Coalescence-mBHI-p7,0.8342857142857143,0.0
D5-e003Coalescence-mBHI-p3,0.7119047619047619,0.0019069412662090007
C5-e003Coalescence-mBHI-p3,0.29428571428571426,0.002669717772692601
C9-e003Coalescence-mBHI-p3,0.0,0.8790999237223494
B5-e003Coalescence-Inoculumn-mBHI,0.004285714285714286,0.010678871090770405
B10-e003Coalescence-mBHI-p5,0.0,0.7742181540808543
B5-e003Coalescence-mBHI-p3,0.011428571428571429,0.2990083905415713
C5-e003Coalescence-mBHI-inoculumn-redo,0.7080952380952381,0.0
A4-e003Coalescence-mGAM-p5,0.6128571428571429,0.0
C5-e003Coalescence-mBHI-p5,0.7704761904761904,0.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.02,0.40465293668954994
D3-e003Assembly-mBHI-p5,0.2338095238095238,0.2131960335621663
A9-e003Coalescence-mBHI-p3,0.0,0.6441647597254004
A2-e003Coalescence-Inoculumn-mBHI,0.7695238095238095,0.7745995423340961
D3-e003Coalescence-mBHI-p7,0.7585714285714286,0.00038138825324180017
C3-e003Coalescence-mBHI-p5,0.1319047619047619,0.42372234935164
B3-e003Assembly-mBHI-p5,0.009047619047619047,0.43935926773455375
A9-e003Coalescence-mBHI-p5,0.02142857142857143,0.6167048054919908
D5-e003Coalescence-Inoculumn-mBHI,0.6214285714285714,0.0
B3-e003Coalescence-Inoculumn-mBHI,0.0,0.6395881006864989
D5-e003Assembly-mBHI-p5,0.5119047619047619,0.02822273073989321
A5-e003Coalescence-mBHI-p7,0.4228571428571429,0.0
A5-e003Coalescence-mBHI-inoculumn-redo,0.7704761904761904,0.02021357742181541
B5-e003Coalescence-mBHI-p7,0.47,0.005339435545385202
D4-e003Coalescence-Inoculumn-mBHI,0.830952380952381,0.0
B3-e003Coalescence-mBHI-p7,0.23952380952380953,0.6727688787185355
B9-e003Coalescence-mBHI-p5,0.0,0.8924485125858124
F4-e004Assembly-epsilon-p3,0.6723809523809524,0.3146453089244851
B10-e003Coalescence-mBHI-p3,0.0,0.8665141113653699
C3-e003GlycerolRevival-mBHI-p2,0.0,0.7147215865751335
