,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9994809778377537
B3-e003Coalescence-Inoculumn-mBHI,0.9802715316079762,0.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.0171828595672465,0.3250635802148752
A3-e003Coalescence-mBHI-p3,0.7271955876113704,0.0011418487569419215
A3-e003Coalescence-mGAM-p7,0.9977725922783199,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.014425116673737802,0.3802875382778845
B2-e003Coalescence-mBHI-p3,0.6525243954179041,0.00031141329734779674
B2-e003Coalescence-mBHI-p5,0.5731862537123462,0.00010380443244926559
B2-e003Coalescence-mGAM-p3,0.9023122613491726,0.0
E3-e003Coalescence-mBHI-p3_S10,0.5330929147221044,0.009601910001557067
E3-e003Coalescence-mBHI-p5_S2,0.8941450997030123,0.0
E3-e003Coalescence-mGAM-p3_S58,0.921828595672465,5.1902216224632795e-05
E3-e003Coalescence-mGAM-p5_S50,0.805897327110734,0.0
E3-e003Coalescence-mGAM-p7_S146,0.9846202800169708,0.0
F2-e003Coalescence-mBHI-p3_S21,0.6058549002969877,0.004515492811543053
F2-e003Coalescence-mBHI-p5_S13,0.9456936784047518,0.0
F2-e003Coalescence-mGAM-p3_S69,0.9869537547730165,0.0
F2-e003Coalescence-mGAM-p5_S61,0.9219346627068307,0.0
F2-e003Coalescence-mGAM-p7_S157,0.9725286380992787,0.0
