,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B3-e003Coalescence-Inoculumn-mBHI,0.0,0.9540594524732698
C4-e003Coalescence-mBHI-inoculumn-redo,0.9993492972410203,0.0
B4-e003Coalescence-Inoculumn-mBHI,0.03188443519000521,0.0
B4-e003Coalescence-mBHI-p3,0.0007808433107756377,0.4764422512043238
B4-e003Coalescence-mGAM-p5,0.0001301405517959396,0.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.053748047891723064,0.0
C3-e003Coalescence-mBHI-p5,0.0,0.806015744330866
C3-e003Coalescence-mBHI-p7,0.0,0.7375161555633886
C3-e003Coalescence-mGAM-p3,0.0,0.0
C3-e003Coalescence-mGAM-p5,0.0,0.0
C3-e003Coalescence-mGAM-p7,0.0,0.0
F4-e003Coalescence-mBHI-p3_S23,0.004685059864653826,0.627188344495359
F4-e003Coalescence-mBHI-p5_S15,0.004815200416449766,0.370696745388321
F4-e003Coalescence-mBHI-p7_S111,0.10749609578344613,0.0889437198919046
F4-e003Coalescence-mGAM-p3_S71,0.0,0.00035248501938667606
F4-e003Coalescence-mGAM-p5_S63,0.0,0.0011749500646222536
F4-e003Coalescence-mGAM-p7_S159,0.0,0.0004699800258489014
G3-e003Coalescence-mBHI-p3_S34,0.0,0.01821172600164493
G3-e003Coalescence-mBHI-p5_S26,0.0,0.21243097168370345
G3-e003Coalescence-mBHI-p7_S122,0.0,0.06391728351545059
G3-e003Coalescence-mGAM-p3_S82,0.0,0.0002349900129244507
G3-e003Coalescence-mGAM-p5_S74,0.0024726704841228526,0.00035248501938667606
