,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9996673323348311,0.0005371180644924072
C4-e003Coalescence-Inoculumn-mGAM,0.0004409219504077218,0.9997787255947348
A10-e003Coalescence-mBHI-p5,0.007880845398568814,0.6725538110821047
A10-e003Coalescence-mBHI-p7,0.0030023298385754697,0.8123222781924476
A10-e003Coalescence-mGAM-p3,0.0025143950740555833,0.9972218627054454
A10-e003Coalescence-mGAM-p7,0.00049700449326011,0.999389381181748
A4-e003Coalescence-Inoculumn-mGAM,0.346296222333167,0.6276933485310882
C2-e003Coalescence-Inoculumn-mGAM,0.3491137460475952,0.6211746148472258
C8-e003Coalescence-mBHI-p5,0.012570311199866865,0.9752275250946797
C8-e003Coalescence-mBHI-p7,0.0018141121650857048,0.7800448211199765
C8-e003Coalescence-mGAM-p7,0.00042361457813280075,0.9997514431738794
E100-e003Coalescence-mBHI-p5_S7,0.006512314861041771,0.9324540574328052
E100-e003Coalescence-mBHI-p7_S103,0.0037861541021800634,0.9601250873258079
E100-e003Coalescence-mGAM-p3_S155,0.0008254285238808455,0.9981861602382617
E100-e003Coalescence-mGAM-p5_S55,0.0004453320019970046,0.9971833290436447
E100-e003Coalescence-mGAM-p7_S151,0.00045448493925777996,0.9946686031547597
G8-e003Coalescence-mBHI-p3_S129,0.00859069728740223,0.963673714012575
G8-e003Coalescence-mBHI-p5_S29,0.010632800798801797,0.94414060374306
G8-e003Coalescence-mBHI-p7_S125,0.0034122982193376603,0.8314004853476488
G8-e003Coalescence-mGAM-p3_S177,0.0006485272091862207,0.9987946832371217
G8-e003Coalescence-mGAM-p5_S77,0.00045589948410717265,0.9974819649226018
G8-e003Coalescence-mGAM-p7_S173,0.0013405724746214016,0.9970041181012612
