,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9999299824241118,3.1646158467432205e-05
C4-e003Coalescence-Inoculumn-mGAM,2.5708390890767205e-05,0.9999485984508881
A10-e003Coalescence-mBHI-p5,0.04899402832643279,0.9479559297353481
A10-e003Coalescence-mBHI-p7,0.019925614182759833,0.9758549775045997
A10-e003Coalescence-mGAM-p3,0.0006096062765236469,0.9992663582638446
A10-e003Coalescence-mGAM-p7,2.1669394416948136e-05,0.9999409088719108
A4-e003Coalescence-Inoculumn-mGAM,0.348,0.631
C2-e003Coalescence-Inoculumn-mGAM,0.35,0.625
C8-e003Coalescence-mBHI-p5,0.0038721204453030598,0.9954685862834671
C8-e003Coalescence-mBHI-p7,0.029494523417277378,0.9681344656816812
C8-e003Coalescence-mGAM-p7,1.0869573369576097e-05,0.9999676164340658
E100-e003Coalescence-mBHI-p5_S7,0.004793188087266406,0.992341933955344
E100-e003Coalescence-mBHI-p7_S103,0.0018459051117047142,0.997103165541044
E100-e003Coalescence-mGAM-p3_S155,0.00013622095163690209,0.9997188481036017
E100-e003Coalescence-mGAM-p5_S55,2.573285845346027e-05,0.9999054830982242
E100-e003Coalescence-mGAM-p7_S151,2.869572782302431e-05,0.9998791631171012
G8-e003Coalescence-mBHI-p3_S129,0.003002228725052073,0.9958357168704779
G8-e003Coalescence-mBHI-p5_S29,0.005003627111436861,0.9933238297694243
G8-e003Coalescence-mBHI-p7_S125,0.014787430614422142,0.9804479985226672
G8-e003Coalescence-mGAM-p3_S177,8.423499934845019e-05,0.9998696296075911
G8-e003Coalescence-mGAM-p5_S77,2.9031688185528167e-05,0.9998554004596344
G8-e003Coalescence-mGAM-p7_S173,0.00023792020710873622,0.9994401483316786
