,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,0.9997040754257908,0.00034494588326246614
C4-e003Coalescence-mBHI-inoculumn-redo,0.00010979318734793187,0.9999934286818709
A4-e003Coalescence-mBHI-inoculumn-redo,0.5097581103000811,0.4700213567839196
A4-e003Coalescence-mBHI-p7,0.02461709245742092,0.8487046772323155
A4-e003Coalescence-mGAM-p5,0.12267984590429847,0.7407733861615772
C2-e003Coalescence-mBHI-inoculumn-redo,0.5442002230332522,0.42862355044453043
C2-e003Coalescence-mBHI-p3,0.008621755879967557,0.5743228160030923
C2-e003Coalescence-mGAM-p3,0.00037297242497972427,0.9733515172013916
C2-e003Coalescence-mGAM-p5,0.0013171127331711272,0.9961409451101663
C2-e003Coalescence-mGAM-p7,0.0002103609083536091,0.9996781986857364
E4-e003Coalescence-mBHI-p3_S11,0.016631690997566912,0.2519742462311558
E4-e003Coalescence-mBHI-p7_S99,0.2501859286293593,0.009364514882102822
E4-e003Coalescence-mGAM-p3_S59,0.00016960665044606652,0.98001401236954
E4-e003Coalescence-mGAM-p5_S51,0.00020924574209245744,0.997440326633166
E4-e003Coalescence-mGAM-p7_S147,0.00019130170316301705,0.9991258214147662
G2-e003Coalescence-mBHI-p3_S33,0.022657339821573395,0.3671516718206417
G2-e003Coalescence-mGAM-p3_S81,0.00029176804541768044,0.9880647951294937
G2-e003Coalescence-mGAM-p5_S73,0.00020762368207623681,0.9965822864321608
