,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C4-e003Coalescence-mBHI-inoculumn-redo,1.0,0.00010964913379288583
D5-e003Coalescence-Inoculumn-mBHI,0.0002517441667856221,0.9999210262805523
C5-e003Coalescence-mBHI-inoculumn-redo,0.45,0.528
C5-e003Coalescence-mBHI-p5,0.526,0.44999999999999996
C5-e003Coalescence-mBHI-p7,0.548,0.432
C5-e003Coalescence-mGAM-p3,0.863,0.126
C5-e003Coalescence-mGAM-p7,0.4085,0.577
D4-e003Coalescence-Inoculumn-mBHI,0.44099999999999995,0.536
D4-e003Coalescence-mBHI-p3,0.375,0.571
D4-e003Coalescence-mBHI-p5,0.429,0.571
D4-e003Coalescence-mBHI-p7,0.30800000000000005,0.667
D4-e003Coalescence-mGAM-p3,0.785,0.203
D4-e003Coalescence-mGAM-p5,0.433,0.549
D4-e003Coalescence-mGAM-p7,0.494,0.491
G5-e003Coalescence-mBHI-p3_S36,0.3173947968402608,0.6724775231358573
G5-e003Coalescence-mBHI-p5_S28,0.368,0.5900000000000001
G5-e003Coalescence-mBHI-p7_S124,0.333,0.625
G5-e003Coalescence-mGAM-p3_S84,0.895,0.094
G5-e003Coalescence-mGAM-p5_S76,0.71,0.266
G5-e003Coalescence-mGAM-p7_S172,0.337,0.629
H4-e003Coalescence-mBHI-p3_S47,0.273,0.696
H4-e003Coalescence-mBHI-p5_S39,0.07009252172678074,0.9141590403996529
H4-e003Coalescence-mBHI-p7_S135,0.5,0.444
H4-e003Coalescence-mGAM-p3_S95,0.667,0.30400000000000005
H4-e003Coalescence-mGAM-p5_S87,0.167,0.8
H4-e003Coalescence-mGAM-p7_S183,0.283,0.69
