,0.025,0.025
C4-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0
D5-e003Coalescence-Inoculumn-mBHI,0.0,1.0
C5-e003Coalescence-mBHI-inoculumn-redo,0.242,0.312
C5-e003Coalescence-mBHI-p5,0.21315,0.0
C5-e003Coalescence-mBHI-p7,0.28775,0.19399999999999995
C5-e003Coalescence-mGAM-p3,0.7543500000000001,0.06
C5-e003Coalescence-mGAM-p7,0.231,0.39
D4-e003Coalescence-Inoculumn-mBHI,0.254,0.357
D4-e003Coalescence-mBHI-p3,0.0,0.0
D4-e003Coalescence-mBHI-p5,0.0,0.0
D4-e003Coalescence-mBHI-p7,0.0,0.0
D4-e003Coalescence-mGAM-p3,0.6773250000000001,0.13
D4-e003Coalescence-mGAM-p5,0.25,0.37345
D4-e003Coalescence-mGAM-p7,0.325,0.339
G5-e003Coalescence-mBHI-p3_S36,0.0,0.0
G5-e003Coalescence-mBHI-p5_S28,0.0,0.278
G5-e003Coalescence-mBHI-p7_S124,0.0,0.28
G5-e003Coalescence-mGAM-p3_S84,0.775,0.031
G5-e003Coalescence-mGAM-p5_S76,0.50815,0.133
G5-e003Coalescence-mGAM-p7_S172,0.162,0.423
H4-e003Coalescence-mBHI-p3_S47,0.0,0.308
H4-e003Coalescence-mBHI-p5_S39,0.0,0.3
H4-e003Coalescence-mBHI-p7_S135,0.0,0.0
H4-e003Coalescence-mGAM-p3_S95,0.31965,0.0
H4-e003Coalescence-mGAM-p5_S87,0.0,0.5
H4-e003Coalescence-mGAM-p7_S183,0.0,0.4076
