,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B3-e003Coalescence-Inoculumn-mBHI,0.9985933172405032,0.05629105413105414
D5-e003Coalescence-Inoculumn-mBHI,0.0016185999237708045,0.9997783475783476
B5-e003Coalescence-Inoculumn-mBHI,0.17636005590141027,0.7776560683760685
B5-e003Coalescence-mBHI-p3,0.2414958709185618,0.6227736752136752
B5-e003Coalescence-mBHI-p5,0.1855193749205946,0.42637150997151
B5-e003Coalescence-mBHI-p7,0.176551391182823,0.7369478062678063
B5-e003Coalescence-mGAM-p3,0.2935301740566637,0.7047895156695156
B5-e003Coalescence-mGAM-p5,0.3422091220937619,0.6503688888888889
B5-e003Coalescence-mGAM-p7,0.01114369203404904,0.9776095726495726
D3-e003Coalescence-Inoculumn-mBHI,0.22182823021217127,0.7742804558404559
D3-e003Coalescence-mBHI-p5,0.24650120696226652,0.28270552706552704
D3-e003Coalescence-mBHI-p7,0.1592361834582645,0.8388485470085469
D3-e003Coalescence-mGAM-p3,0.13524596620505652,0.7864786324786324
D3-e003Coalescence-mGAM-p5,0.2288110786431203,0.7614268945868946
F5-e003Coalescence-mBHI-p3_S24,0.31960157540337947,0.5732490028490028
F5-e003Coalescence-mBHI-p5_S16,0.17634137974844366,0.3128447863247863
F5-e003Coalescence-mBHI-p7_S112,0.1815454198958201,0.6751023361823362
F5-e003Coalescence-mGAM-p3_S72,0.3880039385084487,0.5524921937321938
F5-e003Coalescence-mGAM-p5_S64,0.4452064540719095,0.5545813105413105
F5-e003Coalescence-mGAM-p7_S160,0.3856525219158938,0.59176603988604
H3-e003Coalescence-mBHI-p3_S46,0.3500082581628764,0.6044338461538462
H3-e003Coalescence-mBHI-p5_S38,0.3283834328547834,0.4349260398860399
H3-e003Coalescence-mBHI-p7_S134,0.06709897090585694,0.6926908262108262
H3-e003Coalescence-mGAM-p3_S94,0.14127455215347479,0.8416044444444445
H3-e003Coalescence-mGAM-p5_S86,0.3305195019692543,0.6571809686609686
H3-e003Coalescence-mGAM-p7_S182,0.28890547579723036,0.5261246723646723
