,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A2-e003Coalescence-mBHI-inoculumn-redo,0.9999332187900417,2.2897676821754967e-05
C4-e003Coalescence-mBHI-inoculumn-redo,3.041825118511415e-05,0.9999951680316967
A4-e003Coalescence-mBHI-inoculumn-redo,0.514,0.469
A4-e003Coalescence-mBHI-p7,0.024881060605226834,0.9733193397801246
A4-e003Coalescence-mGAM-p5,0.008805282901162708,0.9816732695170342
C2-e003Coalescence-mBHI-inoculumn-redo,0.548,0.42900000000000005
C2-e003Coalescence-mBHI-p3,0.07779619589058924,0.9166902240604021
C2-e003Coalescence-mGAM-p3,0.0019055773483166543,0.9976353986552255
C2-e003Coalescence-mGAM-p5,0.0003519661216452303,0.9992653592872619
C2-e003Coalescence-mGAM-p7,1.3165060287225646e-05,0.9999689102354195
E4-e003Coalescence-mBHI-p3_S11,0.23529295819818033,0.7586191810896534
E4-e003Coalescence-mBHI-p7_S99,0.7626842786040936,0.19696677370326088
E4-e003Coalescence-mGAM-p3_S59,0.0007598816480071961,0.9987869424851892
E4-e003Coalescence-mGAM-p5_S51,3.91723406711701e-05,0.9998996859485946
E4-e003Coalescence-mGAM-p7_S147,1.3998615218085496e-05,0.999894636667744
G2-e003Coalescence-mBHI-p3_S33,0.14591156296173136,0.844381424439526
G2-e003Coalescence-mGAM-p3_S81,0.0003776524996089026,0.9993936410970293
G2-e003Coalescence-mGAM-p5_S73,5.074340988021158e-05,0.9998418656282874
