,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9997224225710649,0.00020174391446514767
B3-e003Coalescence-Inoculumn-mBHI,0.007290517607127705,0.9992924170862095
A3-e003Coalescence-mBHI-inoculumn-redo,0.35015369113279593,0.06673000467119945
A3-e003Coalescence-mBHI-p3,0.03364244802715316,0.7792420719364718
A3-e003Coalescence-mGAM-p7,9.726347051336446e-05,0.9997301084756318
B2-e003Coalescence-Inoculumn-mBHI,0.6964231014000849,0.21004276742616912
B2-e003Coalescence-mBHI-p3,0.08244983029274501,0.8560257954014636
B2-e003Coalescence-mBHI-p5,0.0047696224013576574,0.5770325426895727
B2-e003Coalescence-mGAM-p3,0.013626962240135765,0.9558468884621373
E3-e003Coalescence-mBHI-p3_S10,0.11474978786593128,0.7014982093735402
E3-e003Coalescence-mBHI-p5_S2,0.0017041790411540093,0.8796335184512377
E3-e003Coalescence-mGAM-p3_S58,0.009558761137038609,0.944845227591218
E3-e003Coalescence-mGAM-p5_S50,0.014536274925753077,0.9785784501998236
E3-e003Coalescence-mGAM-p7_S146,0.0008315655494272382,0.9973343540769191
F2-e003Coalescence-mBHI-p3_S21,0.05983920237590157,0.6841017283438002
F2-e003Coalescence-mBHI-p5_S13,0.007068837505303351,0.9698089998442935
F2-e003Coalescence-mGAM-p3_S69,0.0007416207042851082,0.9853422951160015
F2-e003Coalescence-mGAM-p5_S61,0.0053438693254136615,0.9895084341101367
F2-e003Coalescence-mGAM-p7_S157,0.0024712558336868902,0.9934788498468885
