,0.975,0.975
A2-e003Coalescence-Inoculumn-mGAM,1.0,0.0
C4-e003Coalescence-Inoculumn-mGAM,0.0,1.0
A10-e003Coalescence-mBHI-p5,0.25,1.0
A10-e003Coalescence-mBHI-p7,0.0,1.0
A10-e003Coalescence-mGAM-p3,0.016,1.0
A10-e003Coalescence-mGAM-p7,0.0,1.0
A4-e003Coalescence-Inoculumn-mGAM,0.47,0.736
C2-e003Coalescence-Inoculumn-mGAM,0.5276000000000004,0.783
C8-e003Coalescence-mBHI-p5,0.156,1.0
C8-e003Coalescence-mBHI-p7,0.0,1.0
C8-e003Coalescence-mGAM-p7,0.0,1.0
E100-e003Coalescence-mBHI-p5_S7,0.154,1.0
E100-e003Coalescence-mBHI-p7_S103,0.083,1.0
E100-e003Coalescence-mGAM-p3_S155,0.008,1.0
E100-e003Coalescence-mGAM-p5_S55,0.0,1.0
E100-e003Coalescence-mGAM-p7_S151,0.0,1.0
G8-e003Coalescence-mBHI-p3_S129,0.13959999999999856,1.0
G8-e003Coalescence-mBHI-p5_S29,0.188,1.0
G8-e003Coalescence-mBHI-p7_S125,0.0,1.0
G8-e003Coalescence-mGAM-p3_S177,0.006,1.0
G8-e003Coalescence-mGAM-p5_S77,0.0,1.0
G8-e003Coalescence-mGAM-p7_S173,0.009000000000000008,1.0
