,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B3-e003Coalescence-Inoculumn-mBHI,1.0,0.0
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,1.0
B4-e003Coalescence-Inoculumn-mBHI,0.33501190476190473,0.16576923076923075
B4-e003Coalescence-mGAM-p5,0.0,0.8152783882783883
C3-e003Coalescence-mBHI-inoculumn-redo,0.36592857142857144,0.35213186813186814
C3-e003Coalescence-mGAM-p3,0.0,0.9626813186813187
C3-e003Coalescence-mGAM-p7,0.0,0.8644688644688645
F4-e003Coalescence-mGAM-p7_S159,0.0,0.8241758241758241
G3-e003Coalescence-mGAM-p3_S82,0.0,0.978021978021978
G3-e003Coalescence-mGAM-p5_S74,0.0,0.9084249084249084
