,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.5330880952380952,0.4943119755911518
B5-e003Coalescence-mBHI-p3,0.6917861904761905,0.3097780320366133
B5-e003Coalescence-mBHI-p5,0.26036857142857145,0.6709771167048055
B5-e003Coalescence-mBHI-p7,0.17369761904761905,0.8036559877955758
D3-e003Coalescence-Inoculumn-mBHI,0.5377076190476191,0.49325819984744473
D3-e003Coalescence-mBHI-p5,0.07667761904761905,0.7638535469107551
D3-e003Coalescence-mBHI-p7,0.05917380952380953,0.9263581235697941
F5-e003Coalescence-mBHI-p3_S24,0.6948995238095238,0.30576811594202896
F5-e003Coalescence-mBHI-p5_S16,0.47152619047619043,0.4371235697940503
F5-e003Coalescence-mBHI-p7_S112,0.19328666666666666,0.44452936689549966
H3-e003Coalescence-mBHI-p3_S46,0.7185704761904762,0.31871853546910756
H3-e003Coalescence-mBHI-p5_S38,0.3664609523809524,0.6115976353928299
H3-e003Coalescence-mBHI-p7_S134,0.28868190476190475,0.5885621662852785
